"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00136910","1981-09","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","457.3","0","37.4",",0","5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","19810918",",,0","19810930","+,,0","19810930","+,,0","19810925",",,0","19810930",",,0","3.9",",0,18,","0",",,0,30,+","0",",,0,30,+","31.2",",,0,25,","31.7",",0,30,","","","50.8","0","41.9",",0","","","","","76.0",",,,0","0",",,,0","18.18",",0","25.30",",,,0","11.07",",,,0","","","",""
"USC00136910","1981-10","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","460.4","0","3.1","2,0","9",",0","5",",0","1",",0","0",",0","0",",0","0","2,0","7","2,0","0",",0","5",",0","0",",0","19811024","+,2,0","19811031","+,,0","19811023",",,0","19811014",",,0","19811001",",,0","-4.4","2,0,24,+","0",",,0,31,+","0",",T,0,23,","59.7",",,0,14,","31.7",",0,01,","","","265.8","0","215.0",",0","","","","","90.1",",,,0","0",",T,,0","11.12","2,0","17.91",",,,0","4.33","2,,,0","","","",""
"USC00136910","1981-11","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","460.4","0","0.0",",0","10",",0","7",",0","3",",0","0",",0","0",",0","0",",0","12",",0","2",",0","2",",0","0",",0","19811123","+,,0","19811122","+,,0","19811120",",,0","19811102",",,0","19811104","+,,0","-7.8",",0,23,+","0",",T,0,22,+","0",",T,0,20,","27.9",",,0,02,","21.7",",0,04,+","","","625.8","0","360.0",",0","","","","","100.9",",,,0","0",",T,,0","6.33",",0","11.68",",,,0","0.98",",,,0","","","",""
"USC00136910","1981-12","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","460.4","0","0.0",",0","7",",0","4",",0","0",",0","14",",0","3",",0","6",",0","29",",0","11",",0","0",",0","0",",0","19811220","+,,0","19811221",",,0","19811217",",,0","19811201",",,0","19811208",",,0","-22.2",",0,20,+","152",",,0,21,","102",",,0,17,","15.5",",,0,01,","13.9",",0,08,","","","1326.4","0","700.6",",0","","","","","27.6",",,,0","254",",,,0","-4.27",",0","0.71",",,,0","-9.24",",,,0","","","",""
"USC00136910","1982-01","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","0.0","0","0.0","2,0","8",",0","5",",0","0",",0","27","4,0","","","15","2,0","29","2,0","25",",0","0",",0","0",",0","19820111","+,2,0","19820122","+,4,0","","","19820104",",,0","19820128",",,0","-28.3","2,0,11,+","229","4,,0,22,+","","","16.8",",,0,04,","4.4",",0,28,","","","2178.4","0","852.0",",0","","","","","36.7",",,,0","","","-11.21","2,0","-5.27",",,,0","-17.15","2,,,0","","","",""
"USC00136910","1982-02","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","0.0","0","0.0","4,0","6",",0","3",",0","0",",0","","","2",",0","9","3,0","23","3,0","12","1,0","0","1,0","0","1,0","19820207",",3,0","","","19820205",",,0","19820218",",,0","19820223",",1,0","-26.7","3,0,07,","","","51",",,0,05,","7.4",",,0,18,","19.4","1,0,23,","","","2727.1","0","548.7","1,0","","","","","18.1",",,,0","76",",,,0","-5.05","4,0","0.11","1,,,0","-10.22","3,,,0","","","",""
"USC00136910","1982-03","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","0.0","0","0.0","1,0","10",",0","9",",0","1",",0","7",",0","2",",0","0","1,0","21","1,0","6","1,0","0","1,0","0","1,0","19820307",",1,0","19820309",",,0","19820304",",,0","19820319",",,0","19820313",",1,0","-16.7","1,0,07,","152",",,0,09,","89",",,0,04,","36.1",",,0,19,","18.3","1,0,13,","","","3248.4","0","521.3","1,0","","","","","107.4",",,,0","178",",,,0","0.96","1,0","5.95","1,,,0","-4.03","1,,,0","","","",""
"USC00136910","1982-04","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","","","9",",0","5",",0","2",",0","","","1",",0","","","","","3","1,0","4","1,0","0","1,0","","","","","19820408",",,0","19820416",",,0","19820403",",1,0","","","","","25",",,0,08,","27.7",",,0,16,","23.3","1,0,03,","","","","","","","","","","","76.2",",,,0","25",",,,0","","","13.67","1,,,0","","","","","",""
"USC00136910","1982-05","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","29.6","2,0","","","","","","","0",",0","0",",0","0","2,0","0","2,0","0","1,0","23","1,0","0","1,0","19820501",",2,0","19820531","+,,0","19820531","+,,0","","","19820505",",1,0","5.6","2,0,01,","0",",,0,31,+","0",",,0,31,+","","","28.9","1,0,05,","","","","","38.8","1,0","","","","","","","0",",,,0","18.07","2,0","23.32","1,,,0","12.83","2,,,0","","","",""
"USC00136910","1982-06","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","31.8","4,0","12",",0","9",",0","1",",0","0",",0","0",",0","0","4,0","0","4,0","0",",0","26",",0","0",",0","19820602","+,4,0","19820630","+,,0","19820630","+,,0","19820609",",,0","19820630",",,0","8.3","4,0,02,+","0",",,0,30,+","0",",,0,30,+","35.3",",,0,09,","31.7",",0,30,","","","","","24.8",",0","","","","","110.3",",,,0","0",",,,0","18.60","4,0","24.41",",,,0","12.80","4,,,0","","","",""
"USC00136910","1982-07","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","161.9","1,0","12","1,0","11","1,0","5","1,0","","","0","1,0","0","1,0","0","1,0","0","1,0","30","1,0","5","1,0","19820701",",1,0","","","19820731","+,1,0","19820716",",1,0","19820719",",1,0","12.8","1,0,01,","","","0","1,,0,31,+","124.5","1,,0,16,","35.0","1,0,19,","","","1.4","0","1.4","1,0","","","","","460.9","1,,,0","0","1,,,0","23.68","1,0","29.33","1,,,0","18.03","1,,,0","","","",""
"USC00136910","1982-08","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","106.1","4,0","7",",0","7",",0","1",",0","0",",0","0",",0","0","4,0","0","4,0","0",",0","29",",0","4",",0","19820811",",4,0","19820831","+,,0","19820831","+,,0","19820805",",,0","19820804",",,0","10.6","4,0,11,","0",",,0,31,+","0",",,0,31,+","46.7",",,0,05,","35.0",",0,04,","","","10.0","0","8.6",",0","","","","","134.4",",,,0","0",",,,0","21.86","4,0","27.09",",,,0","16.63","4,,,0","","","",""
"USC00136910","1982-09","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","47.0","5,0","9",",0","5",",0","2",",0","0",",0","0",",0","0","5,0","0","5,0","0",",0","16",",0","1",",0","19820922",",5,0","19820930","+,,0","19820930","+,,0","19820914",",,0","19820903",",,0","4.4","5,0,22,","0",",,0,30,+","0",",,0,30,+","54.9",",,0,14,","32.8",",0,03,","","","69.5","0","59.5",",0","","","","","116.3",",,,0","0",",,,0","17.83","5,0","23.09",",,,0","12.57","5,,,0","","","",""
"USC00136910","1982-10","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","12.0","1,0","8",",0","2",",0","1",",0","0",",0","0",",0","0",",0","6",",0","0","1,0","10","1,0","0","1,0","19821022",",,0","19821031","+,,0","19821031","+,,0","19821009",",,0","19821002",",1,0","-3.3",",0,22,","0",",,0,31,+","0",",,0,31,+","31.5",",,0,09,","28.3","1,0,02,","","","262.4","0","192.9","1,0","","","","","48.5",",,,0","0",",,,0","12.26","1,0","18.96","1,,,0","5.57",",,,0","","","",""
"USC00136910","1982-11","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","0.0","2,0","9",",0","5",",0","0",",0","0",",0","0",",0","0","1,0","18","1,0","6","1,0","1","1,0","0","1,0","19821113",",1,0","19821130","+,,0","19821130","+,,0","19821111",",,0","19821101",",1,0","-11.7","1,0,13,","0",",,0,30,+","0",",,0,30,+","20.8",",,0,11,","21.1","1,0,01,","","","677.7","0","415.3","1,0","","","","","67.3",",,,0","0",",,,0","3.60","2,0","8.71","1,,,0","-1.51","1,,,0","","","",""
"USC00136910","1982-12","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","0.0","2,0","9",",0","6",",0","1",",0","0",",0","0",",0","0","2,0","24","2,0","8",",0","0",",0","0",",0","19821209",",2,0","19821228","+,,0","19821228","+,,0","19821205",",,0","19821202",",,0","-15.0","2,0,09,","0",",T,0,28,+","0",",T,0,28,+","31.0",",,0,05,","17.2",",0,02,","","","1219.9","0","542.2",",0","","","","","86.5",",,,0","0",",T,,0","-0.18","2,0","4.14",",,,0","-4.50","2,,,0","","","",""
"USC00136910","1983-01","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","0.0","0","0.0","5,0","5",",0","2",",0","0",",0","","","2",",0","0","5,0","26","5,0","14",",0","0",",0","0",",0","19830128","+,5,0","","","19830126","+,,0","19830130","+,,0","19830114",",,0","-15.6","5,0,28,+","","","25",",,0,26,+","2.5",",,0,30,+","8.3",",0,14,","","","1795.8","0","575.9",",0","","","","","7.6",",,,0","50",",,,0","-3.62","5,0","0.40",",,,0","-7.63","5,,,0","","","",""
"USC00136910","1983-02","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","0.0","0","0.0","1,0","8",",0","5",",0","0",",0","","","3",",0","1","1,0","25","1,0","9",",0","0",",0","0",",0","19830207",",1,0","","","19830206","+,,0","19830202",",,0","19830220",",,0","-20.6","1,0,07,","","","51",",,0,06,+","10.7",",,0,02,","17.8",",0,20,","","","2306.1","0","510.3",",0","","","","","30.6",",,,0","161",",,,0","-0.72","1,0","3.55",",,,0","-4.98","1,,,0","","","",""
"USC00136910","1983-03","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","0.6","0","0.6","4,0","10",",0","5",",0","1",",0","","","1","1,0","0","4,0","19","4,0","5",",0","2",",0","0",",0","19830322",",4,0","","","19830327",",1,0","19830327",",,0","19830304",",,0","-8.3","4,0,22,","","","25","1,,0,27,","26.7",",,0,27,","26.1",",0,04,","","","2695.7","0","389.6",",0","","","","","70.8",",,,0","38","1,,,0","3.56","4,0","8.31",",,,0","-1.20","4,,,0","","","",""
"USC00136910","1983-04","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","0.6","0","0.0","3,0","10",",0","8",",0","1",",0","1",",0","1",",0","0","3,0","14","3,0","0",",0","2",",0","0",",0","19830418",",3,0","19830409",",,0","19830409",",,0","19830402",",,0","19830427",",,0","-6.7","3,0,18,","25",",,0,09,","25",",,0,09,","34.0",",,0,02,","25.6",",0,27,","","","3036.5","0","340.8",",0","","","","","86.6",",,,0","38",",,,0","6.05","3,0","11.19",",,,0","0.91","3,,,0","","","",""
"USC00136910","1983-05","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","2.3","0","1.7","1,0","17",",0","11",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","10",",0","0",",0","19830509","+,1,0","19830531","+,,0","19830531","+,,0","19830502",",,0","19830507",",,0","3.3","1,0,09,+","0",",,0,31,+","0",",,0,31,+","25.4",",,0,02,","27.2",",0,07,","","","3180.7","0","144.2",",0","","","","","83.8",",,,0","0",",,,0","13.71","1,0","19.16",",,,0","8.27","1,,,0","","","",""
"USC00136910","1983-06","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","116.9","0","114.6",",0","11",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","4",",0","19830601",",,0","19830630","+,,0","19830630","+,,0","19830603",",,0","19830626","+,,0","5.6",",0,01,","0",",,0,30,+","0",",,0,30,+","39.1",",,0,03,","32.8",",0,26,+","","","3200.7","0","20.0",",0","","","","","90.2",",,,0","0",",,,0","21.49",",0","27.12",",,,0","15.85",",,,0","","","",""
"USC00136910","1983-07","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","355.3","0","238.4",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","19830707",",,0","19830731","+,,0","19830731","+,,0","19830704",",,0","19830723",",,0","11.7",",0,07,","0",",,0,31,+","0",",,0,31,+","8.1",",,0,04,","40.6",",0,23,","","","0.0","0","0.0",",0","","","","","12.4",",,,0","0",",,,0","26.02",",0","32.81",",,,0","19.24",",,,0","","","",""
"USC00136910","1983-09","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","64.6",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","23",",0","5",",0","19830923",",,0","19830930","+,,0","19830930","+,,0","19830915",",,0","19830910","+,,0","0.0",",0,23,","0",",,0,30,+","0",",,0,30,+","18.0",",,0,15,","33.9",",0,10,+","","","","","76.9",",0","","","","","78.9",",,,0","0",",,,0","17.92",",0","25.58",",,,0","10.27",",,,0","","","",""
"USC00136910","1983-10","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","6.1",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","10",",0","0",",0","19831015",",,0","19831031","+,,0","19831031","+,,0","19831020",",,0","19831003",",,0","-0.6",",0,15,","0",",,0,31,+","0",",,0,31,+","41.9",",,0,20,","30.0",",0,03,","","","","","231.1",",0","","","","","113.0",",,,0","0",",,,0","11.08",",0","16.91",",,,0","5.24",",,,0","","","",""
"USC00136910","1983-11","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","0.0",",0","16",",0","11",",0","1",",0","3",",0","2",",0","0",",0","21",",0","3",",0","0",",0","0",",0","19831130",",,0","19831130","+,,0","19831129","+,,0","19831110",",,0","19831123",",,0","-10.0",",0,30,","25",",,0,30,+","25",",,0,29,+","52.1",",,0,10,","18.3",",0,23,","","","","","401.6",",0","","","","","174.5",",,,0","50",",,,0","4.95",",0","9.69",",,,0","0.21",",,,0","","","",""
"USC00136910","1983-12","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","0.0",",0","14",",0","5",",0","0",",0","23",",0","5","1,0","15",",0","31",",0","25",",0","0",",0","0",",0","19831225","+,,0","19831231","+,,0","19831221",",1,0","19831211",",,0","19831213","+,,0","-28.3",",0,25,+","178",",,0,31,+","76","1,,0,21,","13.7",",,0,11,","1.1",",0,13,+","","","","","948.7",",0","","","","","37.1",",,,0","236","1,,,0","-12.27",",0","-7.65",",,,0","-16.89",",,,0","","","",""
"USC00136910","1984-01","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","0.0","0","0.0","1,0","3",",0","1",",0","0",",0","14",",0","1","1,0","5",",0","31",",0","15","1,0","0","1,0","0","1,0","19840120",",,0","19840104","+,,0","19840113",",1,0","19840101",",,0","19840127","+,1,0","-25.0",",0,20,","178",",,0,04,+","25","1,,0,13,","7.9",",,0,01,","7.8","1,0,27,+","","","","","722.7","1,0","","","","","10.2",",,,0","38","1,,,0","-5.98","1,0","-0.66","1,,,0","-11.29",",,,0","","","",""
"USC00136910","1984-02","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","0.0","0","0.0","1,0","7",",0","1",",0","0",",0","","","1",",0","3","1,0","22","1,0","5",",0","0",",0","0",",0","19840206",",1,0","","","19840205",",,0","19840219",",,0","19840216",",,0","-21.1","1,0,06,","","","25",",,0,05,","7.9",",,0,19,","17.8",",0,16,","","","","","482.7",",0","","","","","15.1",",,,0","25",",,,0","1.19","1,0","6.48",",,,0","-4.10","1,,,0","","","",""
"USC00136910","1984-03","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","0.0","0","0.0",",0","12","1,0","5","1,0","0","1,0","13","4,0","","","0",",0","28",",0","11",",0","0",",0","0",",0","19840309",",,0","19840321",",4,0","","","19840327",",1,0","19840316",",,0","-15.0",",0,09,","178","4,,0,21,","","","8.6","1,,0,27,","16.7",",0,16,","","","","","601.2",",0","","","","","41.9","1,,,0","","","-1.06",",0","3.03",",,,0","-5.15",",,,0","","","",""
"USC00136910","1984-04","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","","","15",",0","10",",0","1",",0","0",",0","0",",0","","","","","0",",0","3",",0","0",",0","","","19840430","+,,0","19840430","+,,0","19840430",",,0","19840427",",,0","","","0",",,0,30,+","0",",,0,30,+","35.6",",,0,30,","27.2",",0,27,","","","","","","","","","","","105.5",",,,0","0",",,,0","","","13.43",",,,0","","","","","",""
"USC00136910","1984-05","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","7.8",",0","15",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","19840509",",,0","19840531","+,,0","19840531","+,,0","19840520",",,0","19840519",",,0","0.6",",0,09,","0",",,0,31,+","0",",,0,31,+","24.6",",,0,20,","29.4",",0,19,","","","","","154.3",",0","","","","","97.1",",,,0","0",",,,0","13.60",",0","19.06",",,,0","8.15",",,,0","","","",""
"USC00136910","1984-06","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","108.9",",0","12",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","1",",0","19840610",",,0","19840630","+,,0","19840630","+,,0","19840610",",,0","19840623",",,0","7.2",",0,10,","0",",,0,30,+","0",",,0,30,+","43.9",",,0,10,","32.2",",0,23,","","","","","5.0",",0","","","","","109.8",",,,0","0",",,,0","21.79",",0","27.57",",,,0","16.02",",,,0","","","",""
"USC00136910","1984-07","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","134.9","1,0","12",",0","7",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","6",",0","19840710","+,1,0","19840731","+,,0","19840731","+,,0","19840715",",,0","19840710",",,0","11.7","1,0,10,+","0",",,0,31,+","0",",,0,31,+","66.0",",,0,15,","36.1",",0,10,","","","0.3","0","0.3",",0","","","","","127.8",",,,0","0",",,,0","22.75","1,0","29.01",",,,0","16.50","1,,,0","","","",""
"USC00136910","1984-08","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","160.6","2,0","4",",0","3",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","31",",0","12",",0","19840824",",2,0","19840831","+,,0","19840831","+,,0","19840805",",,0","19840830",",,0","10.0","2,0,24,","0",",,0,31,+","0",",,0,31,+","6.9",",,0,05,","40.0",",0,30,","","","2.2","0","1.9",",0","","","","","13.5",",,,0","0",",,,0","23.81","2,0","30.88",",,,0","16.74","2,,,0","","","",""
"USC00136910","1984-09","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","41.9","1,0","14",",0","4",",0","0",",0","0",",0","0",",0","0","1,0","2","1,0","0",",0","20",",0","5",",0","19840929",",1,0","19840930","+,,0","19840930","+,,0","19840911",",,0","19840902",",,0","-1.1","1,0,29,","0",",,0,30,+","0",",,0,30,+","17.5",",,0,11,","36.7",",0,02,","","","92.8","0","90.6",",0","","","","","47.1",",,,0","0",",,,0","16.66","1,0","23.36",",,,0","9.96","1,,,0","","","",""
"USC00136910","1984-10","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","0.3",",0","16",",0","11",",0","2",",0","0",",0","0",",0","0",",0","7",",0","0",",0","9",",0","0",",0","19841024",",,0","19841031","+,,0","19841031","+,,0","19841019",",,0","19841004",",,0","-2.2",",0,24,","0",",,0,31,+","0",",,0,31,+","57.7",",,0,19,","26.7",",0,04,","","","292.5","0","199.7",",0","","","","","195.7",",,,0","0",",,,0","11.90",",0","17.74",",,,0","6.06",",,,0","","","",""
"USC00136910","1984-11","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","0.0","2,0","4",",0","3",",0","0",",0","0",",0","0",",0","0","2,0","19","2,0","0",",0","1",",0","0",",0","19841120",",2,0","19841130","+,,0","19841130","+,,0","19841101",",,0","19841110",",,0","-8.3","2,0,20,","0",",,0,30,+","0",",,0,30,+","23.1",",,0,01,","21.7",",0,10,","","","690.2","0","397.7",",0","","","","","45.3",",,,0","0",",,,0","4.23","2,0","9.86",",,,0","-1.39","2,,,0","","","",""
"USC00136910","1984-12","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","","","0.0",",0","11",",0","8",",0","0",",0","","","0","1,0","1",",0","29",",0","10",",0","0",",0","0",",0","19841206",",,0","","","19841219",",1,0","19841214",",,0","19841229",",,0","-17.8",",0,06,","","","10","1,,0,19,","20.1",",,0,14,","18.9",",0,29,","","","1296.1","0","605.9",",0","","","","","57.3",",,,0","18","1,,,0","-1.21",",0","4.32",",,,0","-6.74",",,,0","","","",""
"USC00136910","1985-01","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","0.0","0","0.0",",0","4","1,0","1","1,0","0","1,0","30","1,0","2","2,0","11",",0","31",",0","23",",0","0",",0","0",",0","19850120",",,0","19850102",",1,0","19850101",",2,0","19850101",",1,0","19850107",",,0","-29.4",",0,20,","152","1,,0,02,","152","2,,0,01,","11.7","1,,0,01,","4.4",",0,07,","","","2169.0","0","872.9",",0","","","","","16.0","1,,,0","257","2,,,0","-9.82",",0","-4.01",",,,0","-15.64",",,,0","","","",""
"USC00136910","1985-02","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","0.0","0","0.0","1,0","7",",0","5",",0","0",",0","18",",0","3",",0","9","1,0","25","1,0","16",",0","0",",0","0",",0","19850201",",1,0","19850214","+,,0","19850211",",,0","19850223",",,0","19850222",",,0","-24.4","1,0,01,","102",",,0,14,+","51",",,0,11,","11.9",",,0,23,","8.9",",0,22,","","","2846.4","0","677.4",",0","","","","","32.9",",,,0","101",",,,0","-6.61","1,0","-1.51",",,,0","-11.70","1,,,0","","","",""
"USC00136910","1985-03","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","0.0","0","0.0","3,0","7",",0","3",",0","1",",0","0","1,0","0","1,0","0","3,0","17","3,0","0",",0","2",",0","0",",0","19850307",",3,0","19850331","+,1,0","19850331","+,1,0","19850304",",,0","19850329",",,0","-7.2","3,0,07,","0","1,,0,31,+","0","1,,0,31,+","33.5",",,0,04,","24.4",",0,29,","","","3206.0","0","359.6",",0","","","","","66.5",",,,0","0","1,,,0","5.73","3,0","11.93",",,,0","-0.48","3,,,0","","","",""
"USC00136910","1985-04","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","25.8","0","25.8",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","14",",0","0",",0","19850409",",,0","19850430","+,,0","19850430","+,,0","19850427",",,0","19850427",",,0","-5.0",",0,09,","0",",,0,30,+","0",",,0,30,+","5.1",",,0,27,","31.1",",0,27,","","","3392.1","0","186.1",",0","","","","","14.4",",,,0","0",",,,0","12.99",",0","18.93",",,,0","7.05",",,,0","","","",""
"USC00136910","1985-05","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","43.9","0","18.1","2,0","12",",0","5",",0","1",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","24",",0","1",",0","19850518","+,2,0","19850531","+,,0","19850531","+,,0","19850514",",,0","19850527",",,0","6.7","2,0,18,+","0",",,0,31,+","0",",,0,31,+","25.7",",,0,14,","34.4",",0,27,","","","3437.9","0","45.8",",0","","","","","69.4",",,,0","0",",,,0","17.46","2,0","23.64",",,,0","11.29","2,,,0","","","",""
"USC00136910","1985-06","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","95.2","0","51.3","1,0","11",",0","4",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","26",",0","2",",0","19850613",",1,0","19850630","+,,0","19850630","+,,0","19850624",",,0","19850609",",,0","6.7","1,0,13,","0",",,0,30,+","0",",,0,30,+","49.3",",,0,24,","34.4",",0,09,","","","3465.7","0","27.8",",0","","","","","100.3",",,,0","0",",,,0","19.22","1,0","25.11",",,,0","13.33","1,,,0","","","",""
"USC00136910","1985-07","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","248.5","0","153.3","1,0","11",",0","8",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","5",",0","19850716",",1,0","19850731","+,,0","19850731","+,,0","19850731",",,0","19850710",",,0","12.2","1,0,16,","0",",,0,31,+","0",",,0,31,+","94.5",",,0,31,","33.3",",0,10,","","","0.0","0","0.0",",0","","","","","160.9",",,,0","0",",,,0","23.47","1,0","30.01",",,,0","16.93","1,,,0","","","",""
"USC00136910","1985-08","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","317.3","0","68.8","1,0","9",",0","7",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","2",",0","19850828",",1,0","19850831","+,,0","19850831","+,,0","19850810",",,0","19850810",",,0","9.4","1,0,28,","0",",,0,31,+","0",",,0,31,+","25.4",",,0,10,","33.3",",0,10,","","","5.9","0","5.9",",0","","","","","63.7",",,,0","0",",,,0","20.37","1,0","26.18",",,,0","14.56","1,,,0","","","",""
"USC00136910","1985-09","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","400.4","0","83.1",",0","9",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","5",",0","19850927",",,0","19850930","+,,0","19850930","+,,0","19850923",",,0","19850907",",,0","1.1",",0,27,","0",",,0,30,+","0",",,0,30,+","37.3",",,0,23,","35.0",",0,07,","","","105.4","0","99.5",",0","","","","","139.5",",,,0","0",",,,0","17.79",",0","23.65",",,,0","11.92",",,,0","","","",""
"USC00136910","1985-10","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","400.4","0","0.0",",0","10",",0","5",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","4",",0","0",",0","19851001",",,0","19851031","+,,0","19851031","+,,0","19851010",",,0","19851027",",,0","-2.2",",0,01,","0",",,0,31,+","0",",,0,31,+","50.8",",,0,10,","23.3",",0,27,","","","345.6","0","240.2",",0","","","","","110.9",",,,0","0",",,,0","10.58",",0","16.68",",,,0","4.48",",,,0","","","",""
"USC00136910","1985-11","40.81918","-92.90264","295.7","RATHBUN DAM, IA US","","","400.4","0","0.0",",0","13",",0","9",",0","0",",0","1","2,0","0","3,0","0",",0","27",",0","9",",0","0",",0","0",",0","19851129",",,0","19851130",",2,0","19851130","+,3,0","19851101",",,0","19851119",",,0","-15.0",",0,29,","25","2,,0,30,","0","3,,0,30,+","19.3",",,0,01,","16.7",",0,19,","","","906.5","0","560.9",",0","","","","","60.7",",,,0","0","3,,,0","-0.37",",0","4.40",",,,0","-5.13",",,,0","","","",""
