"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00192810","1903-05","42.6","-72.833333","213.4","FITCHBURG A, MA US","8",",6","4",",6","0",",6","","","","","","","","","","","19030527",",,6","","","","","10.7",",,6,27,","30.5",",,,6","","","",""
"USC00192810","1903-06","42.6","-72.833333","213.4","FITCHBURG A, MA US","16",",6","11",",6","4",",6","","","","","","","","","","","19030621",",,6","","","","","92.7",",,6,21,","262.5",",,,6","","","",""
"USC00192810","1903-07","42.6","-72.833333","213.4","FITCHBURG A, MA US","13",",6","8",",6","1",",6","","","","","","","","","","","19030719",",,6","","","","","32.8",",,6,19,","77.6",",,,6","","","",""
"USC00192810","1903-08","42.6","-72.833333","213.4","FITCHBURG A, MA US","11",",6","6",",6","1",",6","","","","","","","","","","","19030805",",,6","","","","","27.2",",,6,05,","87.0",",,,6","","","",""
"USC00192810","1903-09","42.6","-72.833333","213.4","FITCHBURG A, MA US","4",",6","4",",6","1",",6","","","","","","","","","","","19030916",",,6","","","","","27.2",",,6,16,","58.2",",,,6","","","",""
"USC00192810","1903-10","42.6","-72.833333","213.4","FITCHBURG A, MA US","10",",6","9",",6","1",",6","","","","","","","","","","","19031009",",,6","","","","","37.6",",,6,09,","123.7",",,,6","","","",""
"USC00192810","1903-11","42.6","-72.833333","213.4","FITCHBURG A, MA US","7","2,6","4","2,6","1","2,6","","","","","","","","","","","19031117",",2,6","","","","","28.7","2,,6,17,","50.7","2,,,6","","","",""
"USC00192810","1903-12","42.6","-72.833333","213.4","FITCHBURG A, MA US","11","2,6","7","2,6","1","2,6","","","","","","","","","","","19031220",",2,6","","","","","28.4","2,,6,20,","98.5","2,,,6","","","",""
"USC00192810","1904-01","42.6","-72.833333","213.4","FITCHBURG A, MA US","12",",6","9",",6","0",",6","","","","","","","","","","","19040122",",,6","","","","","22.9",",,6,22,","108.5",",,,6","","","",""
"USC00192810","1904-02","42.6","-72.833333","213.4","FITCHBURG A, MA US","9","1,6","7","1,6","0","1,6","","","","","","","","","","","19040222",",1,6","","","","","20.3","1,,6,22,","51.2","1,,,6","","","",""
"USC00192810","1904-03","42.6","-72.833333","213.4","FITCHBURG A, MA US","12",",6","6",",6","0",",6","","","","","","","","","","","19040307",",,6","","","","","17.8",",,6,07,","76.2",",,,6","","","",""
"USC00192810","1904-04","42.6","-72.833333","213.4","FITCHBURG A, MA US","13",",6","9",",6","2",",6","","","","","","","","","","","19040428",",,6","","","","","72.1",",,6,28,","204.9",",,,6","","","",""
"USC00192810","1904-05","42.6","-72.833333","213.4","FITCHBURG A, MA US","12",",6","9",",6","0",",6","","","","","","","","","","","19040519",",,6","","","","","19.8",",,6,19,","83.2",",,,6","","","",""
"USC00192810","1904-06","42.6","-72.833333","213.4","FITCHBURG A, MA US","10",",6","5",",6","1",",6","","","","","","","","","","","19040630",",,6","","","","","26.9",",,6,30,","92.4",",,,6","","","",""
"USC00192810","1904-07","42.6","-72.833333","213.4","FITCHBURG A, MA US","10",",6","4",",6","0",",6","","","","","","","","","","","19040723",",,6","","","","","16.5",",,6,23,","56.0",",,,6","","","",""
"USC00192810","1904-08","42.6","-72.833333","213.4","FITCHBURG A, MA US","8",",6","5",",6","1",",6","","","","","","","","","","","19040820",",,6","","","","","38.9",",,6,20,","96.4",",,,6","","","",""
"USC00192810","1904-12","42.6","-72.833333","213.4","FITCHBURG A, MA US","","","","","","","5",",6","","","","","","","19041218","+,,6","","","","","64",",,6,18,+","","","","","226",",,,6","",""
"USC00192810","1905-03","42.6","-72.833333","213.4","FITCHBURG A, MA US","10",",6","6",",6","1",",6","1",",6","","","","","","","19050322",",,6","19050325",",,6","","","203",",,6,22,","31.5",",,6,25,","100.6",",,,6","203",",,,6","",""
"USC00192810","1905-04","42.6","-72.833333","213.4","FITCHBURG A, MA US","7",",6","5",",6","0",",6","0",",6","","","","","","","19050415",",,6","19050406",",,6","","","0",",T,6,15,","20.1",",,6,06,","51.7",",,,6","0",",T,,6","",""
"USC00192810","1905-05","42.6","-72.833333","213.4","FITCHBURG A, MA US","9",",6","3",",6","0",",6","","","","","","","","","","","19050516",",,6","","","","","14.7",",,6,16,","34.0",",,,6","","","",""
"USC00192810","1905-06","42.6","-72.833333","213.4","FITCHBURG A, MA US","18",",6","13",",6","2",",6","","","","","","","","","","","19050621",",,6","","","","","44.7",",,6,21,","164.8",",,,6","","","",""
"USC00192810","1905-07","42.6","-72.833333","213.4","FITCHBURG A, MA US","12",",6","7",",6","1",",6","","","","","","","","","","","19050730",",,6","","","","","31.5",",,6,30,","106.7",",,,6","","","",""
"USC00192810","1905-08","42.6","-72.833333","213.4","FITCHBURG A, MA US","11",",6","8",",6","1",",6","","","","","","","","","","","19050813",",,6","","","","","61.2",",,6,13,","133.3",",,,6","","","",""
"USC00192810","1905-09","42.6","-72.833333","213.4","FITCHBURG A, MA US","7",",6","5",",6","2",",6","","","","","","","","","","","19050903",",,6","","","","","103.6",",,6,03,","158.8",",,,6","","","",""
"USC00192810","1905-10","42.6","-72.833333","213.4","FITCHBURG A, MA US","5",",6","3",",6","0",",6","","","","","","","","","","","19051020",",,6","","","","","23.6",",,6,20,","49.8",",,,6","","","",""
"USC00192810","1905-11","42.6","-72.833333","213.4","FITCHBURG A, MA US","4",",6","3",",6","0",",6","","","","","","","","","","","19051129",",,6","","","","","23.6",",,6,29,","50.1",",,,6","","","",""
"USC00192810","1905-12","42.6","-72.833333","213.4","FITCHBURG A, MA US","6",",6","4",",6","1",",6","1",",6","","","","","","","19051210",",,6","19051203",",,6","","","127",",,6,10,","33.3",",,6,03,","82.2",",,,6","127",",,,6","",""
"USC00192810","1906-01","42.6","-72.833333","213.4","FITCHBURG A, MA US","9",",6","6",",6","0",",6","","","","","","","","","","","19060104",",,6","","","","","22.4",",,6,04,","56.0",",,,6","","","",""
"USC00192810","1906-02","42.6","-72.833333","213.4","FITCHBURG A, MA US","6",",6","5",",6","0",",6","2",",6","","","","","","","19060209",",,6","19060209",",,6","","","178",",,6,09,","17.5",",,6,09,","55.5",",,,6","280",",,,6","",""
"USC00192810","1906-03","42.6","-72.833333","213.4","FITCHBURG A, MA US","11",",6","6",",6","3",",6","4",",6","","","","","","","19060320","+,,6","19060305",",,6","","","305",",,6,20,+","31.5",",,6,05,","118.5",",,,6","699",",,,6","",""
"USC00192810","1906-04","42.6","-72.833333","213.4","FITCHBURG A, MA US","8",",6","7",",6","1",",6","2",",6","","","","","","","19060410",",,6","19060410",",,6","","","76",",,6,10,","25.4",",,6,10,","58.6",",,,6","101",",,,6","",""
"USC00192810","1906-05","42.6","-72.833333","213.4","FITCHBURG A, MA US","12",",6","9",",6","2",",6","","","","","","","","","","","19060527",",,6","","","","","63.0",",,6,27,","179.4",",,,6","","","",""
"USC00192810","1906-06","42.6","-72.833333","213.4","FITCHBURG A, MA US","15",",6","10",",6","1",",6","","","","","","","","","","","19060617",",,6","","","","","89.4",",,6,17,","174.0",",,,6","","","",""
"USC00192810","1906-07","42.6","-72.833333","213.4","FITCHBURG A, MA US","12",",6","11",",6","1",",6","","","","","","","","","","","19060701",",,6","","","","","33.8",",,6,01,","144.8",",,,6","","","",""
"USC00192810","1906-09","42.6","-72.833333","213.4","FITCHBURG A, MA US","6",",6","4",",6","0",",6","","","","","","","","","","","19060930",",,6","","","","","14.5",",,6,30,","39.9",",,,6","","","",""
"USC00192810","1906-10","42.6","-72.833333","213.4","FITCHBURG A, MA US","8",",6","5",",6","2",",6","","","","","","","","","","","19061009",",,6","","","","","34.5",",,6,09,","98.2",",,,6","","","",""
"USC00192810","1906-11","42.6","-72.833333","213.4","FITCHBURG A, MA US","8",",6","3",",6","0",",6","","","","","","","","","","","19061112",",,6","","","","","21.6",",,6,12,","46.2",",,,6","","","",""
"USC00192810","1906-12","42.6","-72.833333","213.4","FITCHBURG A, MA US","11",",6","8",",6","1",",6","","","","","","","","","","","19061231",",,6","","","","","33.0",",,6,31,","99.2",",,,6","","","",""
"USC00192810","1907-01","42.6","-72.833333","213.4","FITCHBURG A, MA US","13",",6","9",",6","0",",6","","","","","","","","","","","19070126",",,6","","","","","9.9",",,6,26,","56.4",",,,6","","","",""
"USC00192810","1907-02","42.6","-72.833333","213.4","FITCHBURG A, MA US","10",",6","6",",6","0",",6","6",",6","","","","","","","19070205",",,6","19070205",",,6","","","178",",,6,05,","15.5",",,6,05,","38.3",",,,6","414",",,,6","",""
"USC00192810","1907-03","42.6","-72.833333","213.4","FITCHBURG A, MA US","10",",6","7",",6","0",",6","3",",6","","","","","","","19070319",",,6","19070319","+,,6","","","51",",,6,19,","8.6",",,6,19,+","43.9",",,,6","140",",,,6","",""
"USC00192810","1907-04","42.6","-72.833333","213.4","FITCHBURG A, MA US","9",",6","5",",6","0",",6","5",",6","","","","","","","19070408",",,6","19070408",",,6","","","140",",,6,08,","14.5",",,6,08,","48.8",",,,6","329",",,,6","",""
"USC00192810","1907-05","42.6","-72.833333","213.4","FITCHBURG A, MA US","10",",6","7",",6","0",",6","","","","","","","","","","","19070516",",,6","","","","","18.5",",,6,16,","68.8",",,,6","","","",""
"USC00192810","1907-06","42.6","-72.833333","213.4","FITCHBURG A, MA US","13",",6","6",",6","2",",6","","","","","","","","","","","19070630",",,6","","","","","43.7",",,6,30,","128.7",",,,6","","","",""
"USC00192810","1907-07","42.6","-72.833333","213.4","FITCHBURG A, MA US","11",",6","9",",6","0",",6","","","","","","","","","","","19070711",",,6","","","","","17.8",",,6,11,","104.0",",,,6","","","",""
"USC00192810","1907-08","42.6","-72.833333","213.4","FITCHBURG A, MA US","9",",6","4",",6","0",",6","","","","","","","","","","","19070804",",,6","","","","","9.1",",,6,04,","31.3",",,,6","","","",""
"USC00192810","1907-10","42.6","-72.833333","213.4","FITCHBURG A, MA US","9",",6","5",",6","3",",6","","","","","","","","","","","19071028",",,6","","","","","35.8",",,6,28,","119.8",",,,6","","","",""
"USC00192810","1907-11","42.6","-72.833333","213.4","FITCHBURG A, MA US","12",",6","8",",6","3",",6","2",",6","","","","","","","19071125","+,,6","19071107",",,6","","","51",",,6,25,+","63.0",",,6,07,","168.4",",,,6","102",",,,6","",""
"USC00192810","1907-12","42.6","-72.833333","213.4","FITCHBURG A, MA US","8",",6","5",",6","0",",6","3",",6","","","","","","","19071214",",,6","19071210",",,6","","","203",",,6,14,","24.1",",,6,10,","86.1",",,,6","279",",,,6","",""
"USC00192810","1908-01","42.6","-72.833333","213.4","FITCHBURG A, MA US","9","2,6","6","2,6","0","2,6","","","","","","","","","","","19080112",",2,6","","","","","21.6","2,,6,12,","66.1","2,,,6","","","",""
"USC00192810","1908-02","42.6","-72.833333","213.4","FITCHBURG A, MA US","8","1,6","7","1,6","1","1,6","5",",6","","","","","","","19080220",",,6","19080201",",1,6","","","178",",,6,20,","25.4","1,,6,01,","93.7","1,,,6","579",",,,6","",""
"USC00192810","1908-03","42.6","-72.833333","213.4","FITCHBURG A, MA US","11",",6","7",",6","0",",6","3",",6","","","","","","","19080301",",,6","19080302",",,6","","","64",",,6,01,","11.4",",,6,02,","59.7",",,,6","135",",,,6","",""
"USC00192810","1908-04","42.6","-72.833333","213.4","FITCHBURG A, MA US","10",",6","7",",6","0",",6","","","","","","","","","","","19080409",",,6","","","","","11.9",",,6,09,","41.7",",,,6","","","",""
"USC00192810","1908-08","42.6","-72.833333","213.4","FITCHBURG A, MA US","11",",6","9",",6","2",",6","","","","","","","","","","","19080811",",,6","","","","","48.0",",,6,11,","194.5",",,,6","","","",""
"USC00192810","1908-09","42.6","-72.833333","213.4","FITCHBURG A, MA US","2",",6","1",",6","1",",6","","","","","","","","","","","19080929",",,6","","","","","25.9",",,6,29,","26.7",",,,6","","","",""
"USC00192810","1908-10","42.6","-72.833333","213.4","FITCHBURG A, MA US","7",",6","7",",6","0",",6","","","","","","","","","","","19081026",",,6","","","","","15.5",",,6,26,","64.0",",,,6","","","",""
"USC00192810","1908-11","42.6","-72.833333","213.4","FITCHBURG A, MA US","6",",6","4",",6","0",",6","1",",6","","","","","","","19081115",",,6","19081115",",,6","","","51",",,6,15,","12.4",",,6,15,","28.1",",,,6","51",",,,6","",""
"USC00192810","1908-12","42.6","-72.833333","213.4","FITCHBURG A, MA US","9",",6","5",",6","1",",6","","","","","","","","","","","19081207",",,6","","","","","39.6",",,6,07,","68.7",",,,6","","","",""
"USC00192810","1909-01","42.6","-72.833333","213.4","FITCHBURG A, MA US","12",",6","8",",6","0",",6","","","","","","","","","","","19090117",",,6","","","","","19.3",",,6,17,","81.4",",,,6","","","",""
"USC00192810","1909-02","42.6","-72.833333","213.4","FITCHBURG A, MA US","9",",6","5",",6","3",",6","","","","","","","","","","","19090210",",,6","","","","","37.1",",,6,10,","139.6",",,,6","","","",""
"USC00192810","1909-03","42.6","-72.833333","213.4","FITCHBURG A, MA US","12",",6","9",",6","1",",6","5",",6","","","","","","","19090305","+,,6","19090325",",,6","","","51",",,6,05,+","39.9",",,6,25,","83.9",",,,6","190",",,,6","",""
"USC00192810","1909-04","42.6","-72.833333","213.4","FITCHBURG A, MA US","11",",6","7",",6","1",",6","0","1,6","","","","","","","19090430","+,1,6","19090414",",,6","","","0","1,,6,30,+","41.4",",,6,14,","106.6",",,,6","0","1,,,6","",""
"USC00192810","1909-05","42.6","-72.833333","213.4","FITCHBURG A, MA US","10",",6","10",",6","0",",6","","","","","","","","","","","19090522","+,,6","","","","","8.6",",,6,22,+","61.7",",,,6","","","",""
"USC00192810","1909-06","42.6","-72.833333","213.4","FITCHBURG A, MA US","7",",6","4",",6","1",",6","","","","","","","","","","","19090605",",,6","","","","","38.4",",,6,05,","77.9",",,,6","","","",""
"USC00192810","1909-07","42.6","-72.833333","213.4","FITCHBURG A, MA US","6",",6","5",",6","0",",6","","","","","","","","","","","19090716",",,6","","","","","15.0",",,6,16,","43.3",",,,6","","","",""
"USC00192810","1909-08","42.6","-72.833333","213.4","FITCHBURG A, MA US","8",",6","5",",6","1",",6","","","","","","","","","","","19090817",",,6","","","","","36.3",",,6,17,","81.3",",,,6","","","",""
"USC00192810","1909-09","42.6","-72.833333","213.4","FITCHBURG A, MA US","10",",6","10",",6","0",",6","","","","","","","","","","","19090905",",,6","","","","","21.1",",,6,05,","102.8",",,,6","","","",""
"USC00192810","1909-10","42.6","-72.833333","213.4","FITCHBURG A, MA US","5",",6","3",",6","0",",6","","","","","","","","","","","19091012",",,6","","","","","12.2",",,6,12,","33.4",",,,6","","","",""
"USC00192810","1909-11","42.6","-72.833333","213.4","FITCHBURG A, MA US","9",",6","6",",6","1",",6","2",",6","","","","","","","19091125","+,,6","19091125",",,6","","","38",",,6,25,+","40.1",",,6,25,","66.0",",,,6","76",",,,6","",""
"USC00192810","1909-12","42.6","-72.833333","213.4","FITCHBURG A, MA US","7","1,6","6","1,6","1","1,6","3",",6","","","","","","","19091226",",,6","19091226",",1,6","","","381",",,6,26,","38.1","1,,6,26,","78.1","1,,,6","534",",,,6","",""
"USC00192810","1910-02","42.6","-72.833333","213.4","FITCHBURG A, MA US","8",",6","7",",6","2",",6","5",",6","","","","","","","19100212",",,6","19100217",",,6","","","305",",,6,12,","31.0",",,6,17,","123.1",",,,6","799",",,,6","",""
"USC00192810","1910-03","42.6","-72.833333","213.4","FITCHBURG A, MA US","4",",6","2",",6","0",",6","","","","","","","","","","","19100301",",,6","","","","","16.5",",,6,01,","30.9",",,,6","","","",""
"USC00192810","1910-05","42.6","-72.833333","213.4","FITCHBURG A, MA US","10",",6","8",",6","0",",6","","","","","","","","","","","19100518",",,6","","","","","10.7",",,6,18,","40.9",",,,6","","","",""
"USC00192810","1910-07","42.6","-72.833333","213.4","FITCHBURG A, MA US","7",",6","5",",6","0",",6","","","","","","","","","","","19100716",",,6","","","","","12.2",",,6,16,","43.6",",,,6","","","",""
"USC00192810","1910-08","42.6","-72.833333","213.4","FITCHBURG A, MA US","7",",6","4",",6","0",",6","","","","","","","","","","","19100804",",,6","","","","","22.4",",,6,04,","69.0",",,,6","","","",""
"USC00192810","1910-11","42.6","-72.833333","213.4","FITCHBURG A, MA US","8",",6","7",",6","2",",6","2",",6","","","","","","","19101129",",,6","19101104",",,6","","","127",",,6,29,","38.6",",,6,04,","104.7",",,,6","178",",,,6","",""
"USC00192810","1910-12","42.6","-72.833333","213.4","FITCHBURG A, MA US","8",",6","4",",6","1",",6","","","","","","","","","","","19101224",",,6","","","","","30.2",",,6,24,","49.5",",,,6","","","",""
"USC00192810","1911-01","42.6","-72.833333","213.4","FITCHBURG A, MA US","14",",6","7",",6","0",",6","","","","","","","","","","","19110103",",,6","","","","","14.7",",,6,03,","62.8",",,,6","","","",""
"USC00192810","1911-02","42.6","-72.833333","213.4","FITCHBURG A, MA US","9",",6","5",",6","0",",6","4",",6","","","","","","","19110220",",,6","19110204",",,6","","","76",",,6,20,","24.1",",,6,04,","53.2",",,,6","250",",,,6","",""
"USC00192810","1911-03","42.6","-72.833333","213.4","FITCHBURG A, MA US","11",",6","9",",6","0",",6","3",",6","","","","","","","19110320",",,6","19110315",",,6","","","127",",,6,20,","21.6",",,6,15,","87.8",",,,6","241",",,,6","",""
"USC00192810","1911-05","42.6","-72.833333","213.4","FITCHBURG A, MA US","6",",6","4",",6","0",",6","","","","","","","","","","","19110525",",,6","","","","","19.6",",,6,25,","29.5",",,,6","","","",""
"USC00192810","1911-06","42.6","-72.833333","213.4","FITCHBURG A, MA US","8",",6","5",",6","0",",6","","","","","","","","","","","19110607",",,6","","","","","24.4",",,6,07,","77.4",",,,6","","","",""
"USC00192810","1911-07","42.6","-72.833333","213.4","FITCHBURG A, MA US","7",",6","4",",6","0",",6","","","","","","","","","","","19110728",",,6","","","","","25.1",",,6,28,","60.0",",,,6","","","",""
"USC00192810","1911-08","42.6","-72.833333","213.4","FITCHBURG A, MA US","12",",6","9",",6","2",",6","","","","","","","","","","","19110815",",,6","","","","","46.5",",,6,15,","168.8",",,,6","","","",""
"USC00192810","1911-09","42.6","-72.833333","213.4","FITCHBURG A, MA US","10",",6","7",",6","0",",6","","","","","","","","","","","19110929",",,6","","","","","15.2",",,6,29,","58.2",",,,6","","","",""
"USC00192810","1911-10","42.6","-72.833333","213.4","FITCHBURG A, MA US","13",",6","9",",6","2",",6","","","","","","","","","","","19111018",",,6","","","","","43.4",",,6,18,","144.7",",,,6","","","",""
"USC00192810","1912-01","42.6","-72.833333","213.4","FITCHBURG A, MA US","11",",6","7",",6","0",",6","","","","","","","","","","","19120109",",,6","","","","","13.2",",,6,09,","58.3",",,,6","","","",""
"USC00192810","1912-02","42.6","-72.833333","213.4","FITCHBURG A, MA US","5",",6","4",",6","0",",6","3",",6","","","","","","","19120227",",,6","19120222",",,6","","","51",",,6,27,","25.1",",,6,22,","55.2",",,,6","101",",,,6","",""
"USC00192810","1912-03","42.6","-72.833333","213.4","FITCHBURG A, MA US","10",",6","6",",6","3",",6","","","","","","","","","","","19120313",",,6","","","","","34.3",",,6,13,","131.1",",,,6","","","",""
"USC00192810","1912-04","42.6","-72.833333","213.4","FITCHBURG A, MA US","17",",6","10",",6","0",",6","0",",6","","","","","","","19120409",",,6","19120402",",,6","","","13",",,6,09,","19.8",",,6,02,","81.6",",,,6","21",",,,6","",""
"USC00192810","1912-05","42.6","-72.833333","213.4","FITCHBURG A, MA US","16",",6","9",",6","1",",6","","","","","","","","","","","19120516",",,6","","","","","26.2",",,6,16,","110.8",",,,6","","","",""
"USC00192810","1912-06","42.6","-72.833333","213.4","FITCHBURG A, MA US","4",",6","0",",6","0",",6","","","","","","","","","","","19120603",",,6","","","","","2.3",",,6,03,","5.1",",,,6","","","",""
"USC00192810","1912-07","42.6","-72.833333","213.4","FITCHBURG A, MA US","6",",6","5",",6","2",",6","","","","","","","","","","","19120718",",,6","","","","","43.7",",,6,18,","101.1",",,,6","","","",""
"USC00192810","1912-08","42.6","-72.833333","213.4","FITCHBURG A, MA US","8",",6","5",",6","1",",6","","","","","","","","","","","19120811",",,6","","","","","30.0",",,6,11,","71.0",",,,6","","","",""
"USC00192810","1912-10","42.6","-72.833333","213.4","FITCHBURG A, MA US","9",",6","4",",6","1",",6","","","","","","","","","","","19121024",",,6","","","","","30.2",",,6,24,","68.9",",,,6","","","",""
"USC00192810","1912-11","42.6","-72.833333","213.4","FITCHBURG A, MA US","","","","","","","0",",6","","","","","","","19121128",",,6","","","","","0",",T,6,28,","","","","","0",",T,,6","",""
"USC00192810","1912-12","42.6","-72.833333","213.4","FITCHBURG A, MA US","10",",6","7",",6","0",",6","","","","","","","","","","","19121230",",,6","","","","","23.6",",,6,30,","93.0",",,,6","","","",""
"USC00192810","1913-01","42.6","-72.833333","213.4","FITCHBURG A, MA US","11",",6","7",",6","0",",6","","","","","","","","","","","19130108",",,6","","","","","19.6",",,6,08,","60.7",",,,6","","","",""
"USC00192810","1913-02","42.6","-72.833333","213.4","FITCHBURG A, MA US","6",",6","5",",6","0",",6","3",",6","","","","","","","19130203",",,6","19130227",",,6","","","152",",,6,03,","18.8",",,6,27,","67.0",",,,6","241",",,,6","",""
"USC00192810","1913-03","42.6","-72.833333","213.4","FITCHBURG A, MA US","16",",6","10",",6","1",",6","","","","","","","","","","","19130327",",,6","","","","","32.3",",,6,27,","126.2",",,,6","","","",""
"USC00192810","1913-05","42.6","-72.833333","213.4","FITCHBURG A, MA US","7",",6","7",",6","1",",6","","","","","","","","","","","19130523",",,6","","","","","34.8",",,6,23,","92.2",",,,6","","","",""
"USC00192810","1913-06","42.6","-72.833333","213.4","FITCHBURG A, MA US","3",",6","2",",6","0",",6","","","","","","","","","","","19130621",",,6","","","","","10.7",",,6,21,","18.1",",,,6","","","",""
"USC00192810","1913-07","42.6","-72.833333","213.4","FITCHBURG A, MA US","9",",6","4",",6","0",",6","","","","","","","","","","","19130728",",,6","","","","","14.5",",,6,28,","37.9",",,,6","","","",""
"USC00192810","1913-08","42.6","-72.833333","213.4","FITCHBURG A, MA US","11","2,6","8","2,6","1","2,6","","","","","","","","","","","19130830",",2,6","","","","","25.4","2,,6,30,","112.6","2,,,6","","","",""
"USC00192810","1913-09","42.6","-72.833333","213.4","FITCHBURG A, MA US","9",",6","7",",6","2",",6","","","","","","","","","","","19130922",",,6","","","","","59.7",",,6,22,","121.7",",,,6","","","",""
"USC00192810","1913-10","42.6","-72.833333","213.4","FITCHBURG A, MA US","19",",6","6",",6","2",",6","","","","","","","","","","","19131025",",,6","","","","","57.9",",,6,25,","143.9",",,,6","","","",""
"USC00192810","1913-11","42.6","-72.833333","213.4","FITCHBURG A, MA US","7",",6","3",",6","1",",6","2",",6","","","","","","","19131129",",,6","19131109",",,6","","","203",",,6,29,","26.2",",,6,09,","53.7",",,,6","228",",,,6","",""
"USC00192810","1913-12","42.6","-72.833333","213.4","FITCHBURG A, MA US","6",",6","4",",6","0",",6","","","","","","","","","","","19131207",",,6","","","","","23.9",",,6,07,","67.3",",,,6","","","",""
"USC00192810","1914-01","42.6","-72.833333","213.4","FITCHBURG A, MA US","14","1,6","7","1,6","0","1,6","","","","","","","","","","","19140131",",1,6","","","","","13.5","1,,6,31,","58.0","1,,,6","","","",""
"USC00192810","1914-02","42.6","-72.833333","213.4","FITCHBURG A, MA US","","","","","","","6",",6","","","","","","","19140214",",,6","","","","","279",",,6,14,","","","","","507",",,,6","",""
"USC00192810","1914-03","42.6","-72.833333","213.4","FITCHBURG A, MA US","13",",6","6",",6","1",",6","2",",6","","","","","","","19140306",",,6","19140301",",,6","","","89",",,6,06,","46.7",",,6,01,","91.6",",,,6","140",",,,6","",""
"USC00192810","1914-04","42.6","-72.833333","213.4","FITCHBURG A, MA US","15",",6","9",",6","0",",6","2",",6","","","","","","","19140416",",,6","19140416",",,6","","","51",",,6,16,","19.3",",,6,16,","99.7",",,,6","97",",,,6","",""
"USC00192810","1914-05","42.6","-72.833333","213.4","FITCHBURG A, MA US","7",",6","5",",6","0",",6","","","","","","","","","","","19140513",",,6","","","","","25.1",",,6,13,","55.4",",,,6","","","",""
"USC00192810","1914-06","42.6","-72.833333","213.4","FITCHBURG A, MA US","6",",6","4",",6","0",",6","","","","","","","","","","","19140604",",,6","","","","","13.7",",,6,04,","33.4",",,,6","","","",""
"USC00192810","1914-07","42.6","-72.833333","213.4","FITCHBURG A, MA US","9",",6","6",",6","0",",6","","","","","","","","","","","19140702",",,6","","","","","25.1",",,6,02,","70.1",",,,6","","","",""
"USC00192810","1914-08","42.6","-72.833333","213.4","FITCHBURG A, MA US","11",",6","5",",6","1",",6","","","","","","","","","","","19140821",",,6","","","","","27.4",",,6,21,","70.9",",,,6","","","",""
"USC00192810","1914-09","42.6","-72.833333","213.4","FITCHBURG A, MA US","2",",6","1",",6","0",",6","","","","","","","","","","","19140930",",,6","","","","","3.3",",,6,30,","4.1",",,,6","","","",""
"USC00192810","1915-01","42.6","-72.833333","213.4","FITCHBURG A, MA US","10",",6","8",",6","1",",6","","","","","","","","","","","19150118",",,6","","","","","34.0",",,6,18,","131.5",",,,6","","","",""
