"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00012883","1958-07","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","910.2","0","302.1",",0","11",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","23",",0","","","","","19580719","+,,0","19580731","+,,0","19580731","+,,0","","","19580703",",,0","19580731","+,,0","21.1",",0,19,+","0",",,0,31,+","0",",,0,31,+","28.7",",,0,03,","35.0",",0,31,+","0.0","0","0.0",",0","113.9",",,,0","","","0",",,,0","28.08",",0","32.84",",,,0","23.32",",,,0","","","","","","","","","",""
"USW00012883","1958-08","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","1212.1","0","301.9",",0","13",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","22",",0","","","","","19580828",",,0","19580831","+,,0","19580831","+,,0","","","19580809",",,0","19580801",",,0","21.1",",0,28,","0",",,0,31,+","0",",,0,31,+","31.8",",,0,09,","35.6",",0,01,","0.0","0","0.0",",0","128.6",",,,0","","","0",",,,0","28.07",",0","32.79",",,,0","23.35",",,,0","","","","","","","","","",""
"USW00012883","1958-09","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","1487.8","0","275.7",",0","9",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","24",",0","","","","","19580903",",,0","19580930","+,,0","19580930","+,,0","","","19580907",",,0","19580922","+,,0","21.1",",0,03,","0",",,0,30,+","0",",,0,30,+","23.1",",,0,07,","33.9",",0,22,+","0.0","0","0.0",",0","95.3",",,,0","","","0",",,,0","27.52",",0","32.37",",,,0","22.68",",,,0","","","","","","","","","",""
"USW00012883","1958-10","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","1630.8","0","143.0",",0","6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","","","","","19581029",",,0","19581031","+,,0","19581031","+,,0","","","19581031",",,0","19581003","+,,0","12.2",",0,29,","0",",,0,31,+","0",",,0,31,+","36.6",",,0,31,","33.3",",0,03,+","2.2","0","2.2",",0","80.4",",,,0","","","0",",,,0","22.88",",0","27.56",",,,0","18.19",",,,0","","","","","","","","","",""
"USW00012883","1958-11","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","1744.6","0","113.8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","","","19581130",",,0","19581130","+,,0","19581130","+,,0","","","19581106",",,0","19581128",",,0","10.6",",0,30,","0",",,0,30,+","0",",,0,30,+","15.5",",,0,06,","30.0",",0,28,","6.0","0","3.8",",0","20.6",",,,0","","","0",",,,0","22.00",",0","26.90",",,,0","17.09",",,,0","","","","","","","","","",""
"USW00012883","1958-12","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","1758.9","0","14.3",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","","","","","19581212",",,0","19581231","+,,0","19581231","+,,0","","","19581226",",,0","19581206",",,0","3.9",",0,12,","0",",,0,31,+","0",",,0,31,+","26.2",",,0,26,","26.7",",0,06,","89.9","0","83.9",",0","73.0",",,,0","","","0",",,,0","16.09",",0","21.07",",,,0","11.10",",,,0","","","","","","","","","",""
"USW00012883","1959-01","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","20.8","0","20.8",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","16",",0","0",",0","","","","","19590117",",,0","19590131","+,,0","19590131","+,,0","","","19590102",",,0","19590130",",,0","-1.1",",0,17,","0",",,0,31,+","0",",,0,31,+","52.3",",,0,02,","28.9",",0,30,","214.8","0","124.9",",0","99.3",",,,0","","","0",",,,0","14.97",",0","20.29",",,,0","9.66",",,,0","","","","","","","","","",""
"USW00012883","1959-02","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","85.6","0","64.8",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","","","","","19590221",",,0","19590228","+,,0","19590228","+,,0","","","19590228",",,0","19590215","+,,0","7.2",",0,21,","0",",,0,28,+","0",",,0,28,+","57.7",",,0,28,","28.9",",0,15,+","229.3","0","14.5",",0","87.7",",,,0","","","0",",,,0","20.13",",0","24.94",",,,0","15.31",",,,0","","","","","","","","","",""
"USW00012883","1959-03","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","121.9","0","36.3",",0","16",",0","11",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","","","","","19590313",",,0","19590331","+,,0","19590331","+,,0","","","19590312",",,0","19590331",",,0","6.1",",0,13,","0",",,0,31,+","0",",,0,31,+","70.4",",,0,12,","29.4",",0,31,","283.0","0","53.7",",0","309.0",",,,0","","","0",",,,0","17.77",",0","22.60",",,,0","12.95",",,,0","","","","","","","","","",""
"USW00012883","1959-04","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","228.2","0","106.3",",0","9",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","","","19590414",",,0","19590430","+,,0","19590430","+,,0","","","19590421",",,0","19590420",",,0","8.9",",0,14,","0",",,0,30,+","0",",,0,30,+","84.1",",,0,21,","30.6",",0,20,","290.8","0","7.8",",0","215.4",",,,0","","","0",",,,0","21.62",",0","26.27",",,,0","16.97",",,,0","","","","","","","","","",""
"USW00012883","1959-05","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","454.2","0","226.0",",0","14",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","","","","","19590507",",,0","19590531","+,,0","19590531","+,,0","","","19590518",",,0","19590505",",,0","17.8",",0,07,","0",",,0,31,+","0",",,0,31,+","38.4",",,0,18,","33.3",",0,05,","290.8","0","0.0",",0","107.5",",,,0","","","0",",,,0","25.62",",0","30.52",",,,0","20.72",",,,0","","","","","","","","","",""
"USW00012883","1959-06","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","717.0","0","262.8",",0","14",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","14",",0","","","","","19590617","+,,0","19590630","+,,0","19590630","+,,0","","","19590617",",,0","19590629",",,0","20.0",",0,17,+","0",",,0,30,+","0",",,0,30,+","56.9",",,0,17,","36.1",",0,29,","290.8","0","0.0",",0","184.3",",,,0","","","0",",,,0","27.09",",0","31.82",",,,0","22.37",",,,0","","","","","","","","","",""
"USW00012883","1959-07","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","1001.2","0","284.2",",0","19",",0","13",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","","","","","19590713",",,0","19590731","+,,0","19590731","+,,0","","","19590713",",,0","19590706","+,,0","20.6",",0,13,","0",",,0,31,+","0",",,0,31,+","32.5",",,0,13,","33.9",",0,06,+","0.0","0","0.0",",0","204.1",",,,0","","","0",",,,0","27.50",",0","32.23",",,,0","22.77",",,,0","","","","","","","","","",""
"USW00012883","1959-08","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","1274.3","0","273.1",",0","23",",0","15",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","","","","","19590823",",,0","19590831","+,,0","19590831","+,,0","","","19590809",",,0","19590827",",,0","20.6",",0,23,","0",",,0,31,+","0",",,0,31,+","29.2",",,0,09,","33.9",",0,27,","0.0","0","0.0",",0","163.1",",,,0","","","0",",,,0","27.14",",0","31.46",",,,0","22.83",",,,0","","","","","","","","","",""
"USW00012883","1959-09","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","1517.5","0","243.2",",0","15",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","","","","","19590916","+,,0","19590930","+,,0","19590930","+,,0","","","19590904",",,0","19590930","+,,0","20.0",",0,16,+","0",",,0,30,+","0",",,0,30,+","52.8",",,0,04,","33.9",",0,30,+","0.0","0","0.0",",0","178.9",",,,0","","","0",",,,0","26.44",",0","30.75",",,,0","22.13",",,,0","","","","","","","","","",""
"USW00012883","1959-10","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","1752.1","0","234.6",",0","14",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","","","","","19591026",",,0","19591031","+,,0","19591031","+,,0","","","19591030",",,0","19591003",",,0","15.0",",0,26,","0",",,0,31,+","0",",,0,31,+","43.4",",,0,30,","34.4",",0,03,","0.0","0","0.0",",0","168.4",",,,0","","","0",",,,0","25.90",",0","30.43",",,,0","21.37",",,,0","","","","","","","","","",""
"USW00012883","1959-11","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","1822.5","0","70.4",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","","","19591130",",,0","19591130","+,,0","19591130","+,,0","","","19591124",",,0","19591106","+,,0","0.6",",0,30,","0",",,0,30,+","0",",,0,30,+","14.2",",,0,24,","30.6",",0,06,+","40.6","0","40.6",",0","23.6",",,,0","","","0",",,,0","19.33",",0","24.03",",,,0","14.62",",,,0","","","","","","","","","",""
"USW00012883","1959-12","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","1837.0","0","14.5","2,0","7",",0","5",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","15","1,0","0","1,0","","","","","19591208","+,1,0","19591231","+,,0","19591231","+,,0","","","19591224",",,0","19591217",",1,0","4.4","1,0,08,+","0",",,0,31,+","0",",,0,31,+","19.6",",,0,24,","27.2","1,0,17,","123.4","0","82.8","1,0","43.5",",,,0","","","0",",,,0","15.99","2,0","20.95","1,,,0","11.03","1,,,0","","","","","","","","","",""
"USW00012883","1960-01","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","27.3","0","27.3",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","20",",0","0",",0","","","","","19600123",",,0","19600131","+,,0","19600131","+,,0","","","19600129",",,0","19600106","+,,0","0.0",",0,23,","0",",,0,31,+","0",",,0,31,+","13.5",",,0,29,","27.8",",0,06,+","223.3","0","99.9",",0","31.6",",,,0","","","0",",,,0","15.99",",0","21.48",",,,0","10.51",",,,0","","","","","","","","","",""
"USW00012883","1960-02","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","40.4","0","13.1",",0","11",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","","","","","19600219",",,0","19600229","+,,0","19600229","+,,0","","","19600205",",,0","19600211",",,0","2.2",",0,19,","0",",,0,29,+","0",",,0,29,+","29.2",",,0,05,","27.8",",0,11,","317.7","0","94.4",",0","101.9",",,,0","","","0",",,,0","15.53",",0","20.90",",,,0","10.16",",,,0","","","","","","","","","",""
"USW00012883","1960-03","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","71.2","0","30.8",",0","7",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","","","","","19600304",",,0","19600331","+,,0","19600331","+,,0","","","19600316",",,0","19600329",",,0","2.2",",0,04,","0",",,0,31,+","0",",,0,31,+","176.8",",,0,16,","28.9",",0,29,","408.8","0","91.1",",0","328.7",",,,0","","","0",",,,0","16.39",",0","21.82",",,,0","10.95",",,,0","","","","","","","","","",""
"USW00012883","1960-04","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","189.2","0","118.0",",0","10",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","","","19600411",",,0","19600430","+,,0","19600430","+,,0","","","19600426",",,0","19600430",",,0","8.9",",0,11,","0",",,0,30,+","0",",,0,30,+","27.2",",,0,26,","30.6",",0,30,","415.8","0","7.0",",0","82.0",",,,0","","","0",",,,0","22.03",",0","27.11",",,,0","16.96",",,,0","","","","","","","","","",""
"USW00012883","1960-05","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","369.2","0","180.0",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","","","","","19600514",",,0","19600531","+,,0","19600531","+,,0","","","19600526",",,0","19600523",",,0","12.2",",0,14,","0",",,0,31,+","0",",,0,31,+","11.7",",,0,26,","34.4",",0,23,","416.1","0","0.3",",0","22.8",",,,0","","","0",",,,0","24.13",",0","29.46",",,,0","18.80",",,,0","","","","","","","","","",""
"USW00012883","1960-06","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","611.3","0","242.1",",0","19",",0","15",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","14",",0","","","","","19600611",",,0","19600630","+,,0","19600630","+,,0","","","19600625",",,0","19600625",",,0","17.8",",0,11,","0",",,0,30,+","0",",,0,30,+","73.7",",,0,25,","35.6",",0,25,","416.1","0","0.0",",0","212.0",",,,0","","","0",",,,0","26.40",",0","31.54",",,,0","21.27",",,,0","","","","","","","","","",""
"USW00012883","1960-07","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","905.6","0","294.3",",0","19",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","22",",0","","","","","19600730","+,,0","19600731","+,,0","19600731","+,,0","","","19600729",",,0","19600716",",,0","21.7",",0,30,+","0",",,0,31,+","0",",,0,31,+","144.5",",,0,29,","36.1",",0,16,","0.0","0","0.0",",0","398.3",",,,0","","","0",",,,0","27.83",",0","32.50",",,,0","23.15",",,,0","","","","","","","","","",""
"USW00012883","1960-08","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","1193.3","0","287.7",",0","14",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","","","","","19600826","+,,0","19600831","+,,0","19600831","+,,0","","","19600831",",,0","19600820",",,0","21.1",",0,26,+","0",",,0,31,+","0",",,0,31,+","35.6",",,0,31,","35.0",",0,20,","0.0","0","0.0",",0","101.1",",,,0","","","0",",,,0","27.61",",0","32.18",",,,0","23.05",",,,0","","","","","","","","","",""
"USW00012883","1960-09","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","1436.9","0","243.6",",0","20",",0","11",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","","","","","19600910",",,0","19600930","+,,0","19600930","+,,0","","","19600910",",,0","19600915",",,0","21.1",",0,10,","0",",,0,30,+","0",",,0,30,+","160.8",",,0,10,","32.8",",0,15,","0.0","0","0.0",",0","260.5",",,,0","","","0",",,,0","26.45",",0","30.22",",,,0","22.68",",,,0","","","","","","","","","",""
"USW00012883","1960-10","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","1640.1","0","203.2",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","","","","","19601024","+,,0","19601031","+,,0","19601031","+,,0","","","19601015",",,0","19601001",",,0","16.1",",0,24,+","0",",,0,31,+","0",",,0,31,+","29.5",",,0,15,","32.8",",0,01,","0.0","0","0.0",",0","88.5",",,,0","","","0",",,,0","24.89",",0","29.56",",,,0","20.22",",,,0","","","","","","","","","",""
"USW00012883","1960-11","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","1727.5","0","87.4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","","","19601108","+,,0","19601130","+,,0","19601130","+,,0","","","19601127","+,,0","19601118","+,,0","8.9",",0,08,+","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,27,+","29.4",",0,18,+","10.2","0","10.2",",0","0.0",",T,,0","","","0",",,,0","20.91",",0","25.94",",,,0","15.87",",,,0","","","","","","","","","",""
"USW00012883","1960-12","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","1743.6","0","16.1",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","13",",0","0",",0","","","","","19601222",",,0","19601231","+,,0","19601231","+,,0","","","19601221",",,0","19601210",",,0","-1.1",",0,22,","0",",,0,31,+","0",",,0,31,+","15.2",",,0,21,","27.2",",0,10,","159.1","0","148.9",",0","35.5",",,,0","","","0",",,,0","14.05",",0","19.82",",,,0","8.28",",,,0","","","","","","","","","",""
"USW00012883","1961-01","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","2.0","0","2.0",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","10",",0","0",",0","","","","","19610122",",,0","19610131","+,,0","19610131","+,,0","","","19610113",",,0","19610126",",,0","-1.1",",0,22,","0",",,0,31,+","0",",,0,31,+","22.6",",,0,13,","26.7",",0,26,","302.1","0","143.0",",0","43.2",",,,0","","","0",",,,0","13.78",",0","18.91",",,,0","8.66",",,,0","","","","","","","","","",""
"USW00012883","1961-02","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","50.8","0","48.8",",0","6",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","","","","","19610211","+,,0","19610228","+,,0","19610228","+,,0","","","19610207",",,0","19610224",",,0","6.7",",0,11,+","0",",,0,28,+","0",",,0,28,+","40.1",",,0,07,","30.0",",0,24,","355.1","0","53.0",",0","55.2",",,,0","","","0",",,,0","18.18",",0","23.56",",,,0","12.80",",,,0","","","","","","","","","",""
"USW00012883","1961-03","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","151.9","0","101.1",",0","6",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","","","19610310",",,0","19610331","+,,0","19610331","+,,0","","","19610319",",,0","19610307",",,0","5.6",",0,10,","0",",,0,31,+","0",",,0,31,+","31.8",",,0,19,","31.1",",0,07,","369.8","0","14.7",",0","96.9",",,,0","","","0",",,,0","21.12",",0","26.92",",,,0","15.32",",,,0","","","","","","","","","",""
"USW00012883","1961-04","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","220.8","0","68.9",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","","","19610405",",,0","19610430","+,,0","19610430","+,,0","","","19610416",",,0","19610425","+,,0","10.0",",0,05,","0",",,0,30,+","0",",,0,30,+","19.8",",,0,16,","30.6",",0,25,+","378.5","0","8.7",",0","30.7",",,,0","","","0",",,,0","20.34",",0","26.20",",,,0","14.47",",,,0","","","","","","","","","",""
"USW00012883","1961-05","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","420.2","0","199.4",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","","","","","19610511",",,0","19610531","+,,0","19610531","+,,0","","","19610526",",,0","19610517",",,0","15.0",",0,11,","0",",,0,31,+","0",",,0,31,+","30.2",",,0,26,","33.9",",0,17,","378.5","0","0.0",",0","69.3",",,,0","","","0",",,,0","24.76",",0","30.17",",,,0","19.35",",,,0","","","","","","","","","",""
"USW00012883","1961-06","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","673.6","0","253.4",",0","11",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","17",",0","","","","","19610619","+,,0","19610630","+,,0","19610630","+,,0","","","19610623",",,0","19610630",",,0","19.4",",0,19,+","0",",,0,30,+","0",",,0,30,+","40.6",",,0,23,","34.4",",0,30,","378.5","0","0.0",",0","131.6",",,,0","","","0",",,,0","26.78",",0","32.11",",,,0","21.45",",,,0","","","","","","","","","",""
"USW00012883","1961-07","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","970.9","0","297.3",",0","13",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","","","","","19610704",",,0","19610731","+,,0","19610731","+,,0","","","19610711",",,0","19610731",",,0","21.1",",0,04,","0",",,0,31,+","0",",,0,31,+","27.7",",,0,11,","35.6",",0,31,","0.0","0","0.0",",0","78.6",",,,0","","","0",",,,0","27.92",",0","33.01",",,,0","22.84",",,,0","","","","","","","","","",""
"USW00012883","1961-08","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","1257.3","0","286.4",",0","17",",0","15",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","","","","","19610801",",,0","19610831","+,,0","19610831","+,,0","","","19610815",",,0","19610801",",,0","19.4",",0,01,","0",",,0,31,+","0",",,0,31,+","69.3",",,0,15,","36.7",",0,01,","0.0","0","0.0",",0","229.9",",,,0","","","0",",,,0","27.57",",0","32.65",",,,0","22.49",",,,0","","","","","","","","","",""
"USW00012883","1961-09","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","1509.1","0","251.8",",0","12",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","","","","","19610919",",,0","19610930","+,,0","19610930","+,,0","","","19610910",",,0","19610926",",,0","20.0",",0,19,","0",",,0,30,+","0",",,0,30,+","11.2",",,0,10,","33.3",",0,26,","0.0","0","0.0",",0","39.5",",,,0","","","0",",,,0","26.73",",0","31.24",",,,0","22.21",",,,0","","","","","","","","","",""
"USW00012883","1961-10","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","1651.2","0","142.1",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","","","","","19611021",",,0","19611031","+,,0","19611031","+,,0","","","19611011",",,0","19611013",",,0","8.9",",0,21,","0",",,0,31,+","0",",,0,31,+","8.4",",,0,11,","32.2",",0,13,","4.2","0","4.2",",0","14.2",",,,0","","","0",",,,0","22.78",",0","27.76",",,,0","17.81",",,,0","","","","","","","","","",""
"USW00012883","1961-11","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","1733.3","0","82.1",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","","","19611109",",,0","19611130","+,,0","19611130","+,,0","","","19611123",",,0","19611116",",,0","8.3",",0,09,","0",",,0,30,+","0",",,0,30,+","15.0",",,0,23,","30.0",",0,16,","15.3","0","11.1",",0","22.5",",,,0","","","0",",,,0","20.70",",0","25.96",",,,0","15.44",",,,0","","","","","","","","","",""
"USW00012883","1961-12","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","1794.7","0","61.4",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","","","","","19611230",",,0","19611231","+,,0","19611231","+,,0","","","19611219",",,0","19611218","+,,0","1.1",",0,30,","0",",,0,31,+","0",",,0,31,+","61.2",",,0,19,","28.9",",0,18,+","99.6","0","84.3",",0","99.0",",,,0","","","0",",,,0","17.60",",0","23.04",",,,0","12.16",",,,0","","","","","","","","","",""
"USW00012883","1962-01","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","29.3","0","29.3",",0","5",",0","5",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","19",",0","0",",0","","","","","19620113",",,0","19620131","+,,0","19620131","+,,0","","","19620101",",,0","19620127","+,,0","-0.6",",0,13,","0",",,0,31,+","0",",,0,31,+","11.7",",,0,01,","28.9",",0,27,+","198.8","0","99.2",",0","35.9",",,,0","","","0",",,,0","16.08",",0","21.93",",,,0","10.23",",,,0","","","","","","","","","",""
"USW00012883","1962-02","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","103.2","0","73.9",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","","","19620207",",,0","19620228","+,,0","19620228","+,,0","","","19620209",",,0","19620225","+,,0","5.0",",0,07,","0",",,0,28,+","0",",,0,28,+","17.0",",,0,09,","31.1",",0,25,+","225.7","0","26.9",",0","29.7",",,,0","","","0",",,,0","20.01",",0","26.00",",,,0","14.02",",,,0","","","","","","","","","",""
"USW00012883","1962-03","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","146.0","0","42.8",",0","8",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","","","","","19620306",",,0","19620331","+,,0","19620331","+,,0","","","19620316",",,0","19620331","+,,0","1.7",",0,06,","0",",,0,31,+","0",",,0,31,+","28.2",",,0,16,","30.0",",0,31,+","288.8","0","63.1",",0","92.3",",,,0","","","0",",,,0","17.68",",0","23.10",",,,0","12.26",",,,0","","","","","","","","","",""
"USW00012883","1962-04","28.0","-82.05","45.1","LAKELAND LINDER REGIONAL AIRPORT, FL US","","","239.8","0","93.8",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","2",",0","","","","","19620417","+,,0","19620430","+,,0","19620430","+,,0","","","19620407",",,0","19620428",",,0","8.9",",0,17,+","0",",,0,30,+","0",",,0,30,+","15.0",",,0,07,","33.3",",0,28,","300.4","0","11.6",",0","30.0",",,,0","","","0",",,,0","21.07",",0","26.74",",,,0","15.40",",,,0","","","","","","","","","",""
