"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00403679","1901-12","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","507.2","6","0.0",",6","15",",6","13",",6","4",",6","","","2",",6","1",",6","22",",6","7",",6","0",",6","0",",6","19011221",",,6","","","19011219",",,6","","","19011214",",,6","19011214",",,6","-22.2",",6,21,","","","64",",,6,19,","60.5",",,6,14,","20.0",",6,14,","","","1127.2","6","","","518.9",",6","","","","","","","","","","","241.8",",,,6","127",",,,6","1.60",",6","7.53",",,,6","-4.34",",,,6","",""
"USC00403679","1902-01","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","0.0","6","0.0",",6","12",",6","7",",6","0",",6","","","","","0",",6","27",",6","3",",6","0",",6","0",",6","19020104",",,6","","","","","","","19020127",",,6","19020127","+,,6","-12.2",",6,04,","","","","","21.1",",,6,27,","15.0",",6,27,+","","","1642.8","6","","","515.6",",6","","","","","","","","","","","81.1",",,,6","","","1.70",",6","7.20",",,,6","-3.80",",,,6","",""
"USC00403679","1902-02","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","0.0","6","0.0",",6","11",",6","7",",6","1",",6","","","1",",6","0",",6","21",",6","7",",6","0",",6","0",",6","19020205",",,6","","","19020215",",,6","","","19020228",",,6","19020228",",,6","-15.0",",6,05,","","","142",",,6,15,","36.3",",,6,28,","15.6",",6,28,","","","2167.9","6","","","525.1",",6","","","","","","","","","","","104.6",",,,6","178",",,,6","-0.42",",6","4.43",",,,6","-5.28",",,,6","",""
"USC00403679","1902-03","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","0.0","6","0.0",",6","10",",6","6",",6","2",",6","","","1",",6","0",",6","11",",6","0",",6","3",",6","0",",6","19020318",",,6","","","19020305",",,6","","","19020329",",,6","19020325",",,6","-11.1",",6,18,","","","30",",,6,05,","40.1",",,6,29,","22.8",",6,25,","","","2461.9","6","","","294.0",",6","","","","","","","","","","","114.9",",,,6","30",",,,6","8.85",",6","15.13",",,,6","2.57",",,,6","",""
"USC00403679","1902-04","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","5.6","6","5.6",",6","14",",6","7",",6","0",",6","","","0",",6","0",",6","6",",6","0",",6","10",",6","0",",6","19020408","+,,6","","","19020408",",,6","","","19020404",",,6","19020425",",,6","-4.4",",6,08,+","","","8",",,6,08,","15.5",",,6,04,","30.0",",6,25,","","","2675.7","6","","","213.8",",6","","","","","","","","","","","58.8",",,,6","8",",,,6","11.39",",6","18.11",",,,6","4.67",",,,6","",""
"USC00403679","1902-05","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","80.2","6","74.6",",6","11",",6","5",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","0",",6","19020528",",,6","","","","","","","19020507",",,6","19020524","+,,6","2.8",",6,28,","","","","","21.3",",,6,07,","31.7",",6,24,+","","","2696.3","6","","","20.6",",6","","","","","","","","","","","54.4",",,,6","","","20.07",",6","27.39",",,,6","12.76",",,,6","",""
"USC00403679","1902-06","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","193.2","6","113.0",",6","13",",6","11",",6","3",",6","","","","","0",",6","0",",6","0",",6","30",",6","2",",6","19020609",",,6","","","","","","","19020618",",,6","19020612",",,6","7.8",",6,09,","","","","","49.3",",,6,18,","33.9",",6,12,","","","2703.2","6","","","6.9",",6","","","","","","","","","","","219.0",",,,6","","","21.87",",6","28.71",",,,6","15.02",",,,6","",""
"USC00403679","1902-07","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","366.4","6","173.2",",6","9",",6","6",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","14",",6","19020722",",,6","","","","","","","19020712",",,6","19020718","+,,6","11.1",",6,22,","","","","","12.7",",,6,12,","33.3",",6,18,+","","","0.0","6","","","0.0",",6","","","","","","","","","","","41.7",",,,6","","","23.92",",6","30.88",",,,6","16.96",",,,6","",""
"USC00403679","1902-08","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","515.6","6","149.2",",6","8",",6","3",",6","2",",6","","","","","0",",6","0",",6","0",",6","31",",6","11",",6","19020817",",,6","","","","","","","19020806",",,6","19020814",",,6","10.0",",6,17,","","","","","37.6",",,6,06,","34.4",",6,14,","","","0.0","6","","","0.0",",6","","","","","","","","","","","75.8",",,,6","","","23.15",",6","30.65",",,,6","15.65",",,,6","",""
"USC00403679","1902-09","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","559.5","6","43.9",",6","12",",6","9",",6","0",",6","","","","","0",",6","0",",6","0",",6","29",",6","0",",6","19020914",",,6","","","","","","","19020930",",,6","19020901",",,6","1.7",",6,14,","","","","","18.0",",,6,30,","31.1",",6,01,","","","33.5","6","","","33.5",",6","","","","","","","","","","","94.1",",,,6","","","18.68",",6","25.59",",,,6","11.77",",,,6","",""
"USC00403679","1902-10","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","560.3","6","0.8",",6","8",",6","3",",6","0",",6","","","0",",6","0",",6","3",",6","0",",6","23",",6","0",",6","19021029","+,,6","","","19021026",",,6","","","19021011",",,6","19021003",",,6","-2.2",",6,29,+","","","0",",T,6,26,","18.0",",,6,11,","27.2",",6,03,","","","161.9","6","","","128.4",",6","","","","","","","","","","","38.1",",,,6","0",",T,,6","14.22",",6","21.88",",,,6","6.55",",,,6","",""
"USC00403679","1902-11","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","560.3","6","0.0",",6","9",",6","6",",6","1",",6","","","0",",6","0",",6","5",",6","0",",6","12",",6","0",",6","19021128","+,,6","","","19021127",",,6","","","19021125",",,6","19021116",",,6","-2.2",",6,28,+","","","8",",,6,27,","32.3",",,6,25,","25.0",",6,16,","","","361.6","6","","","199.7",",6","","","","","","","","","","","67.8",",,,6","8",",,,6","11.68",",6","18.24",",,,6","5.12",",,,6","",""
"USC00403679","1902-12","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","560.3","6","0.0",",6","16",",6","7",",6","0",",6","","","0",",6","0",",6","18",",6","3",",6","0",",6","0",",6","19021227",",,6","","","19021226",",,6","","","19021205",",,6","19021213",",,6","-11.7",",6,27,","","","3",",,6,26,","7.9",",,6,05,","17.8",",6,13,","","","813.6","6","","","452.0",",6","","","","","","","","","","","45.8",",,,6","3",",,,6","3.75",",6","8.74",",,,6","-1.24",",,,6","",""
"USC00403679","1903-01","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","0.0","6","0.0",",6","15",",6","7",",6","0",",6","","","1",",6","0",",6","25",",6","1",",6","2",",6","0",",6","19030109",",,6","","","19030108",",,6","","","19030104",",,6","19030129",",,6","-16.1",",6,09,","","","36",",,6,08,","8.9",",,6,04,","22.2",",6,29,","","","1314.0","6","","","500.4",",6","","","","","","","","","","","47.7",",,,6","64",",,,6","2.19",",6","8.21",",,,6","-3.82",",,,6","",""
"USC00403679","1903-02","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","0.0","6","0.0",",6","12",",6","10",",6","1",",6","","","","","0",",6","18",",6","2",",6","1",",6","0",",6","19030218",",,6","","","","","","","19030216",",,6","19030215",",,6","-16.1",",6,18,","","","","","57.2",",,6,16,","22.8",",6,15,","","","1691.4","6","","","377.4",",6","","","","","","","","","","","174.0",",,,6","","","4.85",",6","11.52",",,,6","-1.81",",,,6","",""
"USC00403679","1903-03","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","1.4","6","1.4",",6","17",",6","12",",6","1",",6","","","0",",6","0",",6","5",",6","0",",6","10",",6","0",",6","19030302",",,6","","","19030303",",,6","","","19030323",",,6","19030320","+,,6","-5.6",",6,02,","","","0",",T,6,03,","42.2",",,6,23,","24.4",",6,20,+","","","1881.5","6","","","190.1",",6","","","","","","","","","","","151.0",",,,6","0",",T,,6","12.25",",6","17.97",",,,6","6.52",",,,6","",""
"USC00403679","1903-04","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","5.5","6","4.1",",6","15",",6","11",",6","3",",6","","","0",",6","0",",6","4",",6","0",",6","12",",6","0",",6","19030405",",,6","","","19030404",",,6","","","19030407",",,6","19030402",",,6","-3.9",",6,05,","","","0",",T,6,04,","40.1",",,6,07,","27.8",",6,02,","","","2064.2","6","","","182.7",",6","","","","","","","","","","","213.9",",,,6","0",",T,,6","12.38",",6","19.38",",,,6","5.38",",,,6","",""
"USC00403679","1903-05","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","56.0","6","50.5",",6","9",",6","5",",6","0",",6","","","","","0",",6","0",",6","0",",6","29",",6","2",",6","19030505",",,6","","","","","","","19030530",",,6","19030524","+,,6","2.2",",6,05,","","","","","20.8",",,6,30,","32.8",",6,24,+","","","2100.4","6","","","36.2",",6","","","","","","","","","","","54.4",",,,6","","","18.80",",6","26.15",",,,6","11.45",",,,6","",""
"USC00403679","1903-06","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","100.7","6","44.7",",6","10",",6","8",",6","1",",6","","","","","0",",6","0",",6","0",",6","27",",6","0",",6","19030613",",,6","","","","","","","19030611",",,6","19030630",",,6","4.4",",6,13,","","","","","27.4",",,6,11,","31.7",",6,30,","","","2118.0","6","","","17.6",",6","","","","","","","","","","","77.1",",,,6","","","19.24",",6","25.66",",,,6","12.81",",,,6","",""
"USC00403679","1903-07","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","257.6","6","156.9",",6","14",",6","10",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","10",",6","19030715","+,,6","","","","","","","19030711",",,6","19030710",",,6","10.6",",6,15,+","","","","","19.8",",,6,11,","35.0",",6,10,","","","0.0","6","","","0.0",",6","","","","","","","","","","","94.8",",,,6","","","23.40",",6","30.34",",,,6","16.45",",,,6","",""
"USC00403679","1903-08","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","401.3","6","143.7",",6","13",",6","7",",6","2",",6","","","","","0",",6","0",",6","0",",6","31",",6","1",",6","19030831","+,,6","","","","","","","19030817",",,6","19030825",",,6","13.9",",6,31,+","","","","","82.6",",,6,17,","32.2",",6,25,","","","0.0","6","","","0.0",",6","","","","","","","","","","","191.4",",,,6","","","22.97",",6","29.39",",,,6","16.55",",,,6","",""
"USC00403679","1903-09","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","","","","","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","19030909",",,6","","","","","","","","","11.9",",,6,09,","","","","","","","","","","","","","","","","","","","","","17.1",",,,6","","","","","","","","","",""
"USC00403679","1903-10","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","","","","","6",",6","6",",6","0",",6","","","","","","","","","0",",6","16",",6","0",",6","","","","","","","","","19031008",",,6","19031004","+,,6","","","","","","","23.6",",,6,08,","28.9",",6,04,+","","","","","","","","","","","","","","","","","","","57.9",",,,6","","","","","20.85",",,,6","","","",""
"USC00403679","1903-11","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","","","","","10",",6","5",",6","1",",6","","","1",",6","","","","","4",",6","4",",6","0",",6","","","","","19031129",",,6","","","19031117",",,6","19031116",",,6","","","","","64",",,6,29,","52.6",",,6,17,","24.4",",6,16,","","","","","","","","","","","","","","","","","","","88.4",",,,6","74",",,,6","","","12.27",",,,6","","","",""
"USC00403679","1903-12","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","","","0.0",",6","8",",6","5",",6","1",",6","","","1",",6","0",",6","27",",6","1",",6","0",",6","0",",6","19031227",",,6","","","19031210",",,6","","","19031220",",,6","19031224",",,6","-11.1",",6,27,","","","25",",,6,10,","29.2",",,6,20,","14.4",",6,24,","","","","","","","548.0",",6","","","","","","","","","","","61.2",",,,6","51",",,,6","0.66",",6","5.63",",,,6","-4.31",",,,6","",""
"USC00403679","1904-01","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","0.0","6","0.0",",6","10",",6","7",",6","0",",6","","","3",",6","0",",6","26",",6","4",",6","0",",6","0",",6","19040130","+,,6","","","19040107",",,6","","","19040111",",,6","19040122",",,6","-12.2",",6,30,+","","","64",",,6,07,","12.7",",,6,11,","18.3",",6,22,","","","","","","","519.5",",6","","","","","","","","","","","53.0",",,,6","158",",,,6","1.57",",6","6.68",",,,6","-3.54",",,,6","",""
"USC00403679","1904-02","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","0.0","6","0.0",",6","11",",6","9",",6","1",",6","","","1",",6","0",",6","16",",6","1",",6","2",",6","0",",6","19040202",",,6","","","19040201",",,6","","","19040207",",,6","19040229",",,6","-12.2",",6,02,","","","36",",,6,01,","26.2",",,6,07,","22.2",",6,29,","","","","","","","402.4",",6","","","","","","","","","","","105.4",",,,6","36",",,,6","4.46",",6","10.08",",,,6","-1.17",",,,6","",""
"USC00403679","1904-03","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","0.3","6","0.3",",6","13",",6","10",",6","1",",6","","","0",",6","0",",6","8",",6","0",",6","5",",6","0",",6","19040304",",,6","","","19040315","+,,6","","","19040323",",,6","19040322",",,6","-5.0",",6,04,","","","0",",T,6,15,+","37.1",",,6,23,","26.1",",6,22,","","","","","","","260.7",",6","","","","","","","","","","","144.5",",,,6","0",",T,,6","9.93",",6","15.43",",,,6","4.43",",,,6","",""
"USC00403679","1904-04","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","3.7","6","3.4","1,6","14",",6","10",",6","0",",6","","","1",",6","0",",6","6",",6","0","1,6","7","1,6","0","1,6","19040421",",,6","","","19040420",",,6","","","19040427",",,6","19040425",",1,6","-6.1",",6,21,","","","114",",,6,20,","13.0",",,6,27,","25.6","1,6,25,","","","","","","","211.4","1,6","","","","","","","","","","","78.1",",,,6","114",",,,6","11.10","1,6","17.15","1,,,6","5.06",",,,6","",""
"USC00403679","1904-05","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","40.7","6","37.0","1,6","8",",6","7",",6","0",",6","","","","","0","1,6","0","1,6","0","1,6","26","1,6","0","1,6","19040515",",1,6","","","","","","","19040508",",,6","19040524",",1,6","3.3","1,6,15,","","","","","24.6",",,6,08,","31.7","1,6,24,","","","","","","","42.8","1,6","","","","","","","","","","","82.4",",,,6","","","18.14","1,6","24.57","1,,,6","11.71","1,,,6","",""
"USC00403679","1904-06","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","158.5","6","117.8",",6","16",",6","9",",6","2",",6","","","","","0",",6","0",",6","0",",6","30",",6","3",",6","19040614",",,6","","","","","","","19040626",",,6","19040626","+,,6","11.1",",6,14,","","","","","29.5",",,6,26,","32.2",",6,26,+","","","","","","","0.0",",6","","","","","","","","","","","130.7",",,,6","","","22.26",",6","28.52",",,,6","16.00",",,,6","",""
"USC00403679","1904-07","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","291.7","6","133.2",",6","14",",6","9",",6","2",",6","","","","","0",",6","0",",6","0",",6","31",",6","5",",6","19040726",",,6","","","","","","","19040721",",,6","19040719",",,6","11.7",",6,26,","","","","","32.8",",,6,21,","33.9",",6,19,","","","0.0","6","","","0.0",",6","","","","","","","","","","","128.9",",,,6","","","22.63",",6","28.83",",,,6","16.43",",,,6","",""
"USC00403679","1904-08","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","437.9","6","146.2",",6","12",",6","8",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","0",",6","19040828",",,6","","","","","","","19040821",",,6","19040825","+,,6","11.1",",6,28,","","","","","19.3",",,6,21,","31.7",",6,25,+","","","0.0","6","","","0.0",",6","","","","","","","","","","","85.2",",,,6","","","23.05",",6","28.52",",,,6","17.58",",,,6","",""
"USC00403679","1904-09","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","527.9","6","90.0",",6","5",",6","4",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","0",",6","19040916",",,6","","","","","","","19040904",",,6","19040929",",,6","6.1",",6,16,","","","","","18.3",",,6,04,","31.7",",6,29,","","","6.4","6","","","6.4",",6","","","","","","","","","","","34.8",",,,6","","","21.12",",6","27.63",",,,6","14.61",",,,6","",""
"USC00403679","1904-10","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","532.4","6","4.5",",6","0",",6","0",",6","0",",6","","","","","0",",6","3",",6","0",",6","20",",6","0",",6","19041024",",,6","","","","","","","19041021","+,,6","19041010",",,6","-3.3",",6,24,","","","","","0.0",",T,6,21,+","28.9",",6,10,","","","146.0","6","","","139.6",",6","","","","","","","","","","","0.0",",T,,6","","","13.97",",6","21.75",",,,6","6.19",",,,6","",""
"USC00403679","1904-11","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","532.4","6","0.0",",6","10",",6","9",",6","1",",6","","","1",",6","0",",6","11",",6","0",",6","0",",6","0",",6","19041115",",,6","","","19041113",",,6","","","19041113",",,6","19041102","+,,6","-7.2",",6,15,","","","297",",,6,13,","42.4",",,6,13,","18.9",",6,02,+","","","478.3","6","","","332.3",",6","","","","","","","","","","","113.4",",,,6","297",",,,6","7.26",",6","13.04",",,,6","1.47",",,,6","",""
"USC00403679","1904-12","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","532.4","6","0.0",",6","18",",6","8",",6","1",",6","","","1",",6","0",",6","21",",6","1",",6","0",",6","0",",6","19041229",",,6","","","19041216",",,6","","","19041205",",,6","19041227",",,6","-10.0",",6,29,","","","25",",,6,16,","29.2",",,6,05,","18.9",",6,27,","","","912.9","6","","","434.6",",6","","","","","","","","","","","88.5",",,,6","82",",,,6","4.31",",6","8.81",",,,6","-0.18",",,,6","",""
"USC00403679","1905-01","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","0.0","6","0.0",",6","14",",6","8",",6","0",",6","","","5",",6","1",",6","24",",6","7",",6","0",",6","0",",6","19050125",",,6","","","19050103",",,6","","","19050103",",,6","19050101",",,6","-17.8",",6,25,","","","64",",,6,03,","19.6",",,6,03,","14.4",",6,01,","","","1490.5","6","","","577.6",",6","","","","","","","","","","","77.3",",,,6","261",",,,6","-0.30",",6","4.54",",,,6","-5.14",",,,6","",""
"USC00403679","1905-02","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","0.0","6","0.0",",6","15",",6","10",",6","1",",6","","","4",",6","2",",6","23",",6","4",",6","0",",6","0",",6","19050214",",,6","","","19050213",",,6","","","19050220",",,6","19050224",",,6","-24.4",",6,14,","","","94",",,6,13,","38.1",",,6,20,","12.2",",6,24,","","","2003.2","6","","","512.7",",6","","","","","","","","","","","128.8",",,,6","245",",,,6","0.02",",6","4.49",",,,6","-4.45",",,,6","",""
"USC00403679","1905-03","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","1.7","6","1.7",",6","11",",6","7",",6","0",",6","","","","","0",",6","2",",6","0",",6","10",",6","0",",6","19050303",",,6","","","","","","","19050309",",,6","19050328",",,6","-1.1",",6,03,","","","","","20.8",",,6,09,","26.7",",6,28,","","","2185.0","6","","","181.8",",6","","","","","","","","","","","71.5",",,,6","","","12.52",",6","19.06",",,,6","5.99",",,,6","",""
"USC00403679","1905-04","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","3.9","6","2.2",",6","16",",6","10",",6","0",",6","","","0",",6","0",",6","6",",6","0",",6","14",",6","0",",6","19050418","+,,6","","","19050406",",,6","","","19050409",",,6","19050410","+,,6","-1.7",",6,18,+","","","13",",,6,06,","17.3",",,6,09,","27.2",",6,10,+","","","2320.9","6","","","135.9",",6","","","","","","","","","","","115.1",",,,6","26",",,,6","13.88",",6","20.01",",,,6","7.74",",,,6","",""
"USC00403679","1905-05","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","65.6","6","61.7",",6","14",",6","11",",6","0",",6","","","","","0",",6","0",",6","0",",6","28",",6","0",",6","19050502","+,,6","","","","","","","19050516","+,,6","19050511",",,6","5.6",",6,02,+","","","","","15.7",",,6,16,+","30.6",",6,11,","","","2344.2","6","","","23.3",",6","","","","","","","","","","","128.1",",,,6","","","19.57",",6","25.33",",,,6","13.81",",,,6","",""
"USC00403679","1905-06","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","200.3","6","134.7",",6","11",",6","9",",6","1",",6","","","","","0",",6","0",",6","0",",6","30",",6","1",",6","19050602",",,6","","","","","","","19050615",",,6","19050619",",,6","8.9",",6,02,","","","","","31.8",",,6,15,","32.2",",6,19,","","","2344.7","6","","","0.5",",6","","","","","","","","","","","119.6",",,,6","","","22.81",",6","28.67",",,,6","16.94",",,,6","",""
"USC00403679","1905-07","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","367.7","6","167.4",",6","19",",6","11",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","2",",6","19050726",",,6","","","","","","","19050712",",,6","19050703",",,6","12.8",",6,26,","","","","","26.4",",,6,12,","32.8",",6,03,","","","0.0","6","","","0.0",",6","","","","","","","","","","","103.4",",,,6","","","23.73",",6","29.07",",,,6","18.39",",,,6","",""
"USC00403679","1905-08","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","509.9","6","142.2",",6","12",",6","9",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","1",",6","19050829",",,6","","","","","","","19050807",",,6","19050806",",,6","10.6",",6,29,","","","","","19.6",",,6,07,","32.2",",6,06,","","","0.0","6","","","0.0",",6","","","","","","","","","","","97.2",",,,6","","","22.92",",6","28.40",",,,6","17.44",",,,6","",""
"USC00403679","1905-09","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","595.5","6","85.6",",6","5",",6","5",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","0",",6","19050925",",,6","","","","","","","19050912",",,6","19050901",",,6","10.0",",6,25,","","","","","7.6",",,6,12,","31.7",",6,01,","","","0.5","6","","","0.5",",6","","","","","","","","","","","20.5",",,,6","","","21.17",",6","27.66",",,,6","14.68",",,,6","",""
"USC00403679","1905-10","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","617.8","6","22.3",",6","8",",6","6",",6","0",",6","","","","","0",",6","3",",6","0",",6","16",",6","0",",6","19051022",",,6","","","","","","","19051011",",,6","19051002",",,6","-2.2",",6,22,","","","","","23.9",",,6,11,","29.4",",6,02,","","","134.0","6","","","133.5",",6","","","","","","","","","","","94.0",",,,6","","","14.75",",6","20.85",",,,6","8.64",",,,6","",""
"USC00403679","1905-11","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","617.8","6","0.0",",6","9",",6","3",",6","0",",6","","","","","0",",6","10",",6","0",",6","1",",6","0",",6","19051130",",,6","","","","","","","19051129",",,6","19051129",",,6","-5.0",",6,30,","","","","","7.9",",,6,29,","23.3",",6,29,","","","419.5","6","","","285.5",",6","","","","","","","","","","","26.0",",,,6","","","8.82",",6","14.61",",,,6","3.02",",,,6","",""
"USC00403679","1905-12","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","617.8","6","0.0",",6","9",",6","8",",6","1",",6","","","1",",6","0",",6","17",",6","1",",6","0",",6","0",",6","19051205",",,6","","","19051231",",,6","","","19051203",",,6","19051222",",,6","-9.4",",6,05,","","","89",",,6,31,","44.5",",,6,03,","15.0",",6,22,","","","860.8","6","","","441.3",",6","","","","","","","","","","","125.8",",,,6","89",",,,6","4.10",",6","8.82",",,,6","-0.62",",,,6","",""
"USC00403679","1906-01","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","0.0","6","0.0",",6","14",",6","12",",6","0",",6","","","4",",6","0",",6","18",",6","0",",6","2",",6","0",",6","19060109",",,6","","","19060126",",,6","","","19060126",",,6","19060120",",,6","-11.1",",6,09,","","","137",",,6,26,","13.7",",,6,26,","22.8",",6,20,","","","1265.0","6","","","404.2",",6","","","","","","","","","","","97.0",",,,6","299",",,,6","5.30",",6","10.24",",,,6","0.35",",,,6","",""
"USC00403679","1906-02","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","0.0","6","0.0",",6","4",",6","4",",6","0",",6","","","0",",6","0",",6","20",",6","0",",6","0",",6","0",",6","19060203",",,6","","","19060227",",,6","","","19060221",",,6","19060223",",,6","-11.1",",6,03,","","","0",",T,6,27,","16.5",",,6,21,","20.6",",6,23,","","","1662.6","6","","","397.6",",6","","","","","","","","","","","37.1",",,,6","0",",T,,6","4.13",",6","10.32",",,,6","-2.06",",,,6","",""
"USC00403679","1906-03","36.1056","-82.8436","402.3","GREENEVILLE EXPERIMENTAL STATION, TN US","0.0","6","0.0",",6","14",",6","10",",6","1",",6","","","0",",6","0",",6","13",",6","0",",6","0",",6","0",",6","19060321",",,6","","","19060320",",,6","","","19060315",",,6","19060311",",,6","-7.8",",6,21,","","","5",",,6,20,","27.9",",,6,15,","20.0",",6,11,","","","2011.2","6","","","348.6",",6","","","","","","","","","","","87.5",",,,6","5",",,,6","7.09",",6","12.44",",,,6","1.74",",,,6","",""
