"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00144562","1959-08","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","230.6","5,6","","","","","","","","","0","2,6","0","2,6","0","3,6","28","3,6","19","3,6","","","19590809",",2,6","","","","","19590803",",3,6","16.1","2,6,09,","","","","","36.7","3,6,03,","0.0","6","0.0","3,6","","","","","27.13","5,6","32.20","3,,,6","22.06","2,,,6"
"USC00144562","1959-09","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","7",",6","7",",6","0",",6","","","","","","","0","2,6","25","2,6","5","2,6","","","","","","","19590921",",,6","19590907",",2,6","","","","","16.5",",,6,21,","33.3","2,6,07,","","","","","53.4",",,,6","","","","","26.31","2,,,6","",""
"USC00144562","1959-10","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","0","4,6","2","4,6","0","4,6","","","","","","","","","19591022",",4,6","","","","","","","21.7","4,6,22,","","","","","","","","","","","16.34","4,,,6","",""
"USC00144562","1959-12","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","0","5,6","19","5,6","1","4,6","0","4,6","0","4,6","","","19591231","+,5,6","","","","","19591203",",4,6","-6.7","5,6,31,+","","","","","14.4","4,6,03,","","","","","","","","","2.71","9,6","7.37","4,,,6","-1.95","5,,,6"
"USC00144562","1960-02","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","0","5,6","22","5,6","","","","","","","","","19600213",",5,6","","","","","","","-14.4","5,6,13,","","","","","","","","","","","","","","","","","","","-6.87","5,,,6"
"USC00144562","1960-04","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","0","5,6","0","5,6","0","3,6","13","3,6","0","3,6","","","19600430","+,5,6","","","","","19600423",",3,6","1.1","5,6,30,+","","","","","31.1","3,6,23,","","","","","","","","","13.81","7,6","19.97","3,,,6","7.64","5,,,6"
"USC00144562","1960-05","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","0","1,6","20","1,6","2","1,6","","","","","","","","","19600522",",1,6","","","","","","","34.4","1,6,22,","","","","","","","","","","","23.95","1,,,6","",""
"USC00144562","1960-07","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","184.9","2,6","","","","","","","","","0","2,6","0","2,6","0",",6","31",",6","8",",6","","","19600705",",2,6","","","","","19600702",",,6","14.4","2,6,05,","","","","","36.1",",6,02,","0.0","6","0.0",",6","","","","","24.83","2,6","29.98",",,,6","19.68","2,,,6"
"USC00144562","1960-08","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","223.1","3,6","","","","","","","","","0","3,6","0","3,6","0",",6","31",",6","18",",6","","","19600811",",3,6","","","","","19600806","+,,6","15.6","3,6,11,","","","","","36.7",",6,06,+","0.0","6","0.0",",6","","","","","26.37","3,6","31.86",",,,6","20.88","3,,,6"
"USC00144562","1960-09","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","115.2","4,6","","","","","","","","","0","2,6","0","2,6","0","2,6","26","2,6","8","2,6","","","19600930",",2,6","","","","","19600902",",2,6","8.3","2,6,30,","","","","","34.4","2,6,02,","13.3","6","13.3","2,6","","","","","22.31","4,6","28.10","2,,,6","16.53","2,,,6"
"USC00144562","1960-10","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","0","5,6","18","5,6","0","5,6","","","","","","","","","19601011",",5,6","","","","","","","28.9","5,6,11,","","","","","","","","","","","22.20","5,,,6","",""
"USC00144562","1960-11","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","1","5,6","3","5,6","0","5,6","","","","","","","","","19601115",",5,6","","","","","","","22.8","5,6,15,","","","","","","","","","","","14.20","5,,,6","",""
"USC00144562","1960-12","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","8","3,6","0","3,6","0","3,6","","","","","","","","","19601203",",3,6","","","","","","","11.7","3,6,03,","","","","","","","","","","","2.56","3,,,6","",""
"USC00144562","1961-02","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","3","4,6","0","4,6","0","4,6","","","","","","","","","19610216",",4,6","","","","","","","20.0","4,6,16,","","","","","","","","","","","8.59","4,,,6","",""
"USC00144562","1961-03","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","0.0","5,6","","","","","","","","","0","3,6","5","3,6","0","3,6","0","3,6","0","3,6","","","19610309",",3,6","","","","","19610303",",3,6","-2.2","3,6,09,","","","","","20.6","3,6,03,","","","311.8","3,6","","","","","6.70","5,6","11.39","3,,,6","2.01","3,,,6"
"USC00144562","1961-04","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","0","5,6","6","5,6","0","4,6","4","4,6","0","4,6","","","19610411",",5,6","","","","","19610420",",4,6","-1.1","5,6,11,","","","","","30.0","4,6,20,","","","","","","","","","9.70","8,6","15.36","4,,,6","4.05","5,,,6"
"USC00144562","1961-05","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","0","2,6","14","2,6","0","2,6","","","","","","","","","19610531","+,2,6","","","","","","","31.1","2,6,31,+","","","","","","","","","","","21.22","2,,,6","",""
"USC00144562","1961-06","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","133.7","4,6","","","","","","","","","0","3,6","0","3,6","0","1,6","29","1,6","7","1,6","","","19610624",",3,6","","","","","19610630",",1,6","13.9","3,6,24,","","","","","36.7","1,6,30,","","","0.0","1,6","","","","","23.52","4,6","29.08","1,,,6","17.96","3,,,6"
"USC00144562","1961-07","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","198.9","4,6","","","","","","","","","0","4,6","0","4,6","0",",6","31",",6","17",",6","","","19610710",",4,6","","","","","19610718",",,6","15.6","4,6,10,","","","","","37.8",",6,18,","0.0","6","0.0",",6","","","","","25.84","4,6","31.41",",,,6","20.27","4,,,6"
"USC00144562","1961-08","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","187.3","2,6","","","","","","","","","0","1,6","0","1,6","0","1,6","30","1,6","11","1,6","","","19610823",",1,6","","","","","19610810","+,1,6","10.6","1,6,23,","","","","","34.4","1,6,10,+","2.0","6","2.0","1,6","","","","","24.82","2,6","30.09","1,,,6","19.56","1,,,6"
"USC00144562","1961-09","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","0","3,6","0","3,6","0","4,6","22","4,6","0","4,6","","","19610930",",3,6","","","","","19610908",",4,6","5.6","3,6,30,","","","","","31.7","4,6,08,","","","","","","","","","19.30","7,6","25.07","4,,,6","13.52","3,,,6"
"USC00144562","1961-10","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","0","5,6","15","5,6","0","5,6","","","","","","","","","19611008",",5,6","","","","","","","27.2","5,6,08,","","","","","","","","","","","20.70","5,,,6","",""
"USC00144562","1961-11","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","0","4,6","0","4,6","0","4,6","","","","","","","","","19611110",",4,6","","","","","","","19.4","4,6,10,","","","","","","","","","","","9.37","4,,,6","",""
"USC00144562","1961-12","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00144562","1962-03","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","2","2,6","1","2,6","0","2,6","","","","","","","","","19620327",",2,6","","","","","","","27.8","2,6,27,","","","","","","","","","","","9.64","2,,,6","",""
"USC00144562","1962-04","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","0","5,6","8","5,6","0","1,6","13","1,6","0","1,6","","","19620402",",5,6","","","","","19620421",",1,6","-5.6","5,6,02,","","","","","31.1","1,6,21,","","","","","","","","","11.79","6,6","19.35","1,,,6","4.22","5,,,6"
"USC00144562","1962-05","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","174.2","4,6","","","","","","","","","0","4,6","0","4,6","0",",6","30",",6","13",",6","","","19620502",",4,6","","","","","19620517",",,6","6.7","4,6,02,","","","","","37.2",",6,17,","","","5.5",",6","","","","","24.64","4,6","30.90",",,,6","18.37","4,,,6"
"USC00144562","1962-06","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","144.3","5,6","","","","","","","","","0","4,6","0","4,6","0","1,6","29","1,6","8","1,6","","","19620614",",4,6","","","","","19620617",",1,6","13.3","4,6,14,","","","","","33.9","1,6,17,","","","0.0","1,6","","","","","24.16","5,6","30.04","1,,,6","18.28","4,,,6"
"USC00144562","1962-07","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","219.2","2,6","","","","","","","","","0","2,6","0","2,6","0",",6","31",",6","18",",6","","","19620726",",2,6","","","","","19620713",",,6","15.6","2,6,26,","","","","","37.8",",6,13,","0.0","6","0.0",",6","","","","","26.01","2,6","31.70",",,,6","20.31","2,,,6"
"USC00144562","1962-08","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","0","4,6","0","4,6","0","3,6","28","3,6","13","3,6","","","19620825",",4,6","","","","","19620823","+,3,6","14.4","4,6,25,","","","","","36.7","3,6,23,+","","","","","","","","","25.83","7,6","31.74","3,,,6","19.92","4,,,6"
"USC00144562","1962-09","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","0","2,6","21","2,6","3","2,6","","","","","","","","","19620913","+,2,6","","","","","","","33.3","2,6,13,+","","","","","","","","","","","24.45","2,,,6","",""
"USC00144562","1962-10","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","0","4,6","15","4,6","0","4,6","","","","","","","","","19621012",",4,6","","","","","","","29.4","4,6,12,","","","","","","","","","","","21.44","4,,,6","",""
"USC00144562","1962-11","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","0","4,6","7","4,6","0","3,6","0","3,6","0","3,6","","","19621105",",4,6","","","","","19621114","+,3,6","-2.8","4,6,05,","","","","","17.8","3,6,14,+","","","","","","","","","7.05","7,6","11.57","3,,,6","2.54","4,,,6"
"USC00144562","1962-12","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00144562","1963-03","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","0","3,6","6","3,6","0","3,6","","","","","","","","","19630328",",3,6","","","","","","","26.7","3,6,28,","","","","","","","","","","","15.20","3,,,6","",""
"USC00144562","1963-04","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","0","3,6","0","3,6","0","5,6","15","5,6","0","5,6","","","19630404",",3,6","","","","","19630416",",5,6","1.1","3,6,04,","","","","","28.9","5,6,16,","","","","","","","","","15.51","8,6","21.96","5,,,6","9.06","3,,,6"
"USC00144562","1963-05","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","0","2,6","23","2,6","1","2,6","","","","","","","","","19630512",",2,6","","","","","","","32.2","2,6,12,","","","","","","","","","","","25.37","2,,,6","",""
"USC00144562","1963-06","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","0","2,6","28","2,6","17","2,6","","","","","","","","","19630606",",2,6","","","","","","","37.8","2,6,06,","","","","","","","","","","","32.36","2,,,6","",""
"USC00144562","1963-07","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","276.2","1,6","","","","","","","","","0",",6","0",",6","0","1,6","30","1,6","22","1,6","","","19630731","+,,6","","","","","19630723",",1,6","17.2",",6,31,+","","","","","38.9","1,6,23,","0.0","6","0.0","1,6","","","","","27.52","1,6","33.46","1,,,6","21.59",",,,6"
"USC00144562","1963-08","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","231.6","5,6","","","","","","","","","0","2,6","0","2,6","0","4,6","27","4,6","17","4,6","","","19630815",",2,6","","","","","19630805",",4,6","14.4","2,6,15,","","","","","38.3","4,6,05,","0.0","6","0.0","4,6","","","","","27.16","5,6","32.69","4,,,6","21.63","2,,,6"
"USC00144562","1963-09","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","105.5","5,6","","","","","","","","","0","4,6","0","4,6","0","1,6","28","1,6","6","1,6","","","19630930",",4,6","","","","","19630909","+,1,6","7.8","4,6,30,","","","","","34.4","1,6,09,+","7.2","6","7.2","1,6","","","","","22.34","5,6","28.37","1,,,6","16.32","4,,,6"
"USC00144562","1963-10","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","55.5","5,6","","","","","","","","","0","3,6","1","3,6","0","2,6","25","2,6","1","2,6","","","19631029",",3,6","","","","","19631010",",2,6","-0.6","3,6,29,","","","","","32.2","2,6,10,","29.5","6","22.3","2,6","","","","","19.35","5,6","25.91","2,,,6","12.79","3,,,6"
"USC00144562","1963-11","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","0","4,6","1","4,6","0","4,6","","","","","","","","","19631116",",4,6","","","","","","","22.8","4,6,16,","","","","","","","","","","","13.48","4,,,6","",""
"USC00144562","1963-12","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","3","4,6","26","4,6","","","","","","","","","19631223","+,4,6","","","","","","","-17.8","4,6,23,+","","","","","","","","","","","","","","","","","","","-8.85","4,,,6"
"USC00144562","1964-02","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","4","5,6","0","5,6","0","5,6","","","","","","","","","19640203",",5,6","","","","","","","13.9","5,6,03,","","","","","","","","","","","5.72","5,,,6","",""
"USC00144562","1964-03","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","0.0","3,6","","","","","","","","","0","2,6","20","2,6","2","1,6","1","1,6","0","1,6","","","19640326",",2,6","","","","","19640313",",1,6","-11.1","2,6,26,","","","","","21.1","1,6,13,","","","386.5","1,6","","","","","4.34","3,6","9.84","1,,,6","-1.16","2,,,6"
"USC00144562","1964-04","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","7.3","4,6","","","","","","","","","0","2,6","2","2,6","0","3,6","14","3,6","0","3,6","","","19640409","+,2,6","","","","","19640416",",3,6","0.0","2,6,09,+","","","","","28.9","3,6,16,","","","114.1","3,6","","","","","14.14","4,6","19.63","3,,,6","8.64","2,,,6"
"USC00144562","1964-05","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","117.3","2,6","","","","","","","","","0","1,6","0","1,6","0","1,6","27","1,6","5","1,6","","","19640513",",1,6","","","","","19640525",",1,6","7.8","1,6,13,","","","","","36.1","1,6,25,","","","16.7","1,6","","","","","21.85","2,6","27.49","1,,,6","16.20","1,,,6"
"USC00144562","1964-06","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","132.1","5,6","","","","","","","","","0","5,6","0","5,6","0",",6","28",",6","7",",6","","","19640603",",5,6","","","","","19640620",",,6","8.3","5,6,03,","","","","","34.4",",6,20,","","","5.5",",6","","","","","23.26","5,6","28.92",",,,6","17.59","5,,,6"
"USC00144562","1964-07","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","0",",6","31",",6","22",",6","","","","","","","","","19640722",",,6","","","","","","","38.3",",6,22,","","","","","","","","","","","32.95",",,,6","",""
"USC00144562","1964-08","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","0",",6","29",",6","9",",6","","","","","","","","","19640802",",,6","","","","","","","38.3",",6,02,","","","","","","","","","","","28.67",",,,6","",""
"USC00144562","1964-09","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","0","1,6","25","1,6","2","1,6","","","","","","","","","19640902",",1,6","","","","","","","32.8","1,6,02,","","","","","","","","","","","26.07","1,,,6","",""
"USC00144562","1964-10","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","0",",6","10",",6","0",",6","","","","","","","","","19641001",",,6","","","","","","","24.4",",6,01,","","","","","","","","","","","18.77",",,,6","",""
"USC00144562","1964-11","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","1","5,6","6","5,6","0","5,6","","","","","","","","","19641102",",5,6","","","","","","","25.0","5,6,02,","","","","","","","","","","","13.00","5,,,6","",""
"USC00144562","1964-12","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","8","4,6","0","4,6","0","4,6","","","","","","","","","19641223",",4,6","","","","","","","13.3","4,6,23,","","","","","","","","","","","3.57","4,,,6","",""
"USC00144562","1965-02","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","6","4,6","0","4,6","0","4,6","","","","","","","","","19650220",",4,6","","","","","","","17.2","4,6,20,","","","","","","","","","","","5.19","4,,,6","",""
"USC00144562","1965-03","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","5","3,6","0","3,6","0","3,6","","","","","","","","","19650316",",3,6","","","","","","","16.7","3,6,16,","","","","","","","","","","","5.89","3,,,6","",""
"USC00144562","1965-04","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","0","3,6","12","3,6","0","3,6","","","","","","","","","19650422",",3,6","","","","","","","31.7","3,6,22,","","","","","","","","","","","20.87","3,,,6","",""
"USC00144562","1965-05","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","0","5,6","0","5,6","0","1,6","28","1,6","0","1,6","","","19650529",",5,6","","","","","19650522",",1,6","8.9","5,6,29,","","","","","31.1","1,6,22,","","","","","","","","","21.54","6,6","27.05","1,,,6","16.04","5,,,6"
"USC00144562","1965-06","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","132.3","5,6","","","","","","","","","0","5,6","0","5,6","0",",6","30",",6","4",",6","","","19650618","+,5,6","","","","","19650603",",,6","15.6","5,6,18,+","","","","","34.4",",6,03,","","","0.0",",6","","","","","23.72","5,6","29.43",",,,6","18.01","5,,,6"
"USC00144562","1965-07","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","195.1","3,6","","","","","","","","","0","3,6","0","3,6","0",",6","31",",6","8",",6","","","19650729",",3,6","","","","","19650723","+,,6","15.6","3,6,29,","","","","","35.6",",6,23,+","0.0","6","0.0",",6","","","","","25.45","3,6","30.24",",,,6","20.66","3,,,6"
"USC00144562","1965-08","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","162.8","4,6","","","","","","","","","0","4,6","0","4,6","0",",6","31",",6","11",",6","","","19650829",",4,6","","","","","19650804",",,6","13.9","4,6,29,","","","","","35.6",",6,04,","0.0","6","0.0",",6","","","","","24.60","4,6","29.97",",,,6","19.23","4,,,6"
"USC00144562","1965-09","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","0","1,6","22","1,6","2","1,6","","","","","","","","","19650908","+,1,6","","","","","","","32.2","1,6,08,+","","","","","","","","","","","24.60","1,,,6","",""
"USC00144562","1965-10","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","0",",6","12",",6","0",",6","","","","","","","","","19651018","+,,6","","","","","","","26.1",",6,18,+","","","","","","","","","","","19.75",",,,6","",""
"USC00144562","1965-11","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","1","4,6","2","4,6","0","4,6","","","","","","","","","19651102",",4,6","","","","","","","21.7","4,6,02,","","","","","","","","","","","13.81","4,,,6","",""
"USC00144562","1965-12","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","1","4,6","0","4,6","0","4,6","","","","","","","","","19651210",",4,6","","","","","","","20.0","4,6,10,","","","","","","","","","","","9.53","4,,,6","",""
"USC00144562","1966-01","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","12","5,6","0","5,6","0","5,6","","","","","","","","","19660112","+,5,6","","","","","","","10.6","5,6,12,+","","","","","","","","","","","1.53","5,,,6","",""
"USC00144562","1966-02","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","7","3,6","0","3,6","0","3,6","","","","","","","","","19660208",",3,6","","","","","","","15.0","3,6,08,","","","","","","","","","","","4.09","3,,,6","",""
"USC00144562","1966-03","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","2","3,6","7","3,6","0","3,6","","","","","","","","","19660331",",3,6","","","","","","","26.7","3,6,31,","","","","","","","","","","","14.84","3,,,6","",""
"USC00144562","1966-04","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","0","2,6","8","2,6","0","2,6","","","","","","","","","19660417",",2,6","","","","","","","26.7","2,6,17,","","","","","","","","","","","16.78","2,,,6","",""
"USC00144562","1966-05","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","0","5,6","0","5,6","0","2,6","26","2,6","0","2,6","","","19660502",",5,6","","","","","19660507","+,2,6","3.3","5,6,02,","","","","","30.6","2,6,07,+","","","","","","","","","17.88","7,6","24.84","2,,,6","10.92","5,,,6"
"USC00144562","1966-06","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","108.3","5,6","","","","","","","","","0","3,6","0","3,6","0","2,6","27","2,6","6","2,6","","","19660610",",3,6","","","","","19660629",",2,6","11.1","3,6,10,","","","","","35.6","2,6,29,","","","4.2","2,6","","","","","22.71","5,6","28.41","2,,,6","17.01","3,,,6"
"USC00144562","1966-07","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","290.3","2,6","","","","","","","","","0","2,6","0","2,6","0",",6","31",",6","23",",6","","","19660731","+,2,6","","","","","19660705",",,6","18.9","2,6,31,+","","","","","38.3",",6,05,","0.0","6","0.0",",6","","","","","28.30","2,6","33.61",",,,6","23.00","2,,,6"
"USC00144562","1966-08","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","0","2,6","29","2,6","6","2,6","","","","","","","","","19660816","+,2,6","","","","","","","34.4","2,6,16,+","","","","","","","","","","","28.75","2,,,6","",""
"USC00144562","1966-09","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","0",",6","21",",6","0",",6","","","","","","","","","19660901",",,6","","","","","","","30.6",",6,01,","","","","","","","","","","","23.32",",,,6","",""
"USC00144562","1966-10","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","0","1,6","12","1,6","0","1,6","","","","","","","","","19661014",",1,6","","","","","","","26.7","1,6,14,","","","","","","","","","","","18.76","1,,,6","",""
"USC00144562","1966-12","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","8","5,6","0","5,6","0","5,6","","","","","","","","","19661207",",5,6","","","","","","","17.8","5,6,07,","","","","","","","","","","","5.18","5,,,6","",""
"USC00144562","1967-01","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","5","5,6","0","5,6","0","5,6","","","","","","","","","19670123",",5,6","","","","","","","18.9","5,6,23,","","","","","","","","","","","5.32","5,,,6","",""
"USC00144562","1967-02","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","4","4,6","0","4,6","0","4,6","","","","","","","","","19670214",",4,6","","","","","","","18.3","4,6,14,","","","","","","","","","","","6.41","4,,,6","",""
"USC00144562","1967-03","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","2","2,6","8","2,6","0","2,6","","","","","","","","","19670329",",2,6","","","","","","","27.8","2,6,29,","","","","","","","","","","","13.46","2,,,6","",""
"USC00144562","1967-04","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","0","4,6","16","4,6","0","4,6","","","","","","","","","19670416","+,4,6","","","","","","","29.4","4,6,16,+","","","","","","","","","","","20.87","4,,,6","",""
"USC00144562","1967-05","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","0","3,6","17","3,6","3","3,6","","","","","","","","","19670524",",3,6","","","","","","","33.3","3,6,24,","","","","","","","","","","","22.24","3,,,6","",""
"USC00144562","1967-06","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","0","1,6","28","1,6","7","1,6","","","","","","","","","19670614",",1,6","","","","","","","34.4","1,6,14,","","","","","","","","","","","28.84","1,,,6","",""
"USC00144562","1967-07","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","0",",6","31",",6","11",",6","","","","","","","","","19670710",",,6","","","","","","","40.0",",6,10,","","","","","","","","","","","29.94",",,,6","",""
"USC00144562","1967-08","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","0",",6","","","","","0",",6","31",",6","4",",6","","","","","19670831","+,,6","","","19670802",",,6","","","0",",,6,31,+","","","34.4",",6,02,","","","","","","","0",",,,6","","","28.14",",,,6","",""
"USC00144562","1967-09","38.9742","-95.2359","243.8","LAWRENCE KANSAS RIVER, KS US","","","","","","","","","","","","","","","0","1,6","22","1,6","0","1,6","","","","","","","","","19670925",",1,6","","","","","","","29.4","1,6,25,","","","","","","","","","","","23.79","1,,,6","",""
