"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES"
"USW00014861","1935-06","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","109.5","","93.0",",0","13",",0","10",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","1",",0","19350610","+,,0","19350630","+,,0","19350630","+,,0","5","","19350604",",,0","19350629",",,0","11.1",",0,10,+","0",",,0,30,+","0",",,0,30,+","19.8",",,0,04,","32.2",",0,29,","2807.6","","7.7",",0","85.0",",,,0","","","0",",,,0","21.18",",0","26.79",",,,0","15.56",",,,0","",""
"USW00014861","1939-07","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","","","143.3","1,0","12",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","30","1,0","2","1,0","19390717",",,0","19390731","+,,0","19390731","+,,0","7","","19390726",",,0","19390707",",1,0","11.7",",0,17,","0",",,0,31,+","0",",,0,31,+","17.8",",,0,26,","33.3","1,0,07,","1.1","0","1.1","1,0","81.8",",,,0","","","0",",,,0","23.03","1,0","28.32","1,,,0","17.73",",,,0","",""
"USW00014861","1939-08","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","","","176.4",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","19390823",",,0","19390831","+,,0","19390831","+,,0","3","","19390803",",,0","19390813","+,,0","15.0",",0,23,","0",",,0,31,+","0",",,0,31,+","9.7",",,0,03,","32.2",",0,13,+","1.1","0","0.0",",0","29.1",",,,0","","","0",",,,0","24.02",",0","29.58",",,,0","18.46",",,,0","",""
"USW00014861","1939-09","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","","","85.2","2,0","6",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","28","1,0","6","1,0","19390922",",1,0","19390930","+,,0","19390930","+,,0","","","19390904",",,0","19390908",",1,0","8.3","1,0,22,","0",",,0,30,+","0",",,0,30,+","19.3",",,0,04,","35.6","1,0,08,","14.2","0","13.1","1,0","39.3",",,,0","","","0",",,,0","20.90","2,0","27.30","1,,,0","14.51","1,,,0","",""
"USW00014861","1939-10","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","","","27.4",",0","10",",0","4",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","12",",0","0",",0","19391018",",,0","19391031","+,,0","19391028","+,,0","","","19391027",",,0","19391009",",,0","-0.6",",0,18,","0",",,0,31,+","0",",T,0,28,+","37.3",",,0,27,","31.7",",0,09,","178.5","0","164.3",",0","81.5",",,,0","","","0",",T,,0","13.91",",0","19.33",",,,0","8.50",",,,0","",""
"USW00014861","1939-11","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","","","0.0",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","1",",0","0",",0","19391126",",,0","19391130","+,,0","19391121","+,,0","","","19391122",",,0","19391110",",,0","-3.3",",0,26,","0",",,0,30,+","0",",T,0,21,+","2.0",",,0,22,","22.8",",0,10,","549.6","0","371.1",",0","6.6",",,,0","","","0",",T,,0","5.96",",0","10.08",",,,0","1.85",",,,0","",""
"USW00014861","1939-12","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","","","0.0","2,0","14",",0","6",",0","0",",0","5",",0","1",",0","0","1,0","16","1,0","6","1,0","0","1,0","0","1,0","19391231",",1,0","19391227",",,0","19391227",",,0","","","19391219",",,0","19391219",",1,0","-10.6","1,0,31,","102",",,0,27,","89",",,0,27,","10.2",",,0,19,","18.3","1,0,19,","982.4","0","432.8","1,0","48.6",",,,0","","","124",",,,0","3.10","2,0","6.48","1,,,0","-0.28","1,,,0","",""
"USW00014861","1940-01","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","0.0","0","0.0","2,0","13",",0","1",",0","0",",0","19","2,0","3","1,0","2","1,0","28","1,0","23","1,0","0","1,0","0","1,0","19400119",",1,0","19400127","+,2,0","19400117",",1,0","","","19400114",",,0","19400114",",1,0","-20.6","1,0,19,","102","2,,0,27,+","99","1,,0,17,","9.4",",,0,14,","10.6","1,0,14,","1719.4","0","737.0","1,0","18.8",",,,0","","","248","1,,,0","-6.73","2,0","-3.51","1,,,0","-9.95","1,,,0","",""
"USW00014861","1940-02","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","0.0","0","0.0",",0","15",",0","8",",0","0",",0","16",",0","5",",0","0",",0","22",",0","5",",0","0",",0","0",",0","19400202",",,0","19400214",",,0","19400214",",,0","","","19400213",",,0","19400212",",,0","-13.3",",0,02,","406",",,0,14,","302",",,0,14,","25.1",",,0,13,","13.9",",0,12,","2247.1","0","527.7",",0","100.4",",,,0","","","620",",,,0","0.14",",0","3.41",",,,0","-3.14",",,,0","",""
"USW00014861","1940-03","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","0.0","0","0.0",",0","15",",0","10",",0","1",",0","3",",0","3",",0","0",",0","21",",0","6",",0","1",",0","0",",0","19400324","+,,0","19400315","+,,0","19400314",",,0","","","19400330",",,0","19400329",",,0","-10.6",",0,24,+","51",",,0,15,+","51",",,0,14,","27.7",",,0,30,","23.3",",0,29,","2751.5","0","504.4",",0","100.0",",,,0","","","148",",,,0","2.06",",0","6.24",",,,0","-2.12",",,,0","",""
"USW00014861","1940-04","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","2.0","0","2.0","2,0","14",",0","9",",0","2",",0","0",",0","0","2,0","0","1,0","4","1,0","0","1,0","5","1,0","0","1,0","19400413",",1,0","19400415","+,,0","19400414","+,2,0","1","","19400419",",,0","19400429","+,1,0","-5.0","1,0,13,","0",",T,0,15,+","0","2,T,0,14,+","45.5",",,0,19,","26.1","1,0,29,+","3007.7","0","256.2","1,0","143.1",",,,0","","","0","2,T,,0","9.17","2,0","14.67","1,,,0","3.67","1,,,0","",""
"USW00014861","1940-05","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","36.7","0","34.7",",0","16",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","19400505",",,0","19400531","+,,0","19400531","+,,0","","","19400530",",,0","19400519",",,0","2.2",",0,05,","0",",,0,31,+","0",",,0,31,+","42.7",",,0,30,","31.7",",0,19,","3109.5","0","101.8",",0","120.1",",,,0","","","0",",,,0","16.17",",0","21.72",",,,0","10.62",",,,0","",""
"USW00014861","1940-06","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","166.1","0","129.4",",0","18",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","3",",0","19400621",",,0","19400630","+,,0","19400630","+,,0","","","19400615",",,0","19400607",",,0","8.3",",0,21,","0",",,0,30,+","0",",,0,30,+","36.1",",,0,15,","33.9",",0,07,","3121.4","0","11.9",",0","111.0",",,,0","","","0",",,,0","22.25",",0","27.53",",,,0","16.97",",,,0","",""
"USW00014861","1940-07","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","344.6","0","178.5",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","13",",0","19400713","+,,0","19400731","+,,0","19400731","+,,0","","","19400709",",,0","19400726",",,0","11.1",",0,13,+","0",",,0,31,+","0",",,0,31,+","32.8",",,0,09,","35.6",",0,26,","4.5","0","4.5",",0","96.8",",,,0","","","0",",,,0","23.95",",0","29.84",",,,0","18.05",",,,0","",""
"USW00014861","1940-08","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","484.7","0","140.1",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","19400824","+,,0","19400831","+,,0","19400831","+,,0","","","19400827",",,0","19400806","+,,0","11.7",",0,24,+","0",",,0,31,+","0",",,0,31,+","24.4",",,0,27,","32.8",",0,06,+","10.6","0","6.1",",0","80.4",",,,0","","","0",",,,0","22.66",",0","27.35",",,,0","17.96",",,,0","",""
"USW00014861","1940-09","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","525.4","0","40.7",",0","6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","2",",0","19400927","+,,0","19400930","+,,0","19400930","+,,0","2","","19400908",",,0","19400921","+,,0","3.9",",0,27,+","0",",,0,30,+","0",",,0,30,+","62.0",",,0,08,","32.2",",0,21,+","66.2","0","55.6",",0","107.8",",,,0","","","0",",,,0","17.84",",0","23.52",",,,0","12.16",",,,0","",""
"USW00014861","1940-10","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","531.2","0","5.8",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","12",",0","0",",0","19401020",",,0","19401019",",,0","19401019",",,0","3","","19401029",",,0","19401014","+,,0","-2.2",",0,20,","0",",T,0,19,","0",",T,0,19,","11.4",",,0,29,","28.3",",0,14,+","251.3","0","185.1",",0","27.1",",,,0","","","0",",T,,0","12.55",",0","17.92",",,,0","7.18",",,,0","",""
"USW00014861","1940-11","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","531.2","0","0.0",",0","15",",0","6",",0","2",",0","0",",0","0",",0","0",",0","10",",0","1",",0","2",",0","0",",0","19401128",",,0","19401129","+,,0","19401129",",,0","","","19401126",",,0","19401104",",,0","-4.4",",0,28,","0",",T,0,29,+","10",",,0,29,","31.2",",,0,26,","22.8",",0,04,","609.5","0","358.2",",0","91.6",",,,0","","","29",",,,0","6.39",",0","10.17",",,,0","2.62",",,,0","",""
"USW00014861","1940-12","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","531.2","0","0.0",",0","12",",0","7",",0","0",",0","0",",0","0",",0","0",",0","14",",0","1",",0","0",",0","0",",0","19401204",",,0","19401206","+,,0","19401204",",,0","","","19401228",",,0","19401216",",,0","-10.6",",0,04,","0",",T,0,06,+","13",",,0,04,","19.1",",,0,28,","18.3",",0,16,","1034.2","0","424.7",",0","75.7",",,,0","","","16",",,,0","4.63",",0","8.64",",,,0","0.63",",,,0","",""
"USW00014861","1941-01","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","0.0","0","0.0","2,0","15",",0","7",",0","1",",0","8",",0","2","2,0","0","1,0","25","1,0","8","1,0","0","1,0","0","1,0","19410114","+,1,0","19410128","+,,0","19410111",",2,0","","","19410124",",,0","19410117",",1,0","-11.1","1,0,14,+","102",",,0,28,+","36","2,,0,11,","33.5",",,0,24,","12.8","1,0,17,","1576.0","0","541.8","1,0","75.6",",,,0","","","107","2,,,0","-0.36","2,0","2.91","1,,,0","-3.62","1,,,0","",""
"USW00014861","1941-02","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","0.0","0","0.0",",0","9",",0","1",",0","0",",0","14",",0","1",",0","0",",0","26",",0","13",",0","0",",0","0",",0","19410219",",,0","19410205","+,,0","19410217",",,0","","","19410217",",,0","19410212",",,0","-12.2",",0,19,","51",",,0,05,+","30",",,0,17,","3.3",",,0,17,","13.9",",0,12,","2147.5","0","571.5",",0","9.6",",,,0","","","85",",,,0","-2.08",",0","1.71",",,,0","-5.87",",,,0","",""
"USW00014861","1941-03","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","0.0","0","0.0",",0","11",",0","6",",0","0",",0","9",",0","4",",0","0",",0","25",",0","4",",0","0",",0","0",",0","19410318",",,0","19410309",",,0","19410308",",,0","","","19410308",",,0","19410323",",,0","-12.8",",0,18,","229",",,0,09,","127",",,0,08,","10.4",",,0,08,","16.7",",0,23,","2687.1","0","539.6",",0","42.9",",,,0","","","304",",,,0","0.93",",0","5.48",",,,0","-3.63",",,,0","",""
"USW00014861","1941-04","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","25.7","0","25.7",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","19410403","+,,0","19410430","+,,0","19410430","+,,0","","","19410405",",,0","19410419",",,0","0.6",",0,03,+","0",",,0,30,+","0",",,0,30,+","16.5",",,0,05,","31.1",",0,19,","2825.9","0","138.8",",0","37.0",",,,0","","","0",",,,0","14.56",",0","21.35",",,,0","7.78",",,,0","",""
"USW00014861","1941-05","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","81.6","0","55.9",",0","10",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","5",",0","19410511",",,0","19410531","+,,0","19410531","+,,0","","","19410517",",,0","19410522",",,0","2.8",",0,11,","0",",,0,31,+","0",",,0,31,+","24.4",",,0,17,","32.8",",0,22,","2908.4","0","82.5",",0","86.2",",,,0","","","0",",,,0","17.48",",0","24.21",",,,0","10.74",",,,0","",""
"USW00014861","1941-06","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","208.8","0","127.2",",0","13",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","6",",0","19410611",",,0","19410630","+,,0","19410630","+,,0","","","19410604",",,0","19410628",",,0","9.4",",0,11,","0",",,0,30,+","0",",,0,30,+","42.7",",,0,04,","35.0",",0,28,","2911.5","0","3.1",",0","120.5",",,,0","","","0",",,,0","22.47",",0","28.06",",,,0","16.88",",,,0","",""
"USW00014861","1941-07","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","403.2","0","194.4",",0","12",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","19410721","+,,0","19410731","+,,0","19410731","+,,0","","","19410730",",,0","19410727",",,0","13.9",",0,21,+","0",",,0,31,+","0",",,0,31,+","30.0",",,0,30,","37.2",",0,27,","0.0","0","0.0",",0","121.0",",,,0","","","0",",,,0","24.60",",0","29.91",",,,0","19.30",",,,0","",""
"USW00014861","1941-08","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","530.2","0","127.0",",0","8",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","19410828",",,0","19410831","+,,0","19410831","+,,0","","","19410815",",,0","19410808",",,0","10.0",",0,28,","0",",,0,31,+","0",",,0,31,+","61.0",",,0,15,","33.9",",0,08,","3.9","0","3.9",",0","160.0",",,,0","","","0",",,,0","22.30",",0","28.22",",,,0","16.38",",,,0","",""
"USW00014861","1941-09","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","616.3","0","86.1",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","1",",0","19410927","+,,0","19410930","+,,0","19410930","+,,0","","","19410905",",,0","19410909",",,0","8.3",",0,27,+","0",",,0,30,+","0",",,0,30,+","14.0",",,0,05,","33.3",",0,09,","22.0","0","18.1",",0","37.7",",,,0","","","0",",,,0","20.60",",0","26.92",",,,0","14.28",",,,0","",""
"USW00014861","1941-10","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","648.8","0","32.5",",0","14",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","19411026",",,0","19411031","+,,0","19411031","+,,0","","","19411014",",,0","19411007","+,,0","2.2",",0,26,","0",",,0,31,+","0",",,0,31,+","29.7",",,0,14,","31.7",",0,07,+","145.4","0","123.4",",0","107.0",",,,0","","","0",",,,0","15.40",",0","19.95",",,,0","10.85",",,,0","",""
"USW00014861","1941-11","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","648.8","0","0.0",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","3",",0","0",",0","19411125",",,0","19411111","+,,0","19411123","+,,0","","","19411106",",,0","19411118",",,0","-3.9",",0,25,","0",",T,0,11,+","0",",T,0,23,+","30.5",",,0,06,","23.3",",0,18,","457.8","0","312.4",",0","46.8",",,,0","","","0",",T,,0","7.92",",0","12.43",",,,0","3.41",",,,0","",""
"USW00014861","1941-12","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","648.8","0","0.0",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","18",",0","2",",0","1",",0","0",",0","19411211",",,0","19411230","+,,0","19411209",",,0","","","19411213",",,0","19411204",",,0","-6.1",",0,11,","0",",T,0,30,+","3",",,0,09,","19.1",",,0,13,","21.7",",0,04,","899.1","0","441.3",",0","48.6",",,,0","","","3",",,,0","4.10",",0","7.58",",,,0","0.61",",,,0","",""
"USW00014861","1942-01","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","0.0","0","0.0",",0","9",",0","5",",0","0",",0","11",",0","1",",0","2",",0","21",",0","9",",0","0",",0","0",",0","19420108",",,0","19420104",",,0","19420104",",,0","1","","19420119",",,0","19420118",",,0","-18.9",",0,08,","152",",,0,04,","152",",,0,04,","10.9",",,0,19,","15.6",",0,18,","1473.0","0","573.9",",0","47.7",",,,0","","","158",",,,0","-0.18",",0","4.05",",,,0","-4.41",",,,0","",""
"USW00014861","1942-02","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","0.0","0","0.0",",0","17",",0","4",",0","0",",0","11",",0","1",",0","0",",0","24",",0","12",",0","0",",0","0",",0","19420203",",,0","19420208",",,0","19420208",",,0","","","19420204",",,0","19420217","+,,0","-13.9",",0,03,","76",",,0,08,","51",",,0,08,","19.1",",,0,04,","12.2",",0,17,+","2044.3","0","571.3",",0","55.8",",,,0","","","125",",,,0","-2.07",",0","1.63",",,,0","-5.77",",,,0","",""
"USW00014861","1942-03","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","0.0","0","0.0",",0","16",",0","11",",0","2",",0","5",",0","1",",0","0",",0","13",",0","0",",0","0",",0","0",",0","19420304",",,0","19420303",",,0","19420303",",,0","1","","19420303",",,0","19420317",",,0","-1.7",",0,04,","432",",,0,03,","432",",,0,03,","32.0",",,0,03,","20.6",",0,17,","2421.3","0","377.0",",0","132.6",",,,0","","","442",",,,0","6.17",",0","10.92",",,,0","1.43",",,,0","",""
"USW00014861","1942-04","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","23.9","0","23.9",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","13",",0","0",",0","19420413",",,0","19420411",",,0","19420412","+,,0","","","19420409",",,0","19420430",",,0","-0.6",",0,13,","0",",T,0,11,","0",",T,0,12,+","49.5",",,0,09,","31.1",",0,30,","2594.5","0","173.2",",0","70.2",",,,0","","","0",",T,,0","13.36",",0","19.40",",,,0","7.31",",,,0","",""
"USW00014861","1942-05","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","83.5","0","59.6",",0","14",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","1",",0","19420511",",,0","19420531","+,,0","19420531","+,,0","6","","19420531",",,0","19420501",",,0","5.0",",0,11,","0",",,0,31,+","0",",,0,31,+","25.7",",,0,31,","33.3",",0,01,","2655.3","0","60.8",",0","118.9",",,,0","","","0",",,,0","18.30",",0","23.87",",,,0","12.72",",,,0","",""
"USW00014861","1942-06","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","216.3","0","132.8",",0","14",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","3",",0","19420618",",,0","19420630","+,,0","19420630","+,,0","7","","19420603",",,0","19420630",",,0","11.7",",0,18,","0",",,0,30,+","0",",,0,30,+","13.7",",,0,03,","32.8",",0,30,","2657.6","0","2.3",",0","67.1",",,,0","","","0",",,,0","22.68",",0","27.63",",,,0","17.73",",,,0","",""
"USW00014861","1942-07","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","400.8","0","184.5",",0","12",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","19420707",",,0","19420731","+,,0","19420731","+,,0","","","19420731",",,0","19420718",",,0","13.3",",0,07,","0",",,0,31,+","0",",,0,31,+","27.9",",,0,31,","36.7",",0,18,","0.0","0","0.0",",0","74.6",",,,0","","","0",",,,0","24.28",",0","29.66",",,,0","18.90",",,,0","",""
"USW00014861","1942-08","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","537.5","0","136.7",",0","11",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","19420825",",,0","19420831","+,,0","19420831","+,,0","5","","19420815",",,0","19420802",",,0","8.3",",0,25,","0",",,0,31,+","0",",,0,31,+","17.5",",,0,15,","33.3",",0,02,","5.5","0","5.5",",0","61.3",",,,0","","","0",",,,0","22.57",",0","27.34",",,,0","17.79",",,,0","",""
"USW00014861","1942-09","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","625.0","0","87.5",",0","15",",0","10",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","1",",0","19420929",",,0","19420930","+,,0","19420930","+,,0","4","","19420926",",,0","19420915",",,0","0.6",",0,29,","0",",,0,30,+","0",",,0,30,+","17.8",",,0,26,","32.8",",0,15,","66.9","0","61.4",",0","87.4",",,,0","","","0",",,,0","19.21",",0","24.80",",,,0","13.61",",,,0","",""
"USW00014861","1942-10","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","628.7","0","3.7",",0","12",",0","6",",0","1",",0","0",",0","0",",0","0",",0","3",",0","0",",0","12",",0","0",",0","19421027",",,0","19421031","+,,0","19421027","+,,0","1","","19421014",",,0","19421008",",,0","-2.2",",0,27,","0",",,0,31,+","0",",T,0,27,+","43.2",",,0,14,","26.7",",0,08,","197.8","0","130.9",",0","103.7",",,,0","","","0",",T,,0","14.23",",0","19.20",",,,0","9.25",",,,0","",""
"USW00014861","1942-11","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","630.4","0","1.7",",0","15",",0","9",",0","0",",0","0",",0","1",",0","0",",0","7",",0","1",",0","1",",0","0",",0","19421114","+,,0","19421129","+,,0","19421129",",,0","","","19421129","+,,0","19421120",",,0","-4.4",",0,14,+","0",",T,0,29,+","30",",,0,29,","11.7",",,0,29,+","23.3",",0,20,","532.8","0","335.0",",0","75.0",",,,0","","","43",",,,0","7.22",",0","11.50",",,,0","2.95",",,,0","",""
"USW00014861","1942-12","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","630.4","0","0.0",",0","19",",0","10",",0","2",",0","13",",0","5",",0","0",",0","22",",0","9",",0","0",",0","0",",0","19421221",",,0","19421221","+,,0","19421217",",,0","","","19421229",",,0","19421229",",,0","-15.6",",0,21,","127",",,0,21,+","76",",,0,17,","28.4",",,0,29,","16.1",",0,29,","1118.5","0","585.7",",0","127.8",",,,0","","","326",",,,0","-0.56",",0","2.75",",,,0","-3.87",",,,0","",""
"USW00014861","1943-01","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","0.0","0","0.0",",0","17",",0","9",",0","0",",0","17",",0","5",",0","0",",0","23",",0","7",",0","0",",0","0",",0","19430120",",,0","19430128",",,0","19430128",",,0","1","","19430128",",,0","19430125","+,,0","-13.9",",0,20,","127",",,0,28,","122",",,0,28,","11.9",",,0,28,","18.3",",0,25,+","1666.9","0","548.4",",0","63.8",",,,0","","","370",",,,0","0.64",",0","4.50",",,,0","-3.21",",,,0","",""
"USW00014861","1943-02","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","0.0","0","0.0",",0","13",",0","6",",0","0",",0","6",",0","2",",0","1",",0","21",",0","7",",0","0",",0","0",",0","19430215",",,0","19430217","+,,0","19430213",",,0","1","","19430211",",,0","19430223",",,0","-17.8",",0,15,","51",",,0,17,+","43",",,0,13,","14.7",",,0,11,","20.0",",0,23,","2150.8","0","483.9",",0","47.6",",,,0","","","135",",,,0","1.05",",0","6.13",",,,0","-4.03",",,,0","",""
"USW00014861","1943-03","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","1.4","0","1.4",",0","9",",0","7",",0","0",",0","2",",0","3",",0","0",",0","18",",0","5",",0","3",",0","0",",0","19430304",",,0","19430303",",,0","19430302",",,0","","","19430306",",,0","19430331",",,0","-15.6",",0,04,","102",",,0,03,","64",",,0,02,","24.4",",,0,06,","25.6",",0,31,","2582.9","0","432.1",",0","77.8",",,,0","","","156",",,,0","4.44",",0","9.59",",,,0","-0.72",",,,0","",""
"USW00014861","1943-04","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","1.4","0","0.0",",0","14",",0","7",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","5",",0","0",",0","19430415","+,,0","19430415","+,,0","19430416",",,0","1","","19430419",",,0","19430427",",,0","-3.9",",0,15,+","0",",T,0,15,+","13",",,0,16,","22.1",",,0,19,","24.4",",0,27,","2894.3","0","311.4",",0","71.6",",,,0","","","24",",,,0","7.95",",0","13.49",",,,0","2.41",",,,0","",""
"USW00014861","1943-05","40.45","-80.0","310.0","PITTSBURGH WEATHER SERVICE OFFICE CITY, PA US","39.6","0","38.2",",0","20",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","19430501",",,0","19430531","+,,0","19430501",",,0","4","","19430525",",,0","19430506",",,0","1.7",",0,01,","0",",,0,31,+","0",",T,0,01,","31.5",",,0,25,","31.1",",0,06,","2967.0","0","72.7",",0","120.1",",,,0","","","0",",T,,0","17.22",",0","22.67",",,,0","11.77",",,,0","",""
