"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00143483","1971-12","37.09444","-95.94222","231.6","HAVANA, KS US","12",",6","8",",6","3",",6","","","","","19711214",",,6","55.6",",,6,14,","190.5",",,,6"
"USC00143483","1972-01","37.09444","-95.94222","231.6","HAVANA, KS US","7",",6","1",",6","0",",6","","","","","19720102",",,6","4.8",",,6,02,","9.0",",,,6"
"USC00143483","1972-02","37.09444","-95.94222","231.6","HAVANA, KS US","4",",6","2",",6","0",",6","","","","","19720211",",,6","10.9",",,6,11,","14.7",",,,6"
"USC00143483","1972-03","37.09444","-95.94222","231.6","HAVANA, KS US","5",",6","3",",6","1",",6","","","","","19720324",",,6","31.5",",,6,24,","61.5",",,,6"
"USC00143483","1972-04","37.09444","-95.94222","231.6","HAVANA, KS US","7",",6","5",",6","3",",6","","","","","19720415",",,6","38.6",",,6,15,","136.9",",,,6"
"USC00143483","1972-05","37.09444","-95.94222","231.6","HAVANA, KS US","8",",6","6",",6","1",",6","","","","","19720501",",,6","40.6",",,6,01,","71.8",",,,6"
"USC00143483","1972-06","37.09444","-95.94222","231.6","HAVANA, KS US","8",",6","2",",6","1",",6","","","","","19720619",",,6","45.0",",,6,19,","62.7",",,,6"
"USC00143483","1972-07","37.09444","-95.94222","231.6","HAVANA, KS US","14",",6","8",",6","4",",6","","","","","19720719",",,6","179.8",",,6,19,","407.3",",,,6"
"USC00143483","1972-08","37.09444","-95.94222","231.6","HAVANA, KS US","9",",6","5",",6","2",",6","","","","","19720831",",,6","70.6",",,6,31,","137.8",",,,6"
"USC00143483","1972-09","37.09444","-95.94222","231.6","HAVANA, KS US","11",",6","6",",6","3",",6","","","","","19720926",",,6","70.1",",,6,26,","164.5",",,,6"
"USC00143483","1972-10","37.09444","-95.94222","231.6","HAVANA, KS US","9",",6","7",",6","5",",6","1","","","","19721022",",,6","153.9",",,6,22,","349.2",",,,6"
"USC00143483","1972-11","37.09444","-95.94222","231.6","HAVANA, KS US","14",",6","10",",6","4",",6","","","","","19721113",",,6","134.1",",,6,13,","308.8",",,,6"
"USC00143483","1972-12","37.09444","-95.94222","231.6","HAVANA, KS US","6",",6","2",",6","1",",6","","","","","19721212",",,6","52.6",",,6,12,","61.6",",,,6"
"USC00143483","1973-04","37.09444","-95.94222","231.6","HAVANA, KS US","14",",6","8",",6","5",",6","","","","","19730416",",,6","109.2",",,6,16,","339.0",",,,6"
"USC00143483","1973-05","37.09444","-95.94222","231.6","HAVANA, KS US","13",",6","9",",6","6",",6","","","","","19730501",",,6","56.6",",,6,01,","284.0",",,,6"
"USC00143483","1973-07","37.09444","-95.94222","231.6","HAVANA, KS US","12",",6","9",",6","5",",6","","","","","19730705",",,6","71.6",",,6,05,","246.9",",,,6"
"USC00143483","1973-08","37.09444","-95.94222","231.6","HAVANA, KS US","4",",6","1",",6","0",",6","","","","","19730809",",,6","5.1",",,6,09,","6.4",",,,6"
"USC00143483","1973-09","37.09444","-95.94222","231.6","HAVANA, KS US","18",",6","12",",6","9",",6","","","","","19730927",",,6","164.1",",,6,27,","635.3",",,,6"
"USC00143483","1973-10","37.09444","-95.94222","231.6","HAVANA, KS US","8",",6","5",",6","2",",6","","","","","19731011",",,6","107.2",",,6,11,","168.9",",,,6"
"USC00143483","1975-05","37.09444","-95.94222","231.6","HAVANA, KS US","12","1,6","12","1,6","1","1,6","","","","","19750507",",1,6","49.5","1,,6,07,","150.1","1,,,6"
"USC00143483","1982-04","37.09444","-95.94222","231.6","HAVANA, KS US","7",",6","3",",6","0",",6","","","3","","19820425",",,6","12.2",",,6,25,","27.9",",,,6"
