"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00294719","1939-12","35.0463","-107.3736","1777.0","LAGUNA, NM US","453.4","6","0.0",",6","1",",6","1",",6","0",",6","","","1",",6","0",",6","25",",6","1",",6","0",",6","0",",6","","","19391227",",,6","","","19391225",",,6","","","19391225",",,6","19391210",",,6","-15.6",",6,27,","","","64",",,6,25,","6.6",",,6,25,","20.6",",6,10,","","","992.2","6","436.6",",6","","","6.6",",,,6","64",",,,6","4.25",",6","12.96",",,,6","-4.46",",,,6","",""
"USC00294719","1940-01","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","2",",6","1",",6","0",",6","","","0",",6","0",",6","28",",6","1",",6","0",",6","0",",6","","","19400119",",,6","","","19400113",",,6","","","19400105",",,6","19400131",",,6","-15.0",",6,19,","","","0",",T,6,13,","5.1",",,6,05,","16.7",",6,31,","","","1508.7","6","516.5",",6","","","6.9",",,,6","0",",T,,6","1.67",",6","8.96",",,,6","-5.61",",,,6","",""
"USC00294719","1940-02","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0","1,6","3",",6","3",",6","0",",6","","","0",",6","0",",6","22",",6","0","1,6","2","1,6","0","1,6","","","19400218","+,,6","","","19400222","+,,6","","","19400202",",,6","19400228",",1,6","-10.6",",6,18,+","","","13",",,6,22,+","22.9",",,6,02,","22.8","1,6,28,","","","1920.0","6","411.3","1,6","","","30.3",",,,6","26",",,,6","3.69","1,6","11.24","1,,,6","-3.85",",,,6","",""
"USC00294719","1940-03","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","3",",6","1",",6","0",",6","","","1",",6","0",",6","13",",6","0",",6","8",",6","0",",6","","","19400314","+,,6","","","19400304",",,6","","","19400327",",,6","19400331",",,6","-6.7",",6,14,+","","","25",",,6,04,","11.7",",,6,27,","23.9",",6,31,","","","2217.3","6","297.3",",6","","","14.7",",,,6","25",",,,6","8.74",",6","17.19",",,,6","0.29",",,,6","",""
"USC00294719","1940-04","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","1",",6","1",",6","0",",6","","","0",",6","0",",6","6",",6","0",",6","15",",6","0",",6","","","19400412",",,6","","","19400416","+,,6","","","19400423",",,6","19400420",",,6","-3.3",",6,12,","","","0",",T,6,16,+","4.1",",,6,23,","27.2",",6,20,","","","2416.9","6","199.6",",6","","","4.1",",,,6","0",",T,,6","11.68",",6","20.48",",,,6","2.88",",,,6","",""
"USC00294719","1940-05","35.0463","-107.3736","1777.0","LAGUNA, NM US","20.6","6","20.6",",6","2",",6","2",",6","1",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","0",",6","","","19400510",",,6","","","19400531","+,,6","","","19400522",",,6","19400531",",,6","3.9",",6,10,","","","0",",,6,31,+","26.2",",,6,22,","31.7",",6,31,","","","2460.8","6","43.9",",6","","","29.0",",,,6","0",",,,6","17.58",",6","26.44",",,,6","8.72",",,,6","",""
"USC00294719","1940-06","35.0463","-107.3736","1777.0","LAGUNA, NM US","119.3","6","98.7","1,6","5",",6","2",",6","0",",6","","","0",",6","0","1,6","0","1,6","0","1,6","29","1,6","11","1,6","","","19400611","+,1,6","","","19400630","+,,6","","","19400629",",,6","19400618",",1,6","4.4","1,6,11,+","","","0",",,6,30,+","15.2",",,6,29,","35.0","1,6,18,","","","2466.2","6","5.4","1,6","","","30.4",",,,6","0",",,,6","21.55","1,6","30.99","1,,,6","12.11","1,,,6","",""
"USC00294719","1940-07","35.0463","-107.3736","1777.0","LAGUNA, NM US","279.9","6","160.6",",6","9",",6","6",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","20",",6","","","19400706",",,6","","","19400731","+,,6","","","19400725",",,6","19400725","+,,6","10.6",",6,06,","","","0",",,6,31,+","11.9",",,6,25,","36.1",",6,25,+","","","0.0","6","0.0",",6","","","38.6",",,,6","0",",,,6","23.51",",6","32.21",",,,6","14.81",",,,6","",""
"USC00294719","1940-08","35.0463","-107.3736","1777.0","LAGUNA, NM US","393.8","6","113.9",",6","6",",6","5",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","11",",6","","","19400830",",,6","","","19400831","+,,6","","","19400805",",,6","19400810","+,,6","9.4",",6,30,","","","0",",,6,31,+","19.6",",,6,05,","35.0",",6,10,+","","","1.1","6","1.1",",6","","","52.3",",,,6","0",",,,6","21.97",",6","30.30",",,,6","13.64",",,,6","",""
"USC00294719","1940-09","35.0463","-107.3736","1777.0","LAGUNA, NM US","418.8","6","25.0","1,6","11",",6","7",",6","0",",6","","","0",",6","0",",6","0",",6","0","1,6","27","1,6","0","1,6","","","19400925",",,6","","","19400930","+,,6","","","19400921",",,6","19400909",",1,6","7.2",",6,25,","","","0",",,6,30,+","20.8",",,6,21,","31.1","1,6,09,","","","24.6","6","23.5","1,6","","","64.7",",,,6","0",",,,6","18.43","1,6","26.18","1,,,6","10.68",",,,6","",""
"USC00294719","1940-10","35.0463","-107.3736","1777.0","LAGUNA, NM US","418.8","6","0.0",",6","3",",6","3",",6","0",",6","","","0",",6","0",",6","3",",6","0",",6","23",",6","0",",6","","","19401029",",,6","","","19401031","+,,6","","","19401027",",,6","19401021","+,,6","-3.3",",6,29,","","","0",",,6,31,+","3.0",",,6,27,","25.6",",6,21,+","","","182.2","6","157.6",",6","","","8.3",",,,6","0",",,,6","13.25",",6","22.18",",,,6","4.32",",,,6","",""
"USC00294719","1940-11","35.0463","-107.3736","1777.0","LAGUNA, NM US","418.8","6","0.0",",6","5",",6","3",",6","0",",6","","","1",",6","0",",6","25",",6","0",",6","0",",6","0",",6","","","19401114",",,6","","","19401124",",,6","","","19401124",",,6","19401103",",,6","-12.2",",6,14,","","","102",",,6,24,","20.3",",,6,24,","20.0",",6,03,","","","593.5","6","411.3",",6","","","32.5",",,,6","102",",,,6","4.62",",6","12.41",",,,6","-3.16",",,,6","",""
"USC00294719","1940-12","35.0463","-107.3736","1777.0","LAGUNA, NM US","418.8","6","0.0","2,6","6",",6","5",",6","0",",6","","","2",",6","0","2,6","26","2,6","0","2,6","0","2,6","0","2,6","","","19401216",",2,6","","","19401217","+,,6","","","19401225",",,6","19401206",",2,6","-10.6","2,6,16,","","","25",",,6,17,+","10.4",",,6,25,","17.2","2,6,06,","","","1013.4","6","419.9","2,6","","","32.0",",,,6","50",",,,6","3.85","2,6","10.92","2,,,6","-3.21","2,,,6","",""
"USC00294719","1941-01","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","5",",6","3",",6","0",",6","","","1",",6","0",",6","29",",6","0",",6","0",",6","0",",6","","","19410118",",,6","","","19410105",",,6","","","19410129",",,6","19410119",",,6","-10.0",",6,18,","","","25",",,6,05,","8.4",",,6,29,","12.2",",6,19,","","","1533.2","6","519.8",",6","","","21.9",",,,6","38",",,,6","1.56",",6","8.05",",,,6","-4.92",",,,6","",""
"USC00294719","1941-02","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","7",",6","3",",6","0",",6","","","0",",6","0",",6","21",",6","0",",6","0",",6","0",",6","","","19410202",",,6","","","19410207",",,6","","","19410207",",,6","19410228","+,,6","-5.6",",6,02,","","","13",",,6,07,","5.6",",,6,07,","18.3",",6,28,+","","","1891.3","6","358.1",",6","","","17.3",",,,6","13",",,,6","5.54",",6","13.14",",,,6","-2.05",",,,6","",""
"USC00294719","1941-03","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","5",",6","5",",6","0",",6","","","2",",6","0",",6","22",",6","0",",6","0",",6","0",",6","","","19410311",",,6","","","19410313",",,6","","","19410321",",,6","19410331","+,,6","-7.8",",6,11,","","","51",",,6,13,","17.8",",,6,21,","19.4",",6,31,+","","","2271.0","6","379.7",",6","","","45.3",",,,6","76",",,,6","6.08",",6","13.48",",,,6","-1.31",",,,6","",""
"USC00294719","1941-04","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","6",",6","4",",6","0",",6","","","0",",6","0",",6","10",",6","0",",6","2",",6","0",",6","","","19410407",",,6","","","19410422","+,,6","","","19410422",",,6","19410430",",,6","-3.9",",6,07,","","","0",",T,6,22,+","16.0",",,6,22,","22.2",",6,30,","","","2570.3","6","299.3",",6","","","35.8",",,,6","0",",T,,6","8.36",",6","15.41",",,,6","1.30",",,,6","",""
"USC00294719","1941-05","35.0463","-107.3736","1777.0","LAGUNA, NM US","11.7","6","11.7",",6","10",",6","7",",6","1",",6","","","0",",6","0",",6","0",",6","0",",6","22",",6","0",",6","","","19410502",",,6","","","19410531","+,,6","","","19410521",",,6","19410517","+,,6","3.9",",6,02,","","","0",",,6,31,+","30.0",",,6,21,","30.0",",6,17,+","","","2647.2","6","76.9",",6","","","59.6",",,,6","0",",,,6","16.23",",6","24.17",",,,6","8.29",",,,6","",""
"USC00294719","1941-06","35.0463","-107.3736","1777.0","LAGUNA, NM US","57.1","6","45.4",",6","4",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","27",",6","4",",6","","","19410612","+,,6","","","19410630","+,,6","","","19410604",",,6","19410619",",,6","4.4",",6,12,+","","","0",",,6,30,+","0.8",",,6,04,","33.9",",6,19,","","","2677.0","6","29.8",",6","","","2.3",",,,6","0",",,,6","18.85",",6","27.56",",,,6","10.15",",,,6","",""
"USC00294719","1941-07","35.0463","-107.3736","1777.0","LAGUNA, NM US","178.4","6","121.3",",6","7",",6","6",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","9",",6","","","19410704",",,6","","","19410731","+,,6","","","19410727",",,6","19410730",",,6","10.6",",6,04,","","","0",",,6,31,+","19.8",",,6,27,","33.9",",6,30,","","","0.0","6","0.0",",6","","","57.6",",,,6","0",",,,6","22.25",",6","31.04",",,,6","13.46",",,,6","",""
"USC00294719","1941-08","35.0463","-107.3736","1777.0","LAGUNA, NM US","309.2","6","130.8",",6","9",",6","6",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","9",",6","","","19410824",",,6","","","19410831","+,,6","","","19410814","+,,6","19410803","+,,6","10.0",",6,24,","","","0",",,6,31,+","7.1",",,6,14,+","33.9",",6,03,+","","","0.0","6","0.0",",6","","","40.9",",,,6","0",",,,6","22.55",",6","30.59",",,,6","14.51",",,,6","",""
"USC00294719","1941-09","35.0463","-107.3736","1777.0","LAGUNA, NM US","333.9","6","24.7",",6","8",",6","5",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","29",",6","1",",6","","","19410909",",,6","","","19410930","+,,6","","","19410928","+,,6","19410906",",,6","2.8",",6,09,","","","0",",,6,30,+","24.1",",,6,28,+","32.2",",6,06,","","","45.8","6","45.8",",6","","","71.3",",,,6","0",",,,6","17.63",",6","26.99",",,,6","8.27",",,,6","",""
"USC00294719","1941-10","35.0463","-107.3736","1777.0","LAGUNA, NM US","333.9","6","0.0",",6","6",",6","6",",6","2",",6","","","0",",6","0",",6","0",",6","0",",6","15",",6","0",",6","","","19411031","+,,6","","","19411031","+,,6","","","19411004",",,6","19411012",",,6","0.6",",6,31,+","","","0",",,6,31,+","27.9",",,6,04,","25.6",",6,12,","","","246.6","6","200.8",",6","","","92.7",",,,6","0",",,,6","11.86",",6","20.77",",,,6","2.94",",,,6","",""
"USC00294719","1941-11","35.0463","-107.3736","1777.0","LAGUNA, NM US","333.9","6","0.0","1,6","2",",6","2",",6","0",",6","","","0",",6","0","1,6","19","1,6","0","1,6","2","1,6","0","1,6","","","19411124",",1,6","","","19411121",",,6","","","19411121",",,6","19411116",",1,6","-9.4","1,6,24,","","","0",",T,6,21,","5.3",",,6,21,","21.7","1,6,16,","","","584.2","6","337.6","1,6","","","8.9",",,,6","0",",T,,6","6.69","1,6","16.21","1,,,6","-2.83","1,,,6","",""
"USC00294719","1941-12","35.0463","-107.3736","1777.0","LAGUNA, NM US","333.9","6","0.0",",6","3",",6","3",",6","0",",6","","","0",",6","0",",6","31",",6","0",",6","0",",6","0",",6","","","19411225",",,6","","","19411230","+,,6","","","19411227",",,6","19411202",",,6","-11.1",",6,25,","","","0",",T,6,30,+","6.4",",,6,27,","16.1",",6,02,","","","1102.7","6","518.5",",6","","","14.5",",,,6","0",",T,,6","1.61",",6","9.98",",,,6","-6.77",",,,6","",""
"USC00294719","1942-01","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","2",",6","2",",6","0",",6","","","2",",6","0",",6","31",",6","0",",6","0",",6","0",",6","","","19420106","+,,6","","","19420102","+,,6","","","19420101",",,6","19420128",",,6","-15.6",",6,06,+","","","51",",,6,02,+","10.9",",,6,01,","16.1",",6,28,","","","1605.1","6","502.4",",6","","","20.0",",,,6","102",",,,6","2.13",",6","10.68",",,,6","-6.42",",,,6","",""
"USC00294719","1942-02","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","2",",6","1",",6","0",",6","","","1",",6","0",",6","28",",6","0",",6","0",",6","0",",6","","","19420219",",,6","","","19420210",",,6","","","19420210",",,6","19420209",",,6","-15.0",",6,19,","","","51",",,6,10,","2.5",",,6,10,","15.6",",6,09,","","","2063.3","6","458.2",",6","","","3.5",",,,6","64",",,,6","1.97",",6","10.57",",,,6","-6.63",",,,6","",""
"USC00294719","1942-03","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","31",",6","0",",6","0",",6","0",",6","","","19420321",",,6","","","19420315",",,6","","","19420315",",,6","19420331","+,,6","-8.3",",6,21,","","","0",",T,6,15,","0.0",",T,6,15,","18.3",",6,31,+","","","2447.1","6","383.8",",6","","","0.0",",T,,6","0",",T,,6","5.95",",6","14.54",",,,6","-2.64",",,,6","",""
"USC00294719","1942-04","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","4",",6","3",",6","0",",6","","","0",",6","0",",6","8",",6","0",",6","19",",6","0",",6","","","19420407","+,,6","","","19420429","+,,6","","","19420423",",,6","19420414",",,6","-1.1",",6,07,+","","","0",",T,6,29,+","8.1",",,6,23,","26.1",",6,14,","","","2642.9","6","195.8",",6","","","14.4",",,,6","0",",T,,6","11.81",",6","20.59",",,,6","3.02",",,,6","",""
"USC00294719","1942-05","35.0463","-107.3736","1777.0","LAGUNA, NM US","15.3","6","15.3",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","27",",6","3",",6","","","19420501",",,6","","","19420531","+,,6","","","19420531","+,,6","19420526",",,6","0.6",",6,01,","","","0",",,6,31,+","0.0",",,6,31,+","32.8",",6,26,","","","2722.6","6","79.7",",6","","","0.0",",,,6","0",",,,6","16.25",",6","26.25",",,,6","6.26",",,,6","",""
"USC00294719","1942-06","35.0463","-107.3736","1777.0","LAGUNA, NM US","137.0","6","121.7",",6","1",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","18",",6","","","19420601",",,6","","","19420630","+,,6","","","19420603",",,6","19420617",",,6","6.7",",6,01,","","","0",",,6,30,+","2.5",",,6,03,","36.1",",6,17,","","","2723.1","6","0.5",",6","","","2.5",",,,6","0",",,,6","22.37",",6","32.14",",,,6","12.60",",,,6","",""
"USC00294719","1942-07","35.0463","-107.3736","1777.0","LAGUNA, NM US","314.6","6","177.6",",6","4",",6","3",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","23",",6","","","19420702",",,6","","","19420731","+,,6","","","19420716",",,6","19420712","+,,6","7.8",",6,02,","","","0",",,6,31,+","8.9",",,6,16,","37.2",",6,12,+","","","0.0","6","0.0",",6","","","18.8",",,,6","0",",,,6","24.06",",6","33.70",",,,6","14.43",",,,6","",""
"USC00294719","1942-08","35.0463","-107.3736","1777.0","LAGUNA, NM US","455.2","6","140.6",",6","7",",6","4",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","11",",6","","","19420816",",,6","","","19420831","+,,6","","","19420823",",,6","19420802",",,6","11.7",",6,16,","","","0",",,6,31,+","17.3",",,6,23,","33.9",",6,02,","","","0.0","6","0.0",",6","","","34.1",",,,6","0",",,,6","22.87",",6","31.03",",,,6","14.71",",,,6","",""
"USC00294719","1942-09","35.0463","-107.3736","1777.0","LAGUNA, NM US","494.8","6","39.6",",6","2",",6","2",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","1",",6","","","19420930",",,6","","","19420930","+,,6","","","19420911",",,6","19420901",",,6","1.7",",6,30,","","","0",",,6,30,+","8.6",",,6,11,","32.2",",6,01,","","","24.6","6","24.6",",6","","","11.6",",,,6","0",",,,6","18.83",",6","27.85",",,,6","9.81",",,,6","",""
"USC00294719","1942-10","35.0463","-107.3736","1777.0","LAGUNA, NM US","496.8","6","2.0",",6","3",",6","3",",6","0",",6","","","0",",6","0",",6","2",",6","0",",6","19",",6","0",",6","","","19421031",",,6","","","19421031","+,,6","","","19421016",",,6","19421004",",,6","-3.9",",6,31,","","","0",",,6,31,+","12.7",",,6,16,","27.2",",6,04,","","","172.4","6","147.8",",6","","","23.7",",,,6","0",",,,6","13.63",",6","21.06",",,,6","6.20",",,,6","",""
"USC00294719","1942-11","35.0463","-107.3736","1777.0","LAGUNA, NM US","496.8","6","0.0",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","17",",6","0",",6","5",",6","0",",6","","","19421121",",,6","","","19421130","+,,6","","","19421130","+,,6","19421108",",,6","-7.2",",6,21,","","","0",",,6,30,+","0.0",",,6,30,+","23.9",",6,08,","","","465.4","6","293.0",",6","","","0.0",",,,6","0",",,,6","8.57",",6","17.75",",,,6","-0.62",",,,6","",""
"USC00294719","1942-12","35.0463","-107.3736","1777.0","LAGUNA, NM US","496.8","6","0.0",",6","5",",6","5",",6","0",",6","","","0",",6","0",",6","26",",6","0",",6","0",",6","0",",6","","","19421207",",,6","","","19421231","+,,6","","","19421204",",,6","19421202",",,6","-8.9",",6,07,","","","0",",,6,31,+","7.6",",,6,04,","18.3",",6,02,","","","891.7","6","426.3",",6","","","23.6",",,,6","0",",,,6","4.58",",6","11.79",",,,6","-2.63",",,,6","",""
"USC00294719","1943-01","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0","1,6","1",",6","1",",6","0",",6","","","0",",6","0",",6","30",",6","0","1,6","0","1,6","0","1,6","","","19430119",",,6","","","19430127",",,6","","","19430127",",,6","19430123",",1,6","-17.2",",6,19,","","","20",",,6,27,","3.8",",,6,27,","16.1","1,6,23,","","","1371.0","6","479.3","1,6","","","3.8",",,,6","20",",,,6","2.38","1,6","9.74","1,,,6","-4.97",",,,6","",""
"USC00294719","1943-02","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","1",",6","0",",6","0",",6","","","0",",6","0",",6","22",",6","0",",6","0",",6","0",",6","","","19430210",",,6","","","19430209",",,6","","","19430209",",,6","19430220",",,6","-9.4",",6,10,","","","0",",T,6,09,","1.5",",,6,09,","20.0",",6,20,","","","1720.8","6","349.8",",6","","","1.5",",,,6","0",",T,,6","5.84",",6","13.89",",,,6","-2.21",",,,6","",""
"USC00294719","1943-03","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","2",",6","0",",6","0",",6","","","0",",6","0",",6","16",",6","0",",6","6",",6","0",",6","","","19430321","+,,6","","","19430318",",,6","","","19430318","+,,6","19430329",",,6","-8.3",",6,21,+","","","0",",T,6,18,","1.0",",,6,18,+","24.4",",6,29,","","","2053.9","6","333.1",",6","","","2.0",",,,6","0",",T,,6","7.59",",6","15.51",",,,6","-0.34",",,,6","",""
"USC00294719","1943-04","35.0463","-107.3736","1777.0","LAGUNA, NM US","7.6","6","7.6",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","3",",6","0",",6","22",",6","0",",6","","","19430409",",,6","","","19430430","+,,6","","","19430430","+,,6","19430429",",,6","-2.8",",6,09,","","","0",",,6,30,+","0.0",",,6,30,+","31.1",",6,29,","","","2170.5","6","116.6",",6","","","0.0",",,,6","0",",,,6","14.70",",6","23.59",",,,6","5.81",",,,6","",""
"USC00294719","1943-05","35.0463","-107.3736","1777.0","LAGUNA, NM US","30.4","6","22.8",",6","3",",6","2",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","0",",6","","","19430516","+,,6","","","19430531","+,,6","","","19430509",",,6","19430527","+,,6","2.2",",6,16,+","","","0",",,6,31,+","20.3",",,6,09,","31.1",",6,27,+","","","2230.0","6","59.5",",6","","","26.1",",,,6","0",",,,6","17.15",",6","26.52",",,,6","7.78",",,,6","",""
"USC00294719","1943-06","35.0463","-107.3736","1777.0","LAGUNA, NM US","124.4","6","94.0",",6","4",",6","4",",6","1",",6","","","0",",6","0",",6","0",",6","0",",6","30",",6","11",",6","","","19430604",",,6","","","19430630","+,,6","","","19430629",",,6","19430624",",,6","6.1",",6,04,","","","0",",,6,30,+","30.0",",,6,29,","35.0",",6,24,","","","2231.9","6","1.9",",6","","","55.2",",,,6","0",",,,6","21.40",",6","30.39",",,,6","12.41",",,,6","",""
"USC00294719","1943-07","35.0463","-107.3736","1777.0","LAGUNA, NM US","299.6","6","175.2",",6","4",",6","3",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","19",",6","","","19430711","+,,6","","","19430731","+,,6","","","19430731",",,6","19430730","+,,6","13.3",",6,11,+","","","0",",,6,31,+","15.2",",,6,31,","35.0",",6,30,+","","","0.0","6","0.0",",6","","","33.5",",,,6","0",",,,6","23.99",",6","31.97",",,,6","16.00",",,,6","",""
"USC00294719","1943-08","35.0463","-107.3736","1777.0","LAGUNA, NM US","467.8","6","168.2","1,6","11",",6","6",",6","0",",6","","","0",",6","0",",6","0",",6","0","1,6","30","1,6","15","1,6","","","19430825",",,6","","","19430831","+,,6","","","19430827",",,6","19430809","+,1,6","12.2",",6,25,","","","0",",,6,31,+","10.4",",,6,27,","33.9","1,6,09,+","","","0.0","6","0.0","1,6","","","41.3",",,,6","0",",,,6","23.95","1,6","31.47","1,,,6","16.43",",,,6","",""
"USC00294719","1943-09","35.0463","-107.3736","1777.0","LAGUNA, NM US","524.8","6","57.0",",6","2",",6","1",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","28",",6","2",",6","","","19430923",",,6","","","19430930","+,,6","","","19430927",",,6","19430911","+,,6","7.8",",6,23,","","","0",",,6,30,+","5.1",",,6,27,","32.2",",6,11,+","","","14.7","6","14.7",",6","","","6.9",",,,6","0",",,,6","19.74",",6","28.13",",,,6","11.35",",,,6","",""
"USC00294719","1943-10","35.0463","-107.3736","1777.0","LAGUNA, NM US","524.8","6","0.0",",6","2",",6","1",",6","0",",6","","","0",",6","0",",6","5",",6","0",",6","22",",6","0",",6","","","19431021",",,6","","","19431031","+,,6","","","19431019",",,6","19431016",",,6","-4.4",",6,21,","","","0",",,6,31,+","2.5",",,6,19,","27.2",",6,16,","","","194.3","6","179.6",",6","","","4.0",",,,6","0",",,,6","12.54",",6","21.81",",,,6","3.27",",,,6","",""
"USC00294719","1943-11","35.0463","-107.3736","1777.0","LAGUNA, NM US","524.8","6","0.0",",6","2",",6","2",",6","0",",6","","","1",",6","0",",6","21",",6","0",",6","1",",6","0",",6","","","19431127","+,,6","","","19431127",",,6","","","19431125",",,6","19431105",",,6","-10.0",",6,27,+","","","30",",,6,27,","5.3",",,6,25,","22.8",",6,05,","","","564.4","6","370.1",",6","","","10.4",",,,6","30",",,,6","6.00",",6","14.90",",,,6","-2.91",",,,6","",""
"USC00294719","1943-12","35.0463","-107.3736","1777.0","LAGUNA, NM US","524.8","6","0.0",",6","2",",6","2",",6","0",",6","","","2",",6","1",",6","31",",6","6",",6","0",",6","0",",6","","","19431229",",,6","","","19431227",",,6","","","19431209",",,6","19431208",",,6","-18.3",",6,29,","","","152",",,6,27,","17.8",",,6,09,","8.9",",6,08,","","","1194.0","6","629.6",",6","","","29.2",",,,6","241",",,,6","-1.98",",6","3.50",",,,6","-7.45",",,,6","",""
"USC00294719","1944-01","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0","1,6","2",",6","0",",6","0",",6","","","1",",6","0",",6","31",",6","8","1,6","0","1,6","0","1,6","","","19440110","+,,6","","","19440107",",,6","","","19440107",",,6","19440121",",1,6","-15.0",",6,10,+","","","25",",,6,07,","1.8",",,6,07,","8.9","1,6,21,","","","1812.3","6","618.3","1,6","","","2.8",",,,6","25",",,,6","-2.36","1,6","2.94","1,,,6","-7.67",",,,6","",""
"USC00294719","1944-02","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0","4,6","1",",6","0",",6","0",",6","","","0",",6","0",",6","28",",6","0","4,6","0","4,6","0","4,6","","","19440219","+,,6","","","19440225",",,6","","","19440225",",,6","19440207",",4,6","-11.1",",6,19,+","","","3",",,6,25,","1.3",",,6,25,","13.3","4,6,07,","","","2238.4","6","426.1","4,6","","","1.3",",,,6","3",",,,6","1.35","4,6","7.98","4,,,6","-5.27",",,,6","",""
"USC00294719","1944-03","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","23",",6","0",",6","0",",6","0",",6","","","19440307",",,6","","","19440331","+,,6","","","19440318",",,6","19440312",",,6","-10.6",",6,07,","","","0",",,6,31,+","0.0",",T,6,18,","16.1",",6,12,","","","2668.7","6","430.3",",6","","","0.0",",T,,6","0",",,,6","4.45",",6","11.26",",,,6","-2.35",",,,6","",""
"USC00294719","1944-04","35.0463","-107.3736","1777.0","LAGUNA, NM US","0.0","6","0.0",",6","0",",6","0",",6","0",",6","","","0",",6","0",",6","7",",6","0",",6","1",",6","0",",6","","","19440417",",,6","","","19440409",",,6","","","19440409",",,6","19440406",",,6","-7.8",",6,17,","","","0",",T,6,09,","0.0",",T,6,09,","21.7",",6,06,","","","2965.6","6","296.9",",6","","","0.0",",T,,6","0",",T,,6","8.44",",6","15.87",",,,6","1.00",",,,6","",""
