"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00400137","1984-05","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","81.2","0","61.6",",0","12",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","19840530",",,0","19840531","+,,0","19840531","+,,0","19840502",",,0","19840526",",,0","4.4",",0,30,","0",",,0,31,+","0",",,0,31,+","69.1",",,0,02,","31.1",",0,26,","","","2221.8","0","  21.7",",,,3,0,2","","","46.1",",0","  31.1",",,,3,0,2","","","  13.9",",,,3,0,2","","","  21.1",",,,3,0,2","","","  18.1",",,,3,0,2","","","  26.3",",,,3,0,2","","","230.4",",,,0","0",",,,0","18.83",",0","25.26",",,,0","12.40",",,,0","",""
"USC00400137","1984-06","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","278.1","0","196.9",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","16",",0","","","19840601",",,0","19840630","+,,0","19840630","+,,0","19840629",",,0","19840623","+,,0","7.8",",0,01,","0",",,0,30,+","0",",,0,30,+","22.9",",,0,29,","35.0",",0,23,+","","","2224.0","0","  27.2",",,,0,0,2","","","2.2",",0","  36.1",",,,0,0,2","","","  15.6",",,,0,0,2","","","  28.3",",,,0,0,2","","","  24.2",",,,0,0,2","","","  32.9",",,,0,0,2","","","37.6",",,,0","0",",,,0","24.82",",0","31.75",",,,0","17.89",",,,0","",""
"USC00400137","1984-07","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","487.7","0","209.6",",0","8",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","","","19840720","+,,0","19840731","+,,0","19840731","+,,0","19840727",",,0","19840710",",,0","13.3",",0,20,+","0",",,0,31,+","0",",,0,31,+","12.7",",,0,27,","35.6",",0,10,","","","0.0","0","  28.9",",,,0,0,2","","","0.0",",0","  38.9",",,,0,0,2","","","  22.2",",,,0,0,2","","","  27.8",",,,0,0,2","","","  25.2",",,,0,0,2","","","  33.4",",,,0,0,2","","","49.8",",,,0","0",",,,0","25.09",",0","31.53",",,,0","18.66",",,,0","",""
"USC00400137","1984-08","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","686.4","0","198.7",",0","8",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","","","19840825","+,,0","19840831","+,,0","19840831","+,,0","19840820",",,0","19840830","+,,0","14.4",",0,25,+","0",",,0,31,+","0",",,0,31,+","35.6",",,0,20,","33.3",",0,30,+","","","0.0","0","  26.1",",,,0,0,2","","","0.0",",0","  33.9",",,,0,0,2","","","  21.7",",,,0,0,2","","","  27.8",",,,0,0,2","","","  24.4",",,,0,0,2","","","  30.9",",,,0,0,2","","","101.2",",,,0","0",",,,0","24.74",",0","30.58",",,,0","18.90",",,,0","",""
"USC00400137","1984-09","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","775.8","0","89.4","1,0","5",",0","3",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","26",",0","6",",0","","","19840929",",1,0","19840930","+,,0","19840930","+,,0","19840911",",,0","19840902",",,0","7.8","1,0,29,","0",",,0,30,+","0",",,0,30,+","53.3",",,0,11,","33.3",",0,02,","","","28.1","0","  26.1",",,,0,0,2","","","28.1",",0","  33.3",",,,0,0,2","","","  15.6",",,,0,0,2","","","  19.4",",,,0,0,2","","","  20.7",",,,0,0,2","","","  26.9",",,,0,0,2","","","97.8",",,,0","0",",,,0","20.54","1,0","27.14",",,,0","13.95","1,,,0","",""
"USC00400137","1984-10","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","835.8","0","60.0",",0","13",",0","12",",0","4",",0","0",",0","0",",0","0",",0","2",",0","0",",0","23",",0","0",",0","","","19841003","+,,0","19841031","+,,0","19841031","+,,0","19841023",",,0","19841017",",,0","0.0",",0,03,+","0",",,0,31,+","0",",,0,31,+","57.4",",,0,23,","29.4",",0,17,","","","77.8","0","  21.1","1,,,0,0,2","","","49.7",",0","  26.1","1,,,0,0,2","","","  12.2","1,,,0,0,2","","","  16.7","1,,,0,0,2","","","  18.5","1,,,0,0,2","","","  23.0","1,,,0,0,2","","","251.0",",,,0","0",",,,0","18.67",",0","24.15",",,,0","13.18",",,,0","",""
"USC00400137","1984-11","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","840.5","0","4.7","1,0","10",",0","8",",0","3",",0","0",",0","0",",0","0","1,0","13","1,0","0",",0","5",",0","0",",0","","","19841124","+,1,0","19841130","+,,0","19841130","+,,0","19841102",",,0","19841101",",,0","-5.6","1,0,24,+","0",",,0,30,+","0",",,0,30,+","65.8",",,0,02,","29.4",",0,01,","","","364.3","0","  19.4",",,,0,0,2","","","286.5",",0","  25.6",",,,0,0,2","","","   3.9",",,,0,0,2","","","   8.3",",,,0,0,2","","","   9.0",",,,0,0,2","","","  14.3",",,,0,0,2","","","175.2",",,,0","0",",,,0","8.69","1,0","15.49",",,,0","1.89","1,,,0","",""
"USC00400137","1984-12","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","","","","","11",",0","8",",0","1",",0","0",",0","0",",0","","","","","0",",0","8",",0","0",",0","","","","","19841231","+,,0","19841231","+,,0","19841220",",,0","19841215",",,0","","","0",",,0,31,+","0",",,0,31,+","54.1",",,0,20,","25.0",",0,15,","","","","","  16.1","2,,,0,0,2","","","","","  18.9","2,,,0,0,2","","","   2.8","2,,,0,0,2","","","   5.0","2,,,0,0,2","","","   9.2","2,,,0,0,2","","","  13.0","2,,,0,0,2","","","100.5",",,,0","0",",,,0","","","16.14",",,,0","","","",""
"USC00400137","1985-01","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","0.0","0","0.0","1,0","7",",0","6",",0","0",",0","","","","","2","1,0","29","1,0","7",",0","0",",0","0",",0","","","19850121",",1,0","","","","","19850117",",,0","19850101",",,0","-24.4","1,0,21,","","","","","16.5",",,0,17,","19.4",",0,01,","","","","","  15.0","1,,,0,0,2","","","591.7",",0","  16.7","1,,,0,0,2","","","   1.7","1,,,0,0,2","","","   1.7","1,,,0,0,2","","","   3.2","1,,,0,0,2","","","   5.2","1,,,0,0,2","","","79.2",",,,0","","","-1.29","1,0","3.85",",,,0","-6.42","1,,,0","",""
"USC00400137","1985-02","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","0.8","0","0.8",",0","7",",0","7",",0","2",",0","","","","","0",",0","19",",0","4",",0","2",",0","0",",0","","","19850203",",,0","","","","","19850224",",,0","19850224",",,0","-15.0",",0,03,","","","","","39.4",",,0,24,","25.0",",0,24,","","","","","  11.7",",,,0,0,2","","","439.1",",0","  17.2",",,,0,0,2","","","   1.1",",,,0,0,2","","","   1.7",",,,0,0,2","","","   4.1",",,,0,0,2","","","   6.7",",,,0,0,2","","","103.6",",,,0","","","2.68",",0","8.32",",,,0","-2.96",",,,0","",""
"USC00400137","1985-03","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","6.7","0","5.9","1,0","14",",0","8",",0","1",",0","0",",0","0",",0","0","1,0","6","1,0","0",",0","11",",0","0",",0","","","19850318",",1,0","19850331","+,,0","19850331","+,,0","19850331",",,0","19850330",",,0","-2.2","1,0,18,","0",",,0,31,+","0",",,0,31,+","26.7",",,0,31,","26.7",",0,30,","","","","","  18.3",",,,0,0,2","","","182.2",",0","  21.7",",,,0,0,2","","","   5.0",",,,0,0,2","","","  11.1",",,,0,0,2","","","   9.8",",,,0,0,2","","","  15.7",",,,0,0,2","","","80.5",",,,0","0",",,,0","12.41","1,0","18.62",",,,0","6.21","1,,,0","",""
"USC00400137","1985-04","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","45.3","0","38.6","1,0","11",",0","6",",0","1",",0","0",",0","0",",0","0","1,0","2","1,0","0",",0","20",",0","0",",0","","","19850409",",1,0","19850430","+,,0","19850430","+,,0","19850424",",,0","19850419",",,0","-2.2","1,0,09,","0",",,0,30,+","0",",,0,30,+","48.0",",,0,24,","29.4",",0,19,","","","","","  21.1",",,,0,0,2","","","99.3",",0","  28.3",",,,0,0,2","","","   7.8",",,,0,0,2","","","  16.7",",,,0,0,2","","","  14.4",",,,0,0,2","","","  21.6",",,,0,0,2","","","99.6",",,,0","0",",,,0","16.32","1,0","22.71",",,,0","9.93","1,,,0","",""
"USC00400137","1985-05","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","","","","","","","","","","","0",",0","0",",0","","","","","","","","","","","","","","","19850531","+,,0","19850531","+,,0","","","","","","","0",",,0,31,+","0",",,0,31,+","","","","","","","","","  23.9",",,,0,0,2","","","","","  30.6",",,,0,0,2","","","  14.4",",,,0,0,2","","","  21.1",",,,0,0,2","","","  19.3",",,,0,0,2","","","  26.9",",,,0,0,2","","","","","0",",,,0","","","","","","","",""
"USC00400137","1985-06","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","","","176.5",",0","10",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","13",",0","","","19850613",",,0","19850630","+,,0","19850630","+,,0","19850628",",,0","19850602",",,0","8.9",",0,13,","0",",,0,30,+","0",",,0,30,+","71.1",",,0,28,","34.4",",0,02,","","","","","  27.2",",,,0,0,2","","","4.2",",0","  36.1",",,,0,0,2","","","  18.3",",,,0,0,2","","","  25.6",",,,0,0,2","","","  23.5",",,,0,0,2","","","  31.7",",,,0,0,2","","","185.1",",,,0","0",",,,0","24.08",",0","30.23",",,,0","17.93",",,,0","",""
"USC00400137","1985-07","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","","","217.9","1,0","8",",0","6",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","15",",0","","","19850718",",1,0","19850731","+,,0","19850731","+,,0","19850727",",,0","19850721","+,,0","14.4","1,0,18,","0",",,0,31,+","0",",,0,31,+","43.7",",,0,27,","35.0",",0,21,+","","","0.0","0","  29.4",",,,0,0,2","","","0.0",",0","  38.3",",,,0,0,2","","","  21.1",",,,0,0,2","","","  26.7",",,,0,0,2","","","  25.7",",,,0,0,2","","","  33.4",",,,0,0,2","","","115.0",",,,0","0",",,,0","25.52","1,0","31.60",",,,0","19.43","1,,,0","",""
"USC00400137","1985-08","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","","","203.6",",0","8",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","14",",0","","","19850827","+,,0","19850831","+,,0","19850831","+,,0","19850817",",,0","19850815","+,,0","14.4",",0,27,+","0",",,0,31,+","0",",,0,31,+","59.4",",,0,17,","33.9",",0,15,+","","","0.0","0","  27.2",",,,0,0,2","","","0.0",",0","  34.4",",,,0,0,2","","","  20.0",",,,0,0,2","","","  26.1",",,,0,0,2","","","  24.7",",,,0,0,2","","","  31.1",",,,0,0,2","","","146.8",",,,0","0",",,,0","24.90",",0","30.36",",,,0","19.44",",,,0","",""
"USC00400137","1985-09","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","","","121.0",",0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","","","19850927",",,0","19850930","+,,0","19850930","+,,0","19850930",",,0","19850909","+,,0","5.0",",0,27,","0",",,0,30,+","0",",,0,30,+","41.7",",,0,30,","33.9",",0,09,+","","","17.8","0","  26.1",",,,0,0,2","","","17.8",",0","  32.8",",,,0,0,2","","","  15.0",",,,0,0,2","","","  22.2",",,,0,0,2","","","  21.5",",,,0,0,2","","","  27.8",",,,0,0,2","","","111.4",",,,0","0",",,,0","21.77",",0","28.93",",,,0","14.61",",,,0","",""
"USC00400137","1985-10","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","","","47.6",",0","12",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","19851007","+,,0","19851031","+,,0","19851031","+,,0","19851020",",,0","19851014","+,,0","2.2",",0,07,+","0",",,0,31,+","0",",,0,31,+","41.9",",,0,20,","30.6",",0,14,+","","","66.4","0","  21.7",",,,0,0,2","","","48.6",",0","  27.2",",,,0,0,2","","","  12.8",",,,0,0,2","","","  18.3",",,,0,0,2","","","  17.6",",,,0,0,2","","","  22.1",",,,0,0,2","","","159.0",",,,0","0",",,,0","18.30",",0","24.41",",,,0","12.19",",,,0","",""
"USC00400137","1985-11","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","","","17.5",",0","13",",0","5",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","13",",0","0",",0","","","19851108","+,,0","19851130","+,,0","19851130","+,,0","19851127",",,0","19851113",",,0","-0.6",",0,08,+","0",",,0,30,+","0",",,0,30,+","26.4",",,0,27,","27.2",",0,13,","","","219.5","0","  18.9",",,,0,0,2","","","153.1",",0","  22.2",",,,0,0,2","","","   8.9",",,,0,0,2","","","  12.8",",,,0,0,2","","","  14.0",",,,0,0,2","","","  17.7",",,,0,0,2","","","91.0",",,,0","0",",,,0","13.81",",0","19.29",",,,0","8.33",",,,0","",""
"USC00400137","1985-12","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","","","0.0","3,0","8",",0","4",",0","0",",0","0",",0","0",",0","0","2,0","26","2,0","6","1,0","2","1,0","0","1,0","","","19851220","+,2,0","19851231","+,,0","19851231","+,,0","19851212",",,0","19851201",",1,0","-13.9","2,0,20,+","0",",,0,31,+","0",",,0,31,+","19.1",",,0,12,","22.2","1,0,01,","","","711.5","0","  12.2",",,,0,0,2","","","492.0","1,0","  16.7",",,,0,0,2","","","   0.6",",,,0,0,2","","","   1.7",",,,0,0,2","","","   4.5",",,,0,0,2","","","   7.2",",,,0,0,2","","","51.0",",,,0","0",",,,0","1.30","3,0","8.53","1,,,0","-5.94","2,,,0","",""
"USC00400137","1986-01","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","0.0","0","0.0",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","24",",0","1",",0","1",",0","0",",0","","","19860128","+,,0","19860131","+,,0","19860131","+,,0","19860119",",,0","19860122",",,0","-13.3",",0,28,+","0",",,0,31,+","0",",,0,31,+","9.1",",,0,19,","23.3",",0,22,","","","1149.6","0","   9.4",",,,0,0,2","","","438.1",",0","  13.9",",,,0,0,2","","","   1.7",",,,0,0,2","","","   1.7",",,,0,0,2","","","   3.7",",,,0,0,2","","","   7.5",",,,0,0,2","","","11.9",",,,0","0",",,,0","4.20",",0","11.61",",,,0","-3.21",",,,0","",""
"USC00400137","1986-02","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","0.6","0","0.6",",0","12","1,0","8","1,0","1","1,0","0","4,0","0","3,0","0",",0","13",",0","3",",0","8",",0","0",",0","","","19860212",",,0","19860228","+,4,0","19860228","+,3,0","19860206",",1,0","19860221",",,0","-12.8",",0,12,","0","4,,0,28,+","0","3,,0,28,+","34.8","1,,0,06,","26.7",",0,21,","","","1452.8","0","  14.4",",,,0,0,2","","","303.2",",0","  18.9",",,,0,0,2","","","   2.2",",,,0,0,2","","","   2.2",",,,0,0,2","","","   7.1",",,,0,0,2","","","  11.4",",,,0,0,2","","","95.3","1,,,0","0","3,,,0","7.53",",0","13.27",",,,0","1.78",",,,0","",""
"USC00400137","1986-03","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","2.0","0","1.4","1,0","3",",0","3",",0","1",",0","0",",0","0",",0","0","1,0","9","1,0","0",",0","12",",0","0",",0","","","19860301",",1,0","19860331","+,,0","19860331","+,,0","19860319",",,0","19860331",",,0","-9.4","1,0,01,","0",",,0,31,+","0",",,0,31,+","26.4",",,0,19,","28.9",",0,31,","","","1696.1","0","  13.9","1,,,0,0,2","","","243.3",",0","  22.8","1,,,0,0,2","","","   3.9","1,,,0,0,2","","","   6.7","1,,,0,0,2","","","   8.6","1,,,0,0,2","","","  14.0","1,,,0,0,2","","","61.7",",,,0","0",",,,0","10.38","1,0","17.79",",,,0","2.97","1,,,0","",""
"USC00400137","1986-04","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","34.4","0","32.4",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","20",",0","0",",0","","","19860423","+,,0","19860430","+,,0","19860430","+,,0","19860405",",,0","19860430","+,,0","0.0",",0,23,+","0",",,0,30,+","0",",,0,30,+","27.4",",,0,05,","28.9",",0,30,+","","","1787.5","0","  18.9",",,,0,0,2","","","91.4",",0","  28.3",",,,0,0,2","","","   9.4",",,,0,0,2","","","  13.9",",,,0,0,2","","","  14.4",",,,0,0,2","","","  22.2",",,,0,0,2","","","62.4",",,,0","0",",,,0","16.36",",0","23.59",",,,0","9.14",",,,0","",""
"USC00400137","1986-05","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","130.0","0","95.6",",0","13",",0","11",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","2",",0","","","19860504",",,0","19860531","+,,0","19860531","+,,0","19860525",",,0","19860510",",,0","4.4",",0,04,","0",",,0,31,+","0",",,0,31,+","31.5",",,0,25,","32.8",",0,10,","","","1813.3","0","  23.3",",,,0,0,2","","","25.8",",0","  33.3",",,,0,0,2","","","  13.9",",,,0,0,2","","","  18.9",",,,0,0,2","","","  19.8",",,,0,0,2","","","  26.7",",,,0,0,2","","","126.0",",,,0","0",",,,0","20.59",",0","26.35",",,,0","14.83",",,,0","",""
"USC00400137","1986-06","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","339.1","0","209.1",",0","10",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","13",",0","","","19860614",",,0","19860630","+,,0","19860630","+,,0","19860605",",,0","19860624","+,,0","14.4",",0,14,","0",",,0,30,+","0",",,0,30,+","62.5",",,0,05,","35.0",",0,24,+","","","1813.3","0","  29.4",",,,0,0,2","","","0.0",",0","  37.8",",,,0,0,2","","","  23.3",",,,0,0,2","","","  26.1",",,,0,0,2","","","  25.6",",,,0,0,2","","","  32.6",",,,0,0,2","","","147.6",",,,0","0",",,,0","25.30",",0","31.10",",,,0","19.50",",,,0","",""
"USC00400137","1986-07","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","629.5","0","290.4",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","29",",0","","","19860704",",,0","19860731","+,,0","19860731","+,,0","19860715",",,0","19860731",",,0","16.7",",0,04,","0",",,0,31,+","0",",,0,31,+","21.6",",,0,15,","38.3",",0,31,","","","0.0","0","  30.6","1,,,0,0,2","","","0.0",",0","  39.4","1,,,0,0,2","","","  24.4","1,,,0,0,2","","","  31.1","1,,,0,0,2","","","  28.7","1,,,0,0,2","","","  36.6","1,,,0,0,2","","","53.6",",,,0","0",",,,0","27.70",",0","34.42",",,,0","20.98",",,,0","",""
"USC00400137","1986-08","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","825.5","0","196.0",",0","11",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","","","19860829",",,0","19860831","+,,0","19860831","+,,0","19860817",",,0","19860801",",,0","7.8",",0,29,","0",",,0,31,+","0",",,0,31,+","15.0",",,0,17,","38.3",",0,01,","","","3.3","0","  31.1",",,,0,0,2","","","3.3",",0","  38.9",",,,0,0,2","","","  20.6",",,,0,0,2","","","  26.7",",,,0,0,2","","","  25.5",",,,0,0,2","","","  32.3",",,,0,0,2","","","54.9",",,,0","0",",,,0","24.55",",0","31.29",",,,0","17.81",",,,0","",""
"USC00400137","1986-09","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","994.0","0","168.5",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","16",",0","","","19860908",",,0","19860930","+,,0","19860930","+,,0","19860922",",,0","19860929",",,0","10.6",",0,08,","0",",,0,30,+","0",",,0,30,+","42.7",",,0,22,","35.0",",0,29,","","","3.3","0","  25.6",",,,0,0,2","","","0.0",",0","  31.7",",,,0,0,2","","","  20.6",",,,0,0,2","","","  23.9",",,,0,0,2","","","  23.6",",,,0,0,2","","","  29.0",",,,0,0,2","","","80.7",",,,0","0",",,,0","23.95",",0","30.81",",,,0","17.09",",,,0","",""
"USC00400137","1986-10","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","1032.1","0","38.1",",0","12",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","3",",0","","","19861017","+,,0","19861031","+,,0","19861031","+,,0","19861025",",,0","19861001",",,0","1.1",",0,17,+","0",",,0,31,+","0",",,0,31,+","55.9",",,0,25,","33.3",",0,01,","","","113.3","0","  25.0",",,,0,0,2","","","110.0",",0","  30.6",",,,0,0,2","","","  12.8",",,,0,0,2","","","  16.1",",,,0,0,2","","","  17.1",",,,0,0,2","","","  21.6",",,,0,0,2","","","111.3",",,,0","0",",,,0","16.01",",0","22.75",",,,0","9.27",",,,0","",""
"USC00400137","1986-11","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","1032.4","0","0.3",",0","14","4,0","10","4,0","3","4,0","0",",0","0",",0","0",",0","5",",0","1",",0","3",",0","0",",0","","","19861114",",,0","19861130","+,,0","19861130","+,,0","19861108",",4,0","19861101",",,0","-8.9",",0,14,","0",",,0,30,+","0",",,0,30,+","113.0","4,,0,08,","25.0",",0,01,","","","369.9","0","  18.3","2,,,0,0,2","","","256.6",",0","  20.0","3,,,0,0,2","","","   4.4","2,,,0,0,2","","","   7.2","3,,,0,0,2","","","  11.4","2,,,0,0,2","","","  14.9","3,,,0,0,2","","","250.2","4,,,0","0",",,,0","9.79",",0","14.72",",,,0","4.86",",,,0","",""
"USC00400137","1986-12","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","1032.4","0","0.0","1,0","10",",0","7",",0","2",",0","0",",0","0",",0","0","1,0","20","1,0","0","1,0","0","1,0","0","1,0","","","19861206",",1,0","19861231","+,,0","19861231","+,,0","19861209",",,0","19861210",",1,0","-6.1","1,0,06,","0",",,0,31,+","0",",,0,31,+","50.8",",,0,09,","18.9","1,0,10,","","","782.6","0","  12.2","4,,,0,0,2","","","412.7","1,0","  13.9","3,,,0,0,2","","","   2.8","4,,,0,0,2","","","   5.6","3,,,0,0,2","","","   6.0","4,,,0,0,2","","","   9.0","3,,,0,0,2","","","124.7",",,,0","0",",,,0","4.58","1,0","9.49","1,,,0","-0.34","1,,,0","",""
"USC00400137","1987-01","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","0.0","0","0.0","2,0","7",",0","5",",0","1",",0","","","","","0",",0","24",",0","2","2,0","0","2,0","0","2,0","","","19870127",",,0","","","","","19870118",",,0","19870130","+,2,0","-10.6",",0,27,","","","","","89.2",",,0,18,","19.4","2,0,30,+","","","1223.5","0","   8.9",",,,0,0,2","","","440.9","2,0","  11.7",",,,0,0,2","","","   2.2",",,,0,0,2","","","   2.2",",,,0,0,2","","","   4.3",",,,0,0,2","","","   6.6",",,,0,0,2","","","122.1",",,,0","","","3.06","2,0","8.50","2,,,0","-2.38",",,,0","",""
"USC00400137","1987-02","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","0.0","0","0.0",",0","12",",0","11",",0","2",",0","0",",0","0",",0","0",",0","12",",0","0",",0","0",",0","0",",0","","","19870210",",,0","19870228","+,,0","19870228","+,,0","19870227",",,0","19870214","+,,0","-6.7",",0,10,","0",",,0,28,+","0",",,0,28,+","42.9",",,0,27,","20.6",",0,14,+","","","1552.7","0","  11.7","2,,,0,0,2","","","329.2",",0","  13.9","2,,,0,0,2","","","   3.3","2,,,0,0,2","","","   4.4","2,,,0,0,2","","","   5.9","2,,,0,0,2","","","  10.2","2,,,0,0,2","","","163.5",",,,0","0",",,,0","6.58",",0","11.82",",,,0","1.33",",,,0","",""
"USC00400137","1987-03","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","3.3","0","3.3",",0","6",",0","5",",0","1",",0","0","2,0","0","2,0","0",",0","7",",0","0",",0","13",",0","0",",0","","","19870312",",,0","19870331","+,2,0","19870331","+,2,0","19870318",",,0","19870323",",,0","-5.6",",0,12,","0","2,,0,31,+","0","2,,0,31,+","36.3",",,0,18,","27.2",",0,23,","","","1759.6","0","  13.9",",,,0,0,2","","","206.9",",0","  20.6",",,,0,0,2","","","   3.3",",,,0,0,2","","","   8.9",",,,0,0,2","","","   9.6",",,,0,0,2","","","  15.7",",,,0,0,2","","","81.5",",,,0","0","2,,,0","11.76",",0","18.65",",,,0","4.87",",,,0","",""
"USC00400137","1987-04","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","20.5","0","17.2",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","19",",0","1",",0","","","19870404",",,0","19870430","+,,0","19870430","+,,0","19870414",",,0","19870422",",,0","-3.9",",0,04,","0",",,0,30,+","0",",,0,30,+","54.4",",,0,14,","32.8",",0,22,","","","1907.7","0","  18.9",",,,0,0,2","","","148.1",",0","  29.4",",,,0,0,2","","","   3.9",",,,0,0,2","","","  10.0",",,,0,0,2","","","  12.5",",,,0,0,2","","","  20.1",",,,0,0,2","","","93.5",",,,0","0",",,,0","13.97",",0","21.22",",,,0","6.72",",,,0","",""
"USC00400137","1987-05","35.11458","-89.21254","165.5","AMES PLANTATION, TN US","158.1","0","137.6","1,0","9",",0","8",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","4",",0","","","19870509",",1,0","19870531","+,,0","19870531","+,,0","19870525",",,0","19870523","+,,0","8.9","1,0,09,","0",",,0,31,+","0",",,0,31,+","33.0",",,0,25,","33.3",",0,23,+","","","1907.7","0","  26.7",",,,0,0,2","","","0.0",",0","  35.0",",,,0,0,2","","","  18.3",",,,0,0,2","","","  21.7",",,,0,0,2","","","  22.0",",,,0,0,2","","","  29.7",",,,0,0,2","","","88.5",",,,0","0",",,,0","22.95","1,0","29.59",",,,0","16.30","1,,,0","",""
