"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00094143","1958-01","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","0.0","0","0.0",",0","14",",0","4",",0","0",",0","31",",0","4",",0","12",",0","31",",0","19",",0","0",",0","0",",0","","","","","19580101",",,0","19580128","+,,0","19580123",",,0","","","19580129",",,0","19580113",",,0","-26.1",",0,01,","152",",,0,28,+","36",",,0,23,","4.3",",,0,29,","3.9",",0,13,","2697.3","0","816.7",",0","21.8",",,,0","191",",,,0","-8.01",",0","-0.68",",,,0","-15.34",",,,0","","","","","","","",""
"USW00094143","1958-02","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","0.0","0","0.0",",0","8",",0","3",",0","0",",0","19",",0","1",",0","2",",0","28",",0","3",",0","0",",0","0",",0","","","","","19580202",",,0","19580216","+,,0","19580212",",,0","","","19580225",",,0","19580222",",,0","-22.2",",0,02,","127",",,0,16,+","46",",,0,12,","7.6",",,0,25,","11.7",",0,22,","3253.9","0","556.6",",0","22.1",",,,0","84",",,,0","-1.55",",0","4.60",",,,0","-7.69",",,,0","","","","","","","",""
"USW00094143","1958-03","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","0.0","0","0.0",",0","11",",0","4",",0","0",",0","7",",0","3",",0","0",",0","30",",0","0",",0","0",",0","0",",0","","","","","19580303",",,0","19580316",",,0","19580315",",,0","","","19580321",",,0","19580328",",,0","-12.8",",0,03,","51",",,0,16,","91",",,0,15,","9.9",",,0,21,","12.2",",0,28,","3824.7","0","570.8",",0","23.8",",,,0","185",",,,0","-0.08",",0","5.37",",,,0","-5.53",",,,0","","","","","","","",""
"USW00094143","1958-04","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","0.0","0","0.0",",0","7",",0","4",",0","0",",0","5",",0","2",",0","0",",0","24",",0","0",",0","0",",0","0",",0","","","","","19580413","+,,0","19580424","+,,0","19580422",",,0","","","19580403",",,0","19580415",",,0","-7.8",",0,13,+","25",",,0,24,+","86",",,0,22,","10.9",",,0,03,","20.0",",0,15,","4247.9","0","423.2",",0","36.8",",,,0","213",",,,0","4.23",",0","11.30",",,,0","-2.85",",,,0","","","","","","","",""
"USW00094143","1958-05","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","13.1","0","13.1",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","23",",0","0",",0","","","","","19580503",",,0","19580531","+,,0","19580531","+,,0","","","19580512",",,0","19580520",",,0","-3.3",",0,03,","0",",,0,31,+","0",",,0,31,+","10.4",",,0,12,","31.7",",0,20,","4377.8","0","129.9",",0","20.0",",,,0","0",",,,0","14.56",",0","24.47",",,,0","4.65",",,,0","","","","","","","",""
"USW00094143","1958-06","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","34.1","0","21.0",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","26",",0","2",",0","","","","","19580610",",,0","19580630","+,,0","19580630","+,,0","","","19580603",",,0","19580623",",,0","-0.6",",0,10,","0",",,0,30,+","0",",,0,30,+","5.6",",,0,03,","33.3",",0,23,","4451.9","0","74.1",",0","12.2",",,,0","0",",,,0","16.56",",0","25.77",",,,0","7.36",",,,0","","","","","","","",""
"USW00094143","1958-07","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","78.9","0","44.8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","","","","","19580703",",,0","19580731","+,,0","19580731","+,,0","","","19580716",",,0","19580728",",,0","3.9",",0,03,","0",",,0,31,+","0",",,0,31,+","5.8",",,0,16,","34.4",",0,28,","18.7","0","18.7",",0","11.5",",,,0","0",",,,0","19.17",",0","29.44",",,,0","8.91",",,,0","","","","","","","",""
"USW00094143","1958-08","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","175.4","0","96.5",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","","","","","19580831",",,0","19580831","+,,0","19580831","+,,0","","","19580803",",,0","19580814","+,,0","2.8",",0,31,","0",",,0,31,+","0",",,0,31,+","4.8",",,0,03,","36.1",",0,14,+","26.0","0","7.3",",0","5.1",",,,0","0",",,,0","21.21",",0","31.88",",,,0","10.55",",,,0","","","","","","","",""
"USW00094143","1958-09","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","177.6","0","2.2",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","20",",0","0",",0","","","","","19580925",",,0","19580930","+,,0","19580930","+,,0","","","19580912",",,0","19580907",",,0","-2.8",",0,25,","0",",,0,30,+","0",",,0,30,+","13.2",",,0,12,","31.7",",0,07,","184.5","0","158.5",",0","16.8",",,,0","0",",,,0","13.13",",0","22.90",",,,0","3.35",",,,0","","","","","","","",""
"USW00094143","1958-10","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","177.6","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","12",",0","0",",0","","","","","19581031",",,0","19581031","+,,0","19581031","+,,0","","","19581019",",,0","19581014",",,0","-13.3",",0,31,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,19,","27.2",",0,14,","506.5","0","322.0",",0","0.0",",T,,0","0",",,,0","7.95",",0","18.94",",,,0","-3.05",",,,0","","","","","","","",""
"USW00094143","1958-11","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","177.6","0","0.0",",0","4",",0","2",",0","0",",0","1",",0","0",",0","3",",0","26",",0","6",",0","0",",0","0",",0","","","","","19581127","+,,0","19581119",",,0","19581119",",,0","","","19581110",",,0","19581109",",,0","-18.9",",0,27,+","25",",,0,19,","13",",,0,19,","5.1",",,0,10,","18.3",",0,09,","1095.5","0","589.0",",0","11.0",",,,0","18",",,,0","-1.30",",0","5.83",",,,0","-8.43",",,,0","","","","","","","",""
"USW00094143","1958-12","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","177.6","0","0.0",",0","4",",0","1",",0","0",",0","0",",0","0",",0","1",",0","31",",0","8",",0","0",",0","0",",0","","","","","19581205",",,0","19581231","+,,0","19581225",",,0","","","19581211",",,0","19581203",",,0","-17.8",",0,05,","0",",T,0,31,+","10",",,0,25,","3.8",",,0,11,","12.8",",0,03,","1786.9","0","691.4",",0","5.9",",,,0","18",",,,0","-3.97",",0","2.76",",,,0","-10.70",",,,0","","","","","","","",""
"USW00094143","1959-01","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","0.0","0","0.0",",0","7",",0","2",",0","0",",0","7",",0","1",",0","5",",0","31",",0","14",",0","0",",0","0",",0","","","","","19590104",",,0","19590107",",,0","19590106",",,0","","","19590106",",,0","19590112",",,0","-35.0",",0,04,","76",",,0,07,","38",",,0,06,","4.6",",,0,06,","7.2",",0,12,","2538.8","0","751.9",",0","13.2",",,,0","63",",,,0","-5.92",",0","-0.22",",,,0","-11.63",",,,0","","","","","","","",""
"USW00094143","1959-02","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","0.0","0","0.0",",0","7",",0","2",",0","0",",0","9",",0","3",",0","4",",0","28",",0","8",",0","0",",0","0",",0","","","","","19590214",",,0","19590210",",,0","19590210",",,0","","","19590216",",,0","19590228",",,0","-24.4",",0,14,","51",",,0,10,","53",",,0,10,","6.1",",,0,16,","8.3",",0,28,","3151.5","0","612.7",",0","12.6",",,,0","141",",,,0","-3.55",",0","1.87",",,,0","-8.97",",,,0","","","","","","","",""
"USW00094143","1959-03","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","0.0","0","0.0",",0","3",",0","1",",0","0",",0","1",",0","1",",0","0",",0","31",",0","0",",0","0",",0","0",",0","","","","","19590315",",,0","19590330",",,0","19590330",",,0","","","19590330",",,0","19590317",",,0","-15.6",",0,15,","25",",,0,30,","30",",,0,30,","3.3",",,0,30,","15.6",",0,17,","3713.1","0","561.6",",0","4.1",",,,0","35",",,,0","0.22",",0","7.95",",,,0","-7.52",",,,0","","","","","","","",""
"USW00094143","1959-04","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","0.0","0","0.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","4",",0","0",",0","","","","","19590409",",,0","19590416",",,0","19590416",",,0","","","19590416",",,0","19590405",",,0","-13.3",",0,09,","0",",T,0,16,","8",",,0,16,","0.8",",,0,16,","23.3",",0,05,","4065.9","0","352.8",",0","1.1",",,,0","8",",,,0","6.57",",0","15.40",",,,0","-2.26",",,,0","","","","","","","",""
"USW00094143","1959-05","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","0.0","0","0.0",",0","8",",0","4",",0","0",",0","0",",0","1",",0","0",",0","15",",0","0",",0","3",",0","0",",0","","","","","19590503",",,0","19590519",",,0","19590519",",,0","","","19590501",",,0","19590513",",,0","-5.0",",0,03,","0",",T,0,19,","30",",,0,19,","20.8",",,0,01,","27.8",",0,13,","4381.8","0","315.9",",0","46.2",",,,0","30",",,,0","8.14",",0","15.52",",,,0","0.77",",,,0","","","","","","","",""
"USW00094143","1959-06","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","45.6","0","45.6",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","8",",0","","","","","19590630","+,,0","19590630","+,,0","19590630","+,,0","","","19590627",",,0","19590612",",,0","1.7",",0,30,+","0",",,0,30,+","0",",,0,30,+","14.0",",,0,27,","34.4",",0,12,","4452.4","0","70.6",",0","37.0",",,,0","0",",,,0","17.50",",0","26.85",",,,0","8.15",",,,0","","","","","","","",""
"USW00094143","1959-07","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","141.5","0","95.9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","","","","","19590729","+,,0","19590731","+,,0","19590731","+,,0","","","19590719",",,0","19590723",",,0","2.8",",0,29,+","0",",,0,31,+","0",",,0,31,+","1.3",",,0,19,","36.7",",0,23,","15.5","0","15.5",",0","1.3",",,,0","0",",,,0","20.93",",0","31.74",",,,0","10.11",",,,0","","","","","","","",""
"USW00094143","1959-08","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","180.0","0","38.5",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","","","","","19590814",",,0","19590831","+,,0","19590831","+,,0","","","19590820",",,0","19590808",",,0","3.3",",0,14,","0",",,0,31,+","0",",,0,31,+","18.8",",,0,20,","35.0",",0,08,","42.4","0","26.9",",0","38.6",",,,0","0",",,,0","18.71",",0","29.07",",,,0","8.35",",,,0","","","","","","","",""
"USW00094143","1959-09","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","182.2","0","2.2",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","14",",0","1",",0","","","","","19590929",",,0","19590930","+,,0","19590930",",,0","","","19590915",",,0","19590910",",,0","-6.7",",0,29,","0",",,0,30,+","5",",,0,30,","7.9",",,0,15,","32.2",",0,10,","220.2","0","177.8",",0","18.9",",,,0","5",",,,0","12.48",",0","20.54",",,,0","4.42",",,,0","","","","","","","",""
"USW00094143","1959-10","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","182.2","0","0.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","2",",0","0",",0","","","","","19591031",",,0","19591029",",,0","19591029","+,,0","","","19591011",",,0","19591005",",,0","-10.0",",0,31,","0",",T,0,29,","0",",T,0,29,+","1.0",",,0,11,","22.8",",0,05,","577.4","0","357.2",",0","1.3",",,,0","0",",T,,0","6.81",",0","15.92",",,,0","-2.30",",,,0","","","","","","","",""
"USW00094143","1959-11","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","182.2","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","30",",0","2",",0","0",",0","0",",0","","","","","19591114",",,0","19591130","+,,0","19591104","+,,0","","","19591104","+,,0","19591102",",,0","-18.9",",0,14,","0",",,0,30,+","0",",T,0,04,+","0.0",",T,0,04,+","16.1",",0,02,","1188.5","0","611.1",",0","0.0",",T,,0","0",",T,,0","-2.04",",0","7.74",",,,0","-11.82",",,,0","","","","","","","",""
"USW00094143","1959-12","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","182.2","0","0.0",",0","3",",0","3",",0","0",",0","7",",0","3",",0","10",",0","31",",0","10",",0","0",",0","0",",0","","","","","19591227",",,0","19591231","+,,0","19591224",",,0","","","19591224",",,0","19591202",",,0","-24.4",",0,27,","102",",,0,31,+","64",",,0,24,","13.2",",,0,24,","7.8",",0,02,","1992.1","0","803.6",",0","28.7",",,,0","156",",,,0","-7.59",",0","0.95",",,,0","-16.13",",,,0","","","","","","","",""
"USW00094143","1960-01","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","0.0","0","0.0",",0","9",",0","3",",0","0",",0","31",",0","3",",0","14",",0","31",",0","25",",0","0",",0","0",",0","","","","","19600119",",,0","19600113","+,,0","19600112",",,0","","","19600112",",,0","19600108",",,0","-35.6",",0,19,","254",",,0,13,+","84",",,0,12,","5.6",",,0,12,","4.4",",0,08,","2919.9","0","927.8",",0","16.9",",,,0","223",",,,0","-11.60",",0","-5.09",",,,0","-18.10",",,,0","","","","","","","",""
"USW00094143","1960-02","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","0.0","0","0.0",",0","8",",0","3",",0","0",",0","29",",0","4",",0","18",",0","29",",0","24",",0","0",",0","0",",0","","","","","19600229",",,0","19600214","+,,0","19600208",",,0","","","19600208",",,0","19600219","+,,0","-35.0",",0,29,","330",",,0,14,+","191",",,0,08,","19.6",",,0,08,","3.3",",0,19,+","3778.9","0","859.0",",0","33.8",",,,0","384",",,,0","-11.29",",0","-3.59",",,,0","-18.99",",,,0","","","","","","","",""
"USW00094143","1960-03","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","0.0","0","0.0",",0","5",",0","3",",0","0",",0","20",",0","2",",0","5",",0","31",",0","5",",0","0",",0","0",",0","","","","","19600301",",,0","19600304","+,,0","19600305",",,0","","","19600307",",,0","19600326","+,,0","-33.3",",0,01,","279",",,0,04,+","58",",,0,05,","6.4",",,0,07,","16.7",",0,26,+","4417.9","0","639.0",",0","18.1",",,,0","133",",,,0","-2.28",",0","4.81",",,,0","-9.37",",,,0","","","","","","","",""
"USW00094143","1960-04","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","0.0","0","0.0",",0","3",",0","2",",0","0",",0","1",",0","2",",0","0",",0","18",",0","0",",0","5",",0","0",",0","","","","","19600417","+,,0","19600424",",,0","19600424",",,0","","","19600424",",,0","19600405",",,0","-8.3",",0,17,+","51",",,0,24,","51",",,0,24,","6.9",",,0,24,","23.9",",0,05,","4763.9","0","346.0",",0","11.4",",,,0","76",",,,0","6.80",",0","14.78",",,,0","-1.18",",,,0","","","","","","","",""
"USW00094143","1960-05","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","0.6","0","0.6",",0","4",",0","2",",0","0",",0","0",",0","1",",0","0",",0","10",",0","0",",0","9",",0","0",",0","","","","","19600519","+,,0","19600518",",,0","19600518",",,0","","","19600502",",,0","19600511",",,0","-4.4",",0,19,+","0",",T,0,18,","28",",,0,18,","7.6",",,0,02,","30.6",",0,11,","5008.5","0","244.6",",0","17.8",",,,0","28",",,,0","10.46",",0","19.14",",,,0","1.78",",,,0","","","","","","","",""
"USW00094143","1960-06","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","10.9","0","10.3",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","","","","","19600621",",,0","19600630","+,,0","19600630","+,,0","","","19600610",",,0","19600630","+,,0","0.6",",0,21,","0",",,0,30,+","0",",,0,30,+","17.5",",,0,10,","31.1",",0,30,+","5058.6","0","50.1",",0","35.1",",,,0","0",",,,0","17.01",",0","26.46",",,,0","7.55",",,,0","","","","","","","",""
"USW00094143","1960-07","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","130.8","0","119.9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","","","19600703",",,0","19600731","+,,0","19600731","+,,0","","","19600722","+,,0","19600720",",,0","5.0",",0,03,","0",",,0,31,+","0",",,0,31,+","0.8",",,0,22,+","38.3",",0,20,","3.3","0","3.3",",0","1.9",",,,0","0",",,,0","22.09",",0","32.91",",,,0","11.28",",,,0","","","","","","","",""
"USW00094143","1960-08","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","173.1","0","42.3",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","25",",0","9",",0","","","","","19600828","+,,0","19600831","+,,0","19600831","+,,0","","","19600822",",,0","19600811",",,0","-0.6",",0,28,+","0",",,0,31,+","0",",,0,31,+","20.3",",,0,22,","35.6",",0,11,","71.5","0","68.2",",0","30.6",",,,0","0",",,,0","17.50",",0","27.77",",,,0","7.23",",,,0","","","","","","","",""
"USW00094143","1960-09","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","177.3","0","4.2",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","28",",0","0",",0","","","","","19600909",",,0","19600930","+,,0","19600930","+,,0","","","19600925",",,0","19600912",",,0","-1.7",",0,09,","0",",,0,30,+","0",",,0,30,+","5.3",",,0,25,","29.4",",0,12,","177.7","0","106.2",",0","7.4",",,,0","0",",,,0","14.93",",0","25.37",",,,0","4.50",",,,0","","","","","","","",""
"USW00094143","1960-10","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","177.3","0","0.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","6",",0","0",",0","","","","","19601030",",,0","19601031","+,,0","19601031","+,,0","","","19601010",",,0","19601006","+,,0","-14.4",",0,30,","0",",,0,31,+","0",",,0,31,+","3.0",",,0,10,","26.1",",0,06,+","546.5","0","368.8",",0","5.8",",,,0","0",",,,0","6.44",",0","15.58",",,,0","-2.71",",,,0","","","","","","","",""
"USW00094143","1960-11","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","177.3","0","0.0",",0","10",",0","5",",0","0",",0","1",",0","2",",0","0",",0","28",",0","4",",0","0",",0","0",",0","","","","","19601109",",,0","19601109",",,0","19601112",",,0","","","19601112",",,0","19601101",",,0","-17.2",",0,09,","25",",,0,09,","38",",,0,12,","8.4",",,0,12,","12.2",",0,01,","1119.3","0","572.8",",0","25.8",",,,0","82",",,,0","-0.76",",0","5.09",",,,0","-6.61",",,,0","","","","","","","",""
"USW00094143","1960-12","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","177.3","0","0.0",",0","6",",0","0",",0","0",",0","1",",0","2",",0","10",",0","31",",0","11",",0","0",",0","0",",0","","","","","19601206",",,0","19601205",",,0","19601218","+,,0","","","19601218",",,0","19601201",",,0","-22.2",",0,06,","25",",,0,05,","25",",,0,18,+","1.3",",,0,18,","7.8",",0,01,","1891.1","0","771.8",",0","3.3",",,,0","58",",,,0","-6.56",",0","1.08",",,,0","-14.21",",,,0","","","","","","","",""
"USW00094143","1961-01","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","0.0","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","31",",0","9",",0","0",",0","0",",0","","","","","19610127",",,0","19610108","+,,0","19610130","+,,0","","","19610131","+,,0","19610130",",,0","-24.4",",0,27,","0",",T,0,08,+","0",",T,0,30,+","0.0",",T,0,31,+","8.3",",0,30,","2674.7","0","783.6",",0","0.0",",T,,0","0",",T,,0","-6.94",",0","2.38",",,,0","-16.26",",,,0","","","","","","","",""
"USW00094143","1961-02","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","0.0","0","0.0",",0","11",",0","2",",0","0",",0","9",",0","2",",0","1",",0","27",",0","4",",0","0",",0","0",",0","","","","","19610204",",,0","19610207","+,,0","19610202",",,0","","","19610202",",,0","19610211",",,0","-20.0",",0,04,","127",",,0,07,+","127",",,0,02,","11.2",",,0,02,","11.7",",0,11,","3226.4","0","551.7",",0","20.6",",,,0","186",",,,0","-1.37",",0","4.02",",,,0","-6.76",",,,0","","","","","","","",""
"USW00094143","1961-03","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","0.0","0","0.0",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","0",",0","0",",0","","","","","19610308",",,0","19610320","+,,0","19610311",",,0","","","19610311",",,0","19610330","+,,0","-14.4",",0,08,","0",",T,0,20,+","13",",,0,11,","1.3",",,0,11,","15.6",",0,30,+","3763.3","0","536.9",",0","3.3",",,,0","21",",,,0","1.01",",0","8.62",",,,0","-6.59",",,,0","","","","","","","",""
"USW00094143","1961-04","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","0.0","0","0.0",",0","5",",0","2",",0","0",",0","1",",0","1",",0","0",",0","24",",0","0",",0","2",",0","0",",0","","","","","19610405",",,0","19610424",",,0","19610424",",,0","","","19610418",",,0","19610403",",,0","-12.8",",0,05,","51",",,0,24,","56",",,0,24,","6.6",",,0,18,","21.7",",0,03,","4150.3","0","387.0",",0","13.7",",,,0","76",",,,0","5.43",",0","13.59",",,,0","-2.73",",,,0","","","","","","","",""
"USW00094143","1961-05","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","0.9","0","0.9",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","14",",0","0",",0","","","","","19610503",",,0","19610531","+,,0","19610531","+,,0","","","19610515",",,0","19610528",",,0","-5.6",",0,03,","0",",,0,31,+","0",",,0,31,+","14.7",",,0,15,","28.9",",0,28,","4361.7","0","211.4",",0","39.3",",,,0","0",",,,0","11.54",",0","19.76",",,,0","3.33",",,,0","","","","","","","",""
"USW00094143","1961-06","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","66.7","0","65.8",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","13",",0","","","","","19610630",",,0","19610630","+,,0","19610630","+,,0","","","19610601",",,0","19610622",",,0","4.4",",0,30,","0",",,0,30,+","0",",,0,30,+","12.2",",,0,01,","36.1",",0,22,","4386.2","0","24.5",",0","13.8",",,,0","0",",,,0","19.71",",0","29.58",",,,0","9.83",",,,0","","","","","","","",""
"USW00094143","1961-07","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","169.9","0","103.2",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","","","","","19610701",",,0","19610731","+,,0","19610731","+,,0","","","19610704",",,0","19610723",",,0","6.1",",0,01,","0",",,0,31,+","0",",,0,31,+","3.0",",,0,04,","35.6",",0,23,","4.7","0","4.7",",0","5.0",",,,0","0",",,,0","21.51",",0","31.88",",,,0","11.14",",,,0","","","","","","","",""
"USW00094143","1961-08","43.53252","-112.94793","1505.1","IDAHO FALLS 46 W, ID US","262.3","0","92.4",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","","","","","19610831",",,0","19610831","+,,0","19610831","+,,0","","","19610808",",,0","19610804",",,0","6.7",",0,31,","0",",,0,31,+","0",",,0,31,+","10.4",",,0,08,","36.7",",0,04,","6.9","0","2.2",",0","24.5",",,,0","0",",,,0","21.24",",0","30.58",",,,0","11.91",",,,0","","","","","","","",""
