"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00106152","1920-08","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","147.8","0","76.1",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","10",",0","","","19200831",",,0","19200831","+,,0","19200831","+,,0","19200829",",,0","19200814",",,0","3.3",",0,31,","0",",,0,31,+","0",",,0,31,+","11.4",",,0,29,","36.7",",0,14,","","","74.2","0","","","","","59.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","31.0",",,,0","0",",,,0","18.88",",0","27.34",",,,0","10.41",",,,0","",""
"USC00106152","1920-09","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","152.8","0","5.0",",0","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","","","19200924",",,0","19200930","+,,0","19200930","+,,0","19200912",",,0","19200917",",,0","2.2",",0,24,","0",",,0,30,+","0",",,0,30,+","21.1",",,0,12,","30.6",",0,17,","","","214.0","0","","","","","139.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","64.1",",,,0","0",",,,0","13.84",",0","20.57",",,,0","7.11",",,,0","",""
"USC00106152","1920-10","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","152.8","0","0.0",",0","14",",0","8",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","3",",0","0",",0","","","19201031",",,0","19201031","+,,0","19201031","+,,0","19201028",",,0","19201005",",,0","-2.8",",0,31,","0",",,0,31,+","0",",,0,31,+","11.4",",,0,28,","24.4",",0,05,","","","563.4","0","","","","","349.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","59.6",",,,0","0",",,,0","7.06",",0","11.35",",,,0","2.77",",,,0","",""
"USC00106152","1920-11","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","152.8","0","0.0",",0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","18",",0","1",",0","0",",0","0",",0","","","19201107",",,0","19201130","+,,0","19201104",",,0","19201126",",,0","19201116",",,0","-6.1",",0,07,","0",",,0,30,+","0",",T,0,04,","23.1",",,0,26,","12.2",",0,16,","","","1027.9","0","","","","","464.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","64.3",",,,0","0",",T,,0","2.85",",0","6.62",",,,0","-0.92",",,,0","",""
"USC00106152","1920-12","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","152.8","0","0.0","4,0","16",",0","11",",0","0",",0","","","6",",0","0","2,0","26","2,0","5","2,0","0","2,0","0","2,0","","","19201226",",2,0","","","19201224",",,0","19201230",",,0","19201230",",2,0","-11.7","2,0,26,","","","127",",,0,24,","17.0",",,0,30,","9.4","2,0,30,","","","1526.0","0","","","","","498.1","2,0","","","","","","","","","","","","","","","","","","","","","","","","","77.2",",,,0","355",",,,0","-0.18","4,0","2.70","2,,,0","-3.05","2,,,0","",""
"USC00106152","1921-01","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0",",0","18",",0","12",",0","1",",0","","","7",",0","0",",0","29",",0","8",",0","0",",0","0",",0","","","19210110",",,0","","","19210112",",,0","19210102",",,0","19210105",",,0","-15.0",",0,10,","","","127",",,0,12,","27.9",",,0,02,","8.3",",0,05,","","","2128.9","0","","","","","602.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","100.3",",,,0","445",",,,0","-1.12",",0","2.08",",,,0","-4.31",",,,0","",""
"USC00106152","1921-02","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0",",0","16",",0","11",",0","0",",0","","","8",",0","0",",0","22",",0","7",",0","0",",0","0",",0","","","19210216",",,0","","","19210220",",,0","19210220",",,0","19210225",",,0","-16.1",",0,16,","","","127",",,0,20,","12.7",",,0,20,","11.7",",0,25,","","","2637.9","0","","","","","509.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","68.5",",,,0","496",",,,0","0.16",",0","4.06",",,,0","-3.75",",,,0","",""
"USC00106152","1921-03","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0",",0","15",",0","11",",0","1",",0","","","4",",0","0",",0","17",",0","3",",0","0",",0","0",",0","","","19210314",",,0","","","19210314","+,,0","19210317",",,0","19210328",",,0","-5.0",",0,14,","","","51",",,0,14,+","26.2",",,0,17,","15.6",",0,28,","","","3086.7","0","","","","","448.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","82.6",",,,0","191",",,,0","3.85",",0","8.06",",,,0","-0.35",",,,0","",""
"USC00106152","1921-04","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0","2,0","16",",0","10",",0","0",",0","","","3",",0","0","1,0","15","1,0","0","1,0","0","1,0","0","1,0","","","19210405",",1,0","","","19210415","+,,0","19210421",",,0","19210410",",1,0","-4.4","1,0,05,","","","51",",,0,15,+","12.7",",,0,21,","18.9","1,0,10,","","","3437.0","0","","","","","350.3","1,0","","","","","","","","","","","","","","","","","","","","","","","","","72.7",",,,0","153",",,,0","5.79","2,0","10.98","1,,,0","0.61","1,,,0","",""
"USC00106152","1921-05","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","9",",0","0",",0","","","19210511","+,,0","19210531","+,,0","19210531","+,,0","19210521",",,0","19210530",",,0","0.0",",0,11,+","0",",,0,31,+","0",",,0,31,+","19.8",",,0,21,","25.0",",0,30,","","","3638.4","0","","","","","201.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","45.7",",,,0","0",",,,0","11.84",",0","18.33",",,,0","5.35",",,,0","",""
"USC00106152","1921-06","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","11.8","0","11.8",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","","","19210615",",,0","19210630","+,,0","19210630","+,,0","19210624",",,0","19210623",",,0","2.8",",0,15,","0",",,0,30,+","0",",,0,30,+","10.9",",,0,24,","30.0",",0,23,","","","3702.1","0","","","","","63.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","37.4",",,,0","0",",,,0","16.60",",0","23.29",",,,0","9.91",",,,0","",""
"USC00106152","1921-07","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","50.4","0","38.6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","4",",0","","","19210702",",,0","19210731","+,,0","19210731","+,,0","19210702",",,0","19210723","+,,0","3.9",",0,02,","0",",,0,31,+","0",",,0,31,+","2.5",",,0,02,","33.3",",0,23,+","","","34.2","0","","","","","34.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","4.8",",,,0","0",",,,0","18.47",",0","27.39",",,,0","9.55",",,,0","",""
"USC00106152","1921-08","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","119.3","0","68.9",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","","","19210825",",,0","19210831","+,,0","19210831","+,,0","19210817",",,0","19210813",",,0","4.4",",0,25,","0",",,0,31,+","0",",,0,31,+","5.3",",,0,17,","35.6",",0,13,","","","52.8","0","","","","","18.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","7.6",",,,0","0",",,,0","19.95",",0","28.27",",,,0","11.64",",,,0","",""
"USC00106152","1921-09","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","119.3","0","0.0",",0","7",",0","5",",0","0",",0","0",",0","0","1,0","0",",0","5",",0","0",",0","5",",0","0",",0","","","19210910",",,0","19210930","+,,0","19210930","+,1,0","19210919",",,0","19210916",",,0","-2.8",",0,10,","0",",,0,30,+","0","1,,0,30,+","11.9",",,0,19,","26.1",",0,16,","","","264.2","0","","","","","211.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","36.2",",,,0","0","1,,,0","11.29",",0","17.19",",,,0","5.38",",,,0","",""
"USC00106152","1921-10","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","119.3","0","0.0",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","12",",0","0",",0","","","19211023",",,0","19211031","+,,0","19211031","+,,0","19211026",",,0","19211003",",,0","-2.2",",0,23,","0",",,0,31,+","0",",,0,31,+","14.2",",,0,26,","27.2",",0,03,","","","483.4","0","","","","","219.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","39.5",",,,0","0",",,,0","11.26",",0","17.56",",,,0","4.96",",,,0","",""
"USC00106152","1921-11","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","119.3","0","0.0",",0","15",",0","10",",0","1",",0","","","5",",0","0",",0","16",",0","5",",0","0",",0","0",",0","","","19211121",",,0","","","19211121",",,0","19211130",",,0","19211103",",,0","-11.1",",0,21,","","","203",",,0,21,","26.4",",,0,30,","17.2",",0,03,","","","927.8","0","","","","","444.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","101.1",",,,0","533",",,,0","3.52",",0","7.50",",,,0","-0.46",",,,0","",""
"USC00106152","1921-12","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","","","","","14",",0","9",",0","0",",0","","","6",",0","0","2,0","23","2,0","12","2,0","0","2,0","0","2,0","","","19211220",",2,0","","","19211215","+,,0","19211202",",,0","19211212",",2,0","-16.1","2,0,20,","","","76",",,0,15,+","6.4",",,0,02,","15.6","2,0,12,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.9",",,,0","394",",,,0","-1.96","4,0","1.27","2,,,0","-5.18","2,,,0","",""
"USC00106152","1922-01","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0",",0","13",",0","7",",0","0",",0","","","9",",0","2",",0","31",",0","24",",0","0",",0","0",",0","","","19220118",",,0","","","19220117",",,0","19220117",",,0","19220109",",,0","-24.4",",0,18,","","","127",",,0,17,","12.7",",,0,17,","3.9",",0,09,","","","","","","","","","739.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","51.9",",,,0","565",",,,0","-5.51",",0","-2.39",",,,0","-8.63",",,,0","",""
"USC00106152","1922-02","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0",",0","10",",0","7",",0","0",",0","","","8",",0","2",",0","26",",0","15",",0","0",",0","0",",0","","","19220201",",,0","","","19220203",",,0","19220203",",,0","19220217","+,,0","-20.0",",0,01,","","","127",",,0,03,","14.5",",,0,03,","5.6",",0,17,+","","","","","","","","","619.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","37.7",",,,0","354",",,,0","-3.78",",0","0.07",",,,0","-7.63",",,,0","",""
"USC00106152","1922-03","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0",",0","19",",0","10",",0","0",",0","","","5",",0","0",",0","26",",0","0",",0","0",",0","0",",0","","","19220301",",,0","","","19220313",",,0","19220313",",,0","19220330","+,,0","-11.7",",0,01,","","","140",",,0,13,","15.7",",,0,13,","10.0",",0,30,+","","","","","","","","","537.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","63.4",",,,0","392",",,,0","1.00",",0","4.74",",,,0","-2.73",",,,0","",""
"USC00106152","1922-04","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0","2,0","11",",0","7",",0","0",",0","","","4",",0","0","1,0","16","1,0","0","1,0","1","1,0","0","1,0","","","19220428","+,1,0","","","19220415",",,0","19220403",",,0","19220421",",1,0","-2.8","1,0,28,+","","","51",",,0,15,","8.1",",,0,03,","21.7","1,0,21,","","","","","","","","","362.3","1,0","","","","","","","","","","","","","","","","","","","","","","","","","37.2",",,,0","162",",,,0","5.38","2,0","10.34","1,,,0","0.42","1,,,0","",""
"USC00106152","1922-05","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","10",",0","0",",0","","","19220510",",,0","19220531","+,,0","19220531","+,,0","19220518",",,0","19220531",",,0","-2.8",",0,10,","0",",,0,31,+","0",",,0,31,+","4.3",",,0,18,","27.2",",0,31,","","","","","","","","","228.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","12.0",",,,0","0",",,,0","10.96",",0","17.33",",,,0","4.59",",,,0","",""
"USC00106152","1922-06","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","49.7","0","49.7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","1",",0","","","19220623","+,,0","19220630","+,,0","19220630","+,,0","19220609",",,0","19220625",",,0","6.7",",0,23,+","0",",,0,30,+","0",",,0,30,+","2.8",",,0,09,","33.3",",0,25,","","","","","","","","","23.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","5.6",",,,0","0",",,,0","19.21",",0","26.89",",,,0","11.52",",,,0","",""
"USC00106152","1922-07","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","140.0","0","90.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","","","19220716",",,0","19220731","+,,0","19220731","+,,0","19220731","+,,0","19220703",",,0","7.2",",0,16,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,31,+","37.2",",0,03,","","","3.1","0","","","","","3.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",T,,0","0",",,,0","21.14",",0","29.76",",,,0","12.53",",,,0","",""
"USC00106152","1922-08","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","231.2","0","91.2",",0","7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","10",",0","","","19220820",",,0","19220831","+,,0","19220831","+,,0","19220812",",,0","19220826",",,0","5.6",",0,20,","0",",,0,31,+","0",",,0,31,+","29.2",",,0,12,","35.6",",0,26,","","","37.2","0","","","","","34.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","38.5",",,,0","0",",,,0","20.18",",0","27.82",",,,0","12.53",",,,0","",""
"USC00106152","1922-09","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","252.0","0","20.8",",0","4",",0","3",",0","0",",0","0","1,0","0",",0","0",",0","0",",0","0",",0","21",",0","1",",0","","","19220908",",,0","19220930","+,1,0","19220930","+,,0","19220907",",,0","19220919",",,0","2.2",",0,08,","0","1,,0,30,+","0",",,0,30,+","6.1",",,0,07,","33.3",",0,19,","","","117.5","0","","","","","80.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","19.1",",,,0","0",",,,0","16.35",",0","23.87",",,,0","8.83",",,,0","",""
"USC00106152","1922-10","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","252.0","0","0.0",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","9",",0","0",",0","","","19221029",",,0","19221031","+,,0","19221031","+,,0","19221019",",,0","19221010",",,0","-4.4",",0,29,","0",",,0,31,+","0",",,0,31,+","11.4",",,0,19,","27.8",",0,10,","","","358.2","0","","","","","240.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","25.4",",,,0","0",",,,0","10.57",",0","16.75",",,,0","4.39",",,,0","",""
"USC00106152","1922-11","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","252.0","0","0.0","2,0","7",",0","3",",0","0",",0","1","2,0","1",",0","0","1,0","23","1,0","7","1,0","0","1,0","0","1,0","","","19221101",",1,0","19221130",",2,0","19221128",",,0","19221117",",,0","19221109",",1,0","-7.2","1,0,01,","51","2,,0,30,","38",",,0,28,","19.1",",,0,17,","12.8","1,0,09,","","","845.8","0","","","","","487.6","1,0","","","","","","","","","","","","","","","","","","","","","","","","","33.5",",,,0","51",",,,0","1.02","2,0","4.08","1,,,0","-2.04","1,,,0","",""
"USC00106152","1922-12","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","","","","","18",",0","12",",0","0",",0","","","10",",0","6","3,0","21","3,0","11","3,0","0","3,0","0","3,0","","","19221212",",3,0","","","19221203",",,0","19221210","+,,0","19221224",",3,0","-23.9","3,0,12,","","","127",",,0,03,","11.4",",,0,10,+","8.3","3,0,24,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.7",",,,0","673",",,,0","-4.03","6,0","-0.85","3,,,0","-7.20","3,,,0","",""
"USC00106152","1923-01","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0","2,0","17",",0","11",",0","0",",0","","","7",",0","0","1,0","22","1,0","8","1,0","0","1,0","0","1,0","","","19230130",",1,0","","","19230127","+,,0","19230105",",,0","19230109","+,1,0","-13.9","1,0,30,","","","89",",,0,27,+","24.1",",,0,05,","7.2","1,0,09,+","","","","","","","","","534.3","1,0","","","","","","","","","","","","","","","","","","","","","","","","","99.7",",,,0","474",",,,0","-0.10","2,0","2.08","1,,,0","-2.27","1,,,0","",""
"USC00106152","1923-02","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0","2,0","10",",0","4",",0","0",",0","","","4",",0","2","1,0","27","1,0","12","1,0","0","1,0","0","1,0","","","19230202",",1,0","","","19230211",",,0","19230211",",,0","19230228",",1,0","-19.4","1,0,02,","","","140",",,0,11,","12.7",",,0,11,","9.4","1,0,28,","","","","","","","","","578.2","1,0","","","","","","","","","","","","","","","","","","","","","","","","","43.5",",,,0","425",",,,0","-4.08","2,0","0.07","1,,,0","-8.23","1,,,0","",""
"USC00106152","1923-03","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0","2,0","10",",0","6",",0","0",",0","","","6",",0","0","1,0","24","1,0","2","1,0","2","1,0","0","1,0","","","19230304","+,1,0","","","19230305",",,0","19230305",",,0","19230330","+,1,0","-7.8","1,0,04,+","","","127",",,0,05,","10.7",",,0,05,","21.7","1,0,30,+","","","","","","","","","453.0","1,0","","","","","","","","","","","","","","","","","","","","","","","","","39.6",",,,0","349",",,,0","2.69","2,0","7.11","1,,,0","-1.74","1,,,0","",""
"USC00106152","1923-04","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0",",0","12",",0","6",",0","1",",0","0",",0","0",",0","0",",0","5",",0","0",",0","3",",0","0",",0","","","19230430","+,,0","19230430","+,,0","19230421","+,,0","19230402",",,0","19230416",",,0","-1.1",",0,30,+","0",",,0,30,+","0",",T,0,21,+","30.5",",,0,02,","25.0",",0,16,","","","","","","","","","310.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","64.1",",,,0","0",",T,,0","7.98",",0","13.22",",,,0","2.74",",,,0","",""
"USC00106152","1923-05","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.3","0","0.3",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","4",",0","0",",0","","","19230502",",,0","19230531","+,,0","19230531","+,,0","19230509",",,0","19230508",",,0","-0.6",",0,02,","0",",,0,31,+","0",",,0,31,+","5.6",",,0,09,","28.3",",0,08,","","","","","","","","","206.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","36.6",",,,0","0",",,,0","11.68",",0","17.58",",,,0","5.77",",,,0","",""
"USC00106152","1923-06","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","10.6","0","10.3",",0","12",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","","","19230614",",,0","19230630","+,,0","19230630","+,,0","19230601",",,0","19230630",",,0","2.8",",0,14,","0",",,0,30,+","0",",,0,30,+","40.9",",,0,01,","30.6",",0,30,","","","","","","","","","126.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","85.7",",,,0","0",",,,0","14.46",",0","20.43",",,,0","8.48",",,,0","",""
"USC00106152","1923-07","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","91.5","0","80.9",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","5",",0","","","19230709",",,0","19230731","+,,0","19230731","+,,0","19230715",",,0","19230722",",,0","5.6",",0,09,","0",",,0,31,+","0",",,0,31,+","12.7",",,0,15,","34.4",",0,22,","","","22.1","0","","","","","22.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","30.3",",,,0","0",",,,0","20.23",",0","28.18",",,,0","12.28",",,,0","",""
"USC00106152","1923-08","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","160.5","0","69.0",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","","","19230802",",,0","19230831","+,,0","19230831","+,,0","19230820",",,0","19230818","+,,0","5.0",",0,02,","0",",,0,31,+","0",",,0,31,+","6.6",",,0,20,","36.7",",0,18,+","","","39.6","0","","","","","17.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","6.6",",,,0","0",",,,0","19.99",",0","28.67",",,,0","11.31",",,,0","",""
"USC00106152","1923-09","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","192.0","0","31.5",",0","2",",0","1",",0","0",",0","0",",0","0","1,0","0",",0","0",",0","0",",0","24",",0","0",",0","","","19230923",",,0","19230930","+,,0","19230930","+,1,0","19230926",",,0","19230913","+,,0","1.1",",0,23,","0",",,0,30,+","0","1,,0,30,+","4.6",",,0,26,","31.7",",0,13,+","","","120.5","0","","","","","80.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","6.4",",,,0","0","1,,,0","16.69",",0","24.43",",,,0","8.94",",,,0","",""
"USC00106152","1923-10","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","194.2","0","2.2",",0","9",",0","8",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","3",",0","0",",0","","","19231031",",,0","19231031","+,,0","19231028",",,0","19231007",",,0","19231002",",,0","-3.9",",0,31,","0",",,0,31,+","0",",T,0,28,","11.4",",,0,07,","27.8",",0,02,","","","398.0","0","","","","","277.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","43.9",",,,0","0",",T,,0","9.45",",0","15.11",",,,0","3.80",",,,0","",""
"USC00106152","1923-11","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","194.2","0","0.0",",0","12",",0","8",",0","1",",0","0",",0","1",",0","0",",0","13",",0","0",",0","0",",0","0",",0","","","19231117",",,0","19231130","+,,0","19231130",",,0","19231123",",,0","19231107",",,0","-5.6",",0,17,","0",",,0,30,+","43",",,0,30,","28.7",",,0,23,","15.6",",0,07,","","","803.9","0","","","","","405.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","76.9",",,,0","43",",,,0","4.80",",0","9.27",",,,0","0.34",",,,0","",""
"USC00106152","1923-12","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","194.2","0","0.0","2,0","13",",0","8",",0","2",",0","","","4",",0","1","1,0","25","1,0","3","1,0","0","1,0","0","1,0","","","19231231",",1,0","","","19231228",",,0","19231206",",,0","19231205","+,1,0","-18.9","1,0,31,","","","114",",,0,28,","36.3",",,0,06,","8.3","1,0,05,+","","","1320.3","0","","","","","516.4","1,0","","","","","","","","","","","","","","","","","","","","","","","","","100.4",",,,0","401",",,,0","0.19","2,0","3.38","1,,,0","-3.01","1,,,0","",""
"USC00106152","1924-01","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0",",0","15",",0","8",",0","0",",0","","","5",",0","5",",0","28",",0","16",",0","0",",0","0",",0","","","19240102",",,0","","","19240117",",,0","19240117",",,0","19240128",",,0","-21.7",",0,02,","","","165",",,0,17,","16.5",",,0,17,","7.8",",0,28,","","","2002.0","0","","","","","681.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","59.5",",,,0","427",",,,0","-3.66",",0","-0.27",",,,0","-7.04",",,,0","",""
"USC00106152","1924-02","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0",",0","16",",0","7",",0","0",",0","","","0",",0","0",",0","15",",0","0",",0","0",",0","0",",0","","","19240209",",,0","","","19240204",",,0","19240221",",,0","19240214",",,0","-4.4",",0,09,","","","18",",,0,04,","11.4",",,0,21,","13.9",",0,14,","","","2417.4","0","","","","","415.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","66.9",",,,0","26",",,,0","4.01",",0","7.48",",,,0","0.54",",,,0","",""
"USC00106152","1924-03","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0",",0","10",",0","4",",0","0",",0","0",",0","3",",0","0",",0","26",",0","0",",0","0",",0","0",",0","","","19240330",",,0","19240331","+,,0","19240327",",,0","19240327",",,0","19240331","+,,0","-4.4",",0,30,","0",",,0,31,+","102",",,0,27,","10.2",",,0,27,","10.6",",0,31,+","","","2891.4","0","","","","","474.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","24.5",",,,0","170",",,,0","3.04",",0","7.45",",,,0","-1.37",",,,0","",""
"USC00106152","1924-04","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","0.0","0","0.0",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","4",",0","0",",0","","","19240424","+,,0","19240430","+,,0","19240416",",,0","19240411",",,0","19240426",",,0","-4.4",",0,24,+","0",",,0,30,+","0",",T,0,16,","6.4",",,0,11,","25.6",",0,26,","","","3211.4","0","","","","","320.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","9.5",",,,0","0",",T,,0","7.67",",0","14.31",",,,0","1.02",",,,0","",""
"USC00106152","1924-05","46.728","-116.9557","802.8","MOSCOW U OF I, ID US","14.0","0","14.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","23",",0","0",",0","","","19240526",",,0","19240531","+,,0","19240531","+,,0","19240504",",,0","19240513","+,,0","0.0",",0,26,","0",",,0,31,+","0",",,0,31,+","1.0",",,0,04,","30.6",",0,13,+","","","3314.8","0","","","","","103.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","1.3",",,,0","0",",,,0","15.45",",0","23.97",",,,0","6.93",",,,0","",""
