"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00023034","1940-07","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","702.4","0","284.2",",0","","","","","","","","","","","0",",0","0",",0","0",",0","31",",0","24",",0","","","","","19400706",",,0","","","","","","","","","19400726",",,0","15.0",",0,06,","","","","","","","38.9",",0,26,","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","27.50",",0","34.08",",,,0","20.92",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1940-08","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","994.7","0","292.3",",0","","","","","","","","","","","0",",0","0",",0","0",",0","31",",0","25",",0","","","","","19400821","+,,0","","","","","","","","","19400829","+,,0","13.9",",0,21,+","","","","","","","40.6",",0,29,+","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","27.76",",0","35.01",",,,0","20.52",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1940-09","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","1172.7","0","178.0",",0","","","","","","","","","","","0",",0","0",",0","0",",0","30",",0","19",",0","","","","","19400927","+,,0","","","","","","","","","19400910",",,0","7.2",",0,27,+","","","","","","","36.1",",0,10,","3.6","0","","","3.6",",0","","","","","","","","","","","","","","","","","","","","","24.15",",0","32.02",",,,0","16.28",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1940-10","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","1252.7","0","80.0",",0","","","","","","","","","","","0",",0","1",",0","0",",0","31",",0","7",",0","","","","","19401016",",,0","","","","","","","","","19401020",",,0","0.0",",0,16,","","","","","","","33.9",",0,20,","30.8","0","","","27.2",",0","","","","","","","","","","","","","","","","","","","","","20.04",",0","29.06",",,,0","11.01",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1940-11","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","1255.0","0","2.3",",0","","","","","","","","","","","0",",0","5",",0","0",",0","13",",0","0",",0","","","","","19401114",",,0","","","","","","","","","19401123",",,0","-7.2",",0,14,","","","","","","","27.2",",0,23,","239.2","0","","","208.4",",0","","","","","","","","","","","","","","","","","","","","","11.46",",0","18.61",",,,0","4.31",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1940-12","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","1255.0","0","0.0",",0","","","","","","","","","","","0",",0","8",",0","0",",0","7",",0","0",",0","","","","","19401217",",,0","","","","","","","","","19401225",",,0","-6.1",",0,17,","","","","","","","25.0",",0,25,","517.6","0","","","278.4",",0","","","","","","","","","","","","","","","","","","","","","9.35",",0","16.68",",,,0","2.02",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1941-01","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","0.0","","0.0",",0","","","","","","","","","","","0",",0","7",",0","0",",0","5",",0","0",",0","","","","","19410118",",,0","","","","","","","","","19410126",",,0","-5.6",",0,18,","","","","","","","25.0",",0,26,","803.1","","","","285.5",",0","","","","","","","","","","","","","","","","","","","","","9.12",",0","15.74",",,,0","2.51",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1941-04","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","","","48.4",",0","","","","","","","","","","","0",",0","0",",0","0",",0","26",",0","4",",0","","","","","19410408",",,0","","","","","","","","","19410419",",,0","3.9",",0,08,","","","","","","","34.4",",0,19,","","","","","40.7",",0","","","","","","","","","","","","","","","","","","","","","18.59",",0","26.13",",,,0","11.05",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1942-01","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","","","","","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","19420131","+,,0","","","","","","","","","0.0",",,0,31,+","","","","","","","","","","","","","","","","","","","0.0",",,,0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00023034","1942-04","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","","","46.2",",0","","","","","","","","","0",",0","0",",0","0",",0","0",",0","26",",0","3",",0","","","","","19420409",",,0","","","19420430","+,,0","","","","","19420429","+,,0","2.8",",0,09,","","","0",",,0,30,+","","","32.8",",0,29,+","","","","","42.5",",0","","","","","","","","","","","","","","","","","","","0",",,,0","18.46",",0","25.92",",,,0","10.99",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1942-05","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","","","134.8",",0","","","","","","","","","0",",0","0",",0","0",",0","0",",0","29",",0","12",",0","","","","","19420515",",,0","","","19420531","+,,0","","","","","19420518",",,0","6.1",",0,15,","","","0",",,0,31,+","","","36.7",",0,18,","","","","","12.7",",0","","","","","","","","","","","","","","","","","","","0",",,,0","22.27",",0","30.05",",,,0","14.49",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1942-06","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","","","269.3",",0","","","","","","","","","","","0",",0","0",",0","0",",0","30",",0","24",",0","","","","","19420615",",,0","","","","","","","","","19420613",",,0","15.6",",0,15,","","","","","","","42.8",",0,13,","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","27.31",",0","34.95",",,,0","19.67",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1942-07","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","","","304.8",",0","","","","","","","","","","","0",",0","0",",0","0",",0","31",",0","28",",0","","","","","19420724",",,0","","","","","","","","","19420725",",,0","16.7",",0,24,","","","","","","","38.9",",0,25,","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","28.17",",0","35.95",",,,0","20.38",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1942-08","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","","","290.2",",0","","","","","","","","","","","0",",0","0",",0","0",",0","31",",0","22",",0","","","","","19420817",",,0","","","","","","","","","19420811",",,0","18.9",",0,17,","","","","","","","40.0",",0,11,","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","27.69",",0","34.25",",,,0","21.14",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1942-09","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","","","123.4",",0","","","","","","","","","","","0",",0","0",",0","0",",0","29",",0","5",",0","","","","","19420927",",,0","","","","","","","","","19420914",",,0","2.2",",0,27,","","","","","","","35.6",",0,14,","21.4","0","","","21.4",",0","","","","","","","","","","","","","","","","","","","","","21.74",",0","28.95",",,,0","14.52",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1942-10","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","","","20.6",",0","","","","","","","","","","","0",",0","0",",0","0",",0","26",",0","0",",0","","","","","19421027",",,0","","","","","","","","","19421024",",,0","1.1",",0,27,","","","","","","","30.0",",0,24,","67.6","0","","","46.2",",0","","","","","","","","","","","","","","","","","","","","","17.51",",0","25.22",",,,0","9.79",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1942-11","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","","","10.4",",0","","","","","","","","","","","0",",0","9",",0","0",",0","19",",0","0",",0","","","","","19421128",",,0","","","","","","","","","19421126","+,,0","-6.7",",0,28,","","","","","","","28.3",",0,26,+","234.7","0","","","167.1",",0","","","","","","","","","","","","","","","","","","","","","13.11",",0","21.63",",,,0","4.59",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1942-12","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","","","0.0",",0","","","","","","","","","","","0",",0","19",",0","0",",0","14",",0","0",",0","","","","","19421229",",,0","","","","","","","","","19421203",",,0","-5.6",",0,29,","","","","","","","26.7",",0,03,","542.4","0","","","307.7",",0","","","","","","","","","","","","","","","","","","","","","8.41",",0","17.65",",,,0","-0.84",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1943-01","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","0.0","0","0.0",",0","","","","","","","","","0",",0","0",",0","26",",0","2",",0","11",",0","0",",0","","","","","19430120",",,0","","","19430131","+,,0","","","","","19430124",",,0","-13.9",",0,20,","","","0",",,0,31,+","","","31.7",",0,24,","919.0","0","","","376.6",",0","","","","","","","","","","","","","","","","","","","0",",,,0","6.18",",0","15.22",",,,0","-2.85",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1943-02","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","0.8","0","0.8",",0","","","","","","","","","0",",0","0",",0","10",",0","0",",0","13",",0","0",",0","","","","","19430211",",,0","","","19430228","+,,0","","","","","19430210",",,0","-5.0",",0,11,","","","0",",,0,28,+","","","30.6",",0,10,","1118.2","0","","","199.2",",0","","","","","","","","","","","","","","","","","","","0",",,,0","11.25",",0","21.03",",,,0","1.46",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1943-03","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","2.5","0","1.7",",0","","","","","","","","","","","0",",0","8",",0","0",",0","16",",0","0",",0","","","","","19430303",",,0","","","","","","","","","19430319",",,0","-11.7",",0,03,","","","","","","","31.1",",0,19,","1352.7","0","","","234.5",",0","","","","","","","","","","","","","","","","","","","","","10.82",",0","20.12",",,,0","1.52",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1943-04","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","84.1","0","81.6",",0","","","","","","","","","","","0",",0","0",",0","0",",0","30",",0","7",",0","","","","","19430419","+,,0","","","","","","","","","19430426","+,,0","5.6",",0,19,+","","","","","","","37.2",",0,26,+","1374.9","0","","","22.2",",0","","","","","","","","","","","","","","","","","","","","","20.31",",0","29.12",",,,0","11.50",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1943-05","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","224.1","0","140.0",",0","","","","","","","","","0",",0","0",",0","0",",0","0",",0","27",",0","16",",0","","","","","19430511",",,0","","","19430531","+,,0","","","","","19430529",",,0","8.9",",0,11,","","","0",",,0,31,+","","","36.1",",0,29,","1384.9","0","","","10.0",",0","","","","","","","","","","","","","","","","","","","0",",,,0","22.53",",0","30.05",",,,0","15.00",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1943-06","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","511.9","0","287.8",",0","","","","","","","","","","","0",",0","0",",0","0",",0","30",",0","29",",0","","","","","19430618",",,0","","","","","","","","","19430629",",,0","17.2",",0,18,","","","","","","","39.4",",0,29,","1384.9","0","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","27.93",",0","35.15",",,,0","20.71",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1943-07","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","850.1","0","338.2",",0","","","","","","","","","","","0",",0","0",",0","0",",0","31",",0","30",",0","","","","","19430712",",,0","","","","","","","","","19430724",",,0","18.9",",0,12,","","","","","","","40.6",",0,24,","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","29.24",",0","36.61",",,,0","21.87",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1943-08","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","1245.9","0","395.8",",0","","","","","","","","","","","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","19430818",",,0","","","","","","","","","19430804",",,0","18.9",",0,18,","","","","","","","43.9",",0,04,","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","31.10",",0","39.07",",,,0","23.13",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1943-09","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","1411.5","0","165.6",",0","","","","","","","","","","","0",",0","0",",0","0",",0","27",",0","18",",0","","","","","19430920",",,0","","","","","","","","","19430901",",,0","11.1",",0,20,","","","","","","","37.8",",0,01,","7.4","0","","","7.4",",0","","","","","","","","","","","","","","","","","","","","","23.60",",0","30.65",",,,0","16.55",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1943-10","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","1440.3","0","28.8","1,0","","","","","","","","","0",",0","0","1,0","0","1,0","0",",0","31",",0","1",",0","","","","","19431031","+,1,0","","","19431031","+,,0","","","","","19431024",",,0","3.9","1,0,31,+","","","0",",,0,31,+","","","33.3",",0,24,","58.9","0","","","51.5",",0","","","","","","","","","","","","","","","","","","","0",",,,0","17.63","1,0","25.82",",,,0","9.44","1,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1943-11","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","1443.1","0","2.8",",0","","","","","","","","","0",",0","0",",0","7",",0","0",",0","18",",0","0",",0","","","","","19431130",",,0","","","19431130","+,,0","","","","","19431106",",,0","-3.3",",0,30,","","","0",",,0,30,+","","","29.4",",0,06,","235.3","0","","","176.4",",0","","","","","","","","","","","","","","","","","","","0",",,,0","12.55",",0","21.29",",,,0","3.80",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1943-12","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","1443.1","0","0.0","4,0","","","","","","","","","0","1,0","0","4,0","10","4,0","0","1,0","5","1,0","0","1,0","","","","","19431215",",4,0","","","19431231","+,1,0","","","","","19431213",",1,0","-6.7","4,0,15,","","","0","1,,0,31,+","","","22.8","1,0,13,","520.4","0","","","285.1","1,0","","","","","","","","","","","","","","","","","","","0","1,,,0","7.78","4,0","15.00","1,,,0","0.55","4,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1944-01","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","0.0","0","0.0",",0","","","","","","","","","","","0",",0","24",",0","2",",0","1",",0","0",",0","","","","","19440114",",,0","","","","","","","","","19440127",",,0","-17.2",",0,14,","","","","","","","26.1",",0,27,","917.8","0","","","397.4",",0","","","","","","","","","","","","","","","","","","","","","5.51",",0","13.69",",,,0","-2.66",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1944-02","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","0.0","0","0.0","1,0","","","","","","","","","0","1,0","0","1,0","7","1,0","0","1,0","7","1,0","0","1,0","","","","","19440212","+,1,0","","","19440229","+,1,0","","","","","19440223",",1,0","-3.9","1,0,12,+","","","0","1,,0,29,+","","","26.1","1,0,23,","1149.9","0","","","232.1","1,0","","","","","","","","","","","","","","","","","","","0","1,,,0","10.04","1,0","17.40","1,,,0","2.69","1,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1944-03","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","0.6","0","0.6","2,0","","","","","","","","","0",",0","0","2,0","7","2,0","0",",0","13",",0","0",",0","","","","","19440307",",2,0","","","19440331","+,,0","","","","","19440314",",,0","-7.2","2,0,07,","","","0",",,0,31,+","","","27.8",",0,14,","1383.2","0","","","233.3",",0","","","","","","","","","","","","","","","","","","","0",",,,0","10.44","2,0","19.04",",,,0","1.84","2,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1944-05","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","","","119.5","4,0","","","","","","","","","0",",0","0","4,0","0","4,0","0","3,0","27","3,0","12","3,0","","","","","19440505",",4,0","","","19440531","+,,0","","","","","19440524",",3,0","7.2","4,0,05,","","","0",",,0,31,+","","","36.1","3,0,24,","","","","","6.9","3,0","","","","","","","","","","","","","","","","","","","0",",,,0","22.35","4,0","30.44","3,,,0","14.25","4,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1944-06","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","","","291.2",",0","","","","","","","","","0",",0","0",",0","0",",0","0",",0","30",",0","25",",0","","","","","19440608","+,,0","","","19440630","+,,0","","","","","19440628",",,0","17.2",",0,08,+","","","0",",,0,30,+","","","39.4",",0,28,","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","0",",,,0","28.04",",0","34.55",",,,0","21.53",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1944-07","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","","","351.4",",0","","","","","","","","","0",",0","0",",0","0",",0","0",",0","31",",0","30",",0","","","","","19440721",",,0","","","19440731","+,,0","","","","","19440727",",,0","18.3",",0,21,","","","0",",,0,31,+","","","43.9",",0,27,","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","","","","","0",",,,0","29.67",",0","37.68",",,,0","21.65",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1944-08","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","","","318.2",",0","","","","","","","","","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","","","","","19440831",",,0","","","19440831","+,,0","","","","","19440805","+,,0","15.0",",0,31,","","","0",",,0,31,+","","","42.2",",0,05,+","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","","","","","0",",,,0","28.60",",0","35.92",",,,0","21.27",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1944-09","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","","","115.6",",0","","","","","","","","","0",",0","0",",0","0",",0","0",",0","30",",0","11",",0","","","","","19440925",",,0","","","19440930","+,,0","","","","","19440905",",,0","7.8",",0,25,","","","0",",,0,30,+","","","35.6",",0,05,","1.4","0","","","1.4",",0","","","","","","","","","","","","","","","","","","","0",",,,0","22.14",",0","29.31",",,,0","14.97",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1944-10","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","","","41.1",",0","1",",0","1",",0","1",",0","","","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","","","19441026",",,0","","","19441031","+,,0","","","19441004",",,0","19441001",",,0","5.0",",0,26,","","","0",",,0,31,+","30.5",",,0,04,","31.7",",0,01,","40.2","0","","","38.8",",0","","","","","","","","","","","30.5",",,,0","","","","","","","0",",,,0","18.41",",0","26.32",",,,0","10.50",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1944-11","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","","","20.8",",0","4",",0","3",",0","0",",0","","","0",",0","0",",0","4",",0","0",",0","15",",0","0",",0","","","","","19441127",",,0","","","19441130","+,,0","","","19441119",",,0","19441101",",,0","-2.8",",0,27,","","","0",",,0,30,+","9.7",",,0,19,","29.4",",0,01,","197.3","0","","","157.1",",0","","","","","","","","","","","19.6",",,,0","","","","","","","0",",,,0","13.79",",0","20.42",",,,0","7.16",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1944-12","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","","","0.0",",0","5",",0","4",",0","0",",0","","","0",",0","0",",0","17",",0","0",",0","1",",0","0",",0","","","","","19441223","+,,0","","","19441231","+,,0","","","19441228",",,0","19441218",",,0","-5.6",",0,23,+","","","0",",,0,31,+","20.3",",,0,28,","21.1",",0,18,","554.7","0","","","357.4",",0","","","","","","","","","","","45.4",",,,0","","","","","","","0",",,,0","6.80",",0","13.52",",,,0","0.09",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1945-01","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","0.0","0","0.0",",0","2",",0","1",",0","0",",0","","","0",",0","0",",0","17",",0","0",",0","3",",0","0",",0","","","","","19450131",",,0","","","19450131","+,,0","","","19450118",",,0","19450115",",,0","-3.9",",0,31,","","","0",",,0,31,+","9.7",",,0,18,","23.9",",0,15,","865.9","0","","","311.2",",0","","","","","","","","","","","11.0",",,,0","","","","","","","0",",,,0","8.30",",0","16.31",",,,0","0.28",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1945-02","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","0.0","0","0.0",",0","6",",0","3",",0","0",",0","","","","","0",",0","8",",0","0",",0","10",",0","0",",0","","","","","19450227",",,0","","","","","","","19450213",",,0","19450216","+,,0","-5.0",",0,27,","","","","","15.2",",,0,13,","28.3",",0,16,+","1078.8","0","","","212.9",",0","","","","","","","","","","","35.3",",,,0","","","","","","","","","10.73",",0","18.39",",,,0","3.06",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1945-03","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","15.8","0","15.8","1,0","4",",0","3",",0","0",",0","","","0",",0","0","1,0","1","1,0","0",",0","25",",0","0",",0","","","","","19450301",",1,0","","","19450331","+,,0","","","19450319",",,0","19450328",",,0","-0.6","1,0,01,","","","0",",,0,31,+","10.7",",,0,19,","30.6",",0,28,","1151.4","0","","","72.6",",0","","","","","","","","","","","24.1",",,,0","","","","","","","0",",,,0","16.49","1,0","24.12",",,,0","8.86","1,,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1945-04","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","50.6","0","34.8",",0","5",",0","5",",0","2",",0","","","","","0",",0","4",",0","0",",0","22",",0","3",",0","","","","","19450406","+,,0","","","","","","","19450411",",,0","19450402",",,0","-1.7",",0,06,+","","","","","38.9",",,0,11,","35.6",",0,02,","1225.3","0","","","73.9",",0","","","","","","","","","","","87.2",",,,0","","","","","","","","","17.03",",0","24.94",",,,0","9.12",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1945-05","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","216.2","0","165.6",",0","3",",0","2",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","","","","","19450505","+,,0","","","19450531","+,,0","","","19450510",",,0","19450529","+,,0","3.9",",0,05,+","","","0",",,0,31,+","13.7",",,0,10,","37.8",",0,29,+","1242.2","0","","","16.9",",0","","","","","","","","","","","19.8",",,,0","","","","","","","0",",,,0","23.13",",0","32.10",",,,0","14.16",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1945-06","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","477.6","0","261.4",",0","6",",0","3",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","29",",0","25",",0","","","","","19450620","+,,0","","","19450630","+,,0","","","19450610",",,0","19450628","+,,0","13.3",",0,20,+","","","0",",,0,30,+","21.3",",,0,10,","39.4",",0,28,+","1244.1","0","","","1.9",",0","","","","","","","","","","","33.2",",,,0","","","","","","","0",",,,0","26.98",",0","34.54",",,,0","19.43",",,,0","","","","","","","","","","","","","","","","","",""
"USW00023034","1945-07","31.35172","-100.4948","582.4","SAN ANGELO MATHIS FIELD AIRPORT, TX US","","","","","","","","","","","730.5","0","252.9",",0","11",",0","6",",0","2",",0","","","0",",0","0",",0","0",",0","0",",0","31",",0","23",",0","","","","","19450713",",,0","","","19450731","+,,0","","","19450707",",,0","19450727",",,0","16.7",",0,13,","","","0",",,0,31,+","45.7",",,0,07,","37.2",",0,27,","0.0","0","","","0.0",",0","","","","","","","","","","","104.4",",,,0","","","","","","","0",",,,0","26.49",",0","32.95",",,,0","20.03",",,,0","","","","","","","","","","","","","","","","","",""
