"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00014773","1926-01","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","0.0","0","0.0",",0","10",",0","6",",0","0",",0","8",",0","1",",0","0",",0","21",",0","7",",0","0",",0","0",",0","8","","","","19260129",",,0","19260109",",,0","19260109",",,0","","","19260121",",,0","19260118",",,0","-15.6",",0,29,","76",",,0,09,","76",",,0,09,","18.0",",,0,21,","14.4",",0,18,","1756.7","0","563.3",",0","57.2",",,,0","","","96",",,,0","0.16",",0","4.42",",,,0","-4.09",",,,0","","","","","",""
"USW00014773","1926-02","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","0.0","0","0.0",",0","11",",0","9",",0","0",",0","15",",0","5",",0","0",",0","26",",0","6",",0","0",",0","0",",0","12","","","","19260211",",,0","19260210",",,0","19260210",",,0","2","","19260203",",,0","19260225","+,,0","-12.8",",0,11,","381",",,0,10,","262",",,0,10,","21.1",",,0,03,","11.7",",0,25,+","2299.7","0","543.0",",0","99.7",",,,0","","","618",",,,0","-1.06",",0","2.94",",,,0","-5.05",",,,0","","","","","",""
"USW00014773","1926-03","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","0.0","0","0.0",",0","8",",0","4",",0","1",",0","0",",0","0",",0","0",",0","21",",0","4",",0","0",",0","0",",0","6","","","","19260306","+,,0","19260326","+,,0","19260326",",,0","2","","19260307",",,0","19260325",",,0","-10.6",",0,06,+","0",",T,0,26,+","13",",,0,26,","32.0",",,0,07,","19.4",",0,25,","2797.8","0","498.1",",0","56.5",",,,0","","","18",",,,0","2.27",",0","7.14",",,,0","-2.60",",,,0","","","","","",""
"USW00014773","1926-04","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","2.5","0","2.5",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","4",",0","0",",0","5","","","","19260412",",,0","19260403",",,0","19260401",",,0","3","","19260424",",,0","19260422",",,0","-3.3",",0,12,","0",",T,0,03,","0",",T,0,01,","22.4",",,0,24,","26.7",",0,22,","3097.5","0","299.7",",0","51.3",",,,0","","","0",",T,,0","8.43",",0","13.69",",,,0","3.16",",,,0","","","","","",""
"USW00014773","1926-05","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","12.9","0","10.4",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","4","","","","19260505",",,0","19260531","+,,0","19260531","+,,0","4","","19260516",",,0","19260502",",,0","2.8",",0,05,","0",",,0,31,+","0",",,0,31,+","27.2",",,0,16,","30.0",",0,02,","3184.5","0","87.0",",0","76.4",",,,0","","","0",",,,0","15.86",",0","22.15",",,,0","9.58",",,,0","","","","","",""
"USW00014773","1926-06","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","64.0","0","51.1",",0","13",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","1",",0","10","","","","19260617",",,0","19260630","+,,0","19260630","+,,0","9","","19260623",",,0","19260614",",,0","8.3",",0,17,","0",",,0,30,+","0",",,0,30,+","22.4",",,0,23,","32.2",",0,14,","3224.7","0","40.2",",0","62.5",",,,0","","","0",",,,0","18.70",",0","24.21",",,,0","13.18",",,,0","","","","","",""
"USW00014773","1926-07","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","221.4","0","157.4",",0","16",",0","11",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","5",",0","15","","","","19260712",",,0","19260731","+,,0","19260731","+,,0","12","","19260715",",,0","19260722",",,0","13.3",",0,12,","0",",,0,31,+","0",",,0,31,+","24.6",",,0,15,","38.3",",0,22,","3.1","0","3.1",",0","130.8",",,,0","","","0",",,,0","23.31",",0","28.44",",,,0","18.18",",,,0","","","","","",""
"USW00014773","1926-08","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","369.2","0","147.8",",0","15",",0","12",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","7",",0","11","","","","19260831",",,0","19260831","+,,0","19260831","+,,0","7","","19260812",",,0","19260811",",,0","13.9",",0,31,","0",",,0,31,+","0",",,0,31,+","59.9",",,0,12,","34.4",",0,11,","4.9","0","1.8",",0","196.5",",,,0","","","0",",,,0","23.04",",0","27.42",",,,0","18.66",",,,0","","","","","",""
"USW00014773","1926-09","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","412.2","0","43.0",",0","11",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","13","","","","19260927",",,0","19260930","+,,0","19260930","+,,0","4","","19260906",",,0","19260925",",,0","8.3",",0,27,","0",",,0,30,+","0",",,0,30,+","50.0",",,0,06,","31.7",",0,25,","46.4","0","41.5",",0","116.2",",,,0","","","0",",,,0","18.38",",0","22.77",",,,0","13.99",",,,0","","","","","",""
"USW00014773","1926-10","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","427.2","0","15.0",",0","11",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","19","","","","19261028","+,,0","19261031","+,,0","19261018",",,0","3","","19261031",",,0","19261005","+,,0","0.6",",0,28,+","0",",,0,31,+","0",",T,0,18,","38.9",",,0,31,","29.4",",0,05,+","246.1","0","199.7",",0","103.8",",,,0","","","0",",T,,0","12.37",",0","17.33",",,,0","7.42",",,,0","","","","","",""
"USW00014773","1926-11","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","427.2","0","0.0",",0","8",",0","5",",0","2",",0","0",",0","0",",0","0",",0","14",",0","0",",0","2",",0","0",",0","12","","","","19261128",",,0","19261130","+,,0","19261121","+,,0","2","","19261116",",,0","19261109",",,0","-5.6",",0,28,","0",",,0,30,+","0",",T,0,21,+","51.3",",,0,16,","21.7",",0,09,","601.7","0","355.6",",0","121.7",",,,0","","","0",",T,,0","6.48",",0","11.48",",,,0","1.48",",,,0","","","","","",""
"USW00014773","1926-12","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","427.2","0","0.0",",0","12",",0","5",",0","1",",0","9",",0","1",",0","0",",0","29",",0","8",",0","0",",0","0",",0","7","","","","19261219","+,,0","19261205",",,0","19261205",",,0","","","19261228",",,0","19261201",",,0","-12.8",",0,19,+","152",",,0,05,","145",",,0,05,","27.7",",,0,28,","8.3",",0,01,","1224.0","0","622.3",",0","76.4",",,,0","","","209",",,,0","-1.74",",0","2.16",",,,0","-5.64",",,,0","","","","","",""
"USW00014773","1927-01","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","0.0","0","0.0",",0","12",",0","5",",0","0",",0","5",",0","2",",0","0",",0","25",",0","9",",0","0",",0","0",",0","8","","","","19270127",",,0","19270115",",,0","19270115",",,0","","","19270115",",,0","19270122",",,0","-16.7",",0,27,","203",",,0,15,","203",",,0,15,","15.7",",,0,15,","11.1",",0,22,","1825.3","0","601.3",",0","51.4",",,,0","","","241",",,,0","-1.06",",0","3.17",",,,0","-5.29",",,,0","","","","","",""
"USW00014773","1927-02","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","0.0","0","0.0",",0","11",",0","7",",0","0",",0","6",",0","3",",0","0",",0","18",",0","2",",0","0",",0","0",",0","13","","","","19270205",",,0","19270220",",,0","19270213",",,0","1","","19270219",",,0","19270217",",,0","-5.0",",0,05,","76",",,0,20,","53",",,0,13,","20.8",",,0,19,","15.0",",0,17,","2252.0","0","426.7",",0","65.8",",,,0","","","159",",,,0","3.09",",0","7.16",",,,0","-0.97",",,,0","","","","","",""
"USW00014773","1927-03","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","0.8","0","0.8",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","12",",0","1",",0","3",",0","0",",0","13","","","","19270304",",,0","19270331","+,,0","19270324","+,,0","1","","19270330",",,0","19270318","+,,0","-7.2",",0,04,","0",",,0,31,+","0",",T,0,24,+","4.3",",,0,30,","25.0",",0,18,+","2624.9","0","372.9",",0","21.0",",,,0","","","0",",T,,0","6.33",",0","11.47",",,,0","1.19",",,,0","","","","","",""
"USW00014773","1927-04","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","5.2","0","4.4",",0","10",",0","8",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","4",",0","0",",0","5","","","","19270411",",,0","19270430","+,,0","19270413","+,,0","3","","19270421",",,0","19270420",",,0","-0.6",",0,11,","0",",,0,30,+","0",",T,0,13,+","39.6",",,0,21,","31.1",",0,20,","2911.5","0","286.6",",0","73.9",",,,0","","","0",",T,,0","8.93",",0","14.33",",,,0","3.52",",,,0","","","","","",""
"USW00014773","1927-05","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","8.9","0","3.7",",0","15",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","9","","","","19270501",",,0","19270531","+,,0","19270531","+,,0","6","","19270510",",,0","19270510",",,0","5.6",",0,01,","0",",,0,31,+","0",",,0,31,+","15.5",",,0,10,","27.8",",0,10,","3018.7","0","107.2",",0","70.7",",,,0","","","0",",,,0","14.99",",0","20.08",",,,0","9.91",",,,0","","","","","",""
"USW00014773","1927-06","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","61.3","0","52.4",",0","11",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","1",",0","4","","","","19270602",",,0","19270630","+,,0","19270630","+,,0","6","","19270619",",,0","19270629",",,0","8.3",",0,02,","0",",,0,30,+","0",",,0,30,+","28.7",",,0,19,","32.8",",0,29,","3048.6","0","29.9",",0","83.9",",,,0","","","0",",,,0","19.09",",0","24.55",",,,0","13.62",",,,0","","","","","",""
"USW00014773","1927-07","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","219.5","0","158.2",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","6","","","","19270705",",,0","19270731","+,,0","19270731","+,,0","7","","19270723",",,0","19270713",",,0","11.7",",0,05,","0",",,0,31,+","0",",,0,31,+","63.0",",,0,23,","35.0",",0,13,","0.5","0","0.5",",0","111.8",",,,0","","","0",",,,0","23.42",",0","28.41",",,,0","18.43",",,,0","","","","","",""
"USW00014773","1927-08","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","285.7","0","66.2",",0","11",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","17","","","","19270825",",,0","19270831","+,,0","19270831","+,,0","8","","19270808",",,0","19270808","+,,0","10.6",",0,25,","0",",,0,31,+","0",",,0,31,+","72.6",",,0,08,","30.0",",0,08,+","13.8","0","13.3",",0","201.4",",,,0","","","0",",,,0","20.04",",0","24.76",",,,0","15.31",",,,0","","","","","",""
"USW00014773","1927-09","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","338.7","0","53.0",",0","5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","1",",0","19","","","","19270925","+,,0","19270930","+,,0","19270930","+,,0","2","","19270919",",,0","19270915",",,0","7.8",",0,25,+","0",",,0,30,+","0",",,0,30,+","30.7",",,0,19,","33.3",",0,15,","37.7","0","23.9",",0","51.5",",,,0","","","0",",,,0","19.30",",0","24.94",",,,0","13.66",",,,0","","","","","",""
"USW00014773","1927-10","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","358.4","0","19.7",",0","10",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","18","","","","19271031",",,0","19271031","+,,0","19271031","+,,0","1","","19271018",",,0","19271002",",,0","2.8",",0,31,","0",",,0,31,+","0",",,0,31,+","51.8",",,0,18,","31.1",",0,02,","182.0","0","144.3",",0","188.2",",,,0","","","0",",,,0","14.31",",0","19.39",",,,0","9.23",",,,0","","","","","",""
"USW00014773","1927-11","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","358.7","0","0.3",",0","12",",0","6",",0","1",",0","0",",0","0",",0","0",",0","8",",0","0",",0","7",",0","0",",0","18","","","","19271120",",,0","19271108",",,0","19271109",",,0","1","","19271103",",,0","19271102",",,0","-2.8",",0,20,","0",",T,0,08,","5",",,0,09,","32.3",",,0,03,","23.9",",0,02,","443.8","0","261.8",",0","90.8",",,,0","","","8",",,,0","9.62",",0","14.38",",,,0","4.85",",,,0","","","","","",""
"USW00014773","1927-12","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","358.7","0","0.0",",0","12",",0","9",",0","2",",0","4",",0","1",",0","0",",0","21",",0","4",",0","0",",0","0",",0","12","","","","19271225","+,,0","19271207","+,,0","19271204",",,0","","","19271204",",,0","19271201",",,0","-8.9",",0,25,+","51",",,0,07,+","51",",,0,04,","45.0",",,0,04,","20.0",",0,01,","929.6","0","485.8",",0","136.3",",,,0","","","51",",,,0","2.66",",0","7.08",",,,0","-1.75",",,,0","","","","","",""
"USW00014773","1928-01","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","0.0","0","0.0",",0","8",",0","4",",0","0",",0","4",",0","2",",0","0",",0","21",",0","7",",0","0",",0","0",",0","14","","","","19280130",",,0","19280130","+,,0","19280129",",,0","","","19280124",",,0","19280107",",,0","-13.9",",0,30,","279",",,0,30,+","183",",,0,29,","17.0",",,0,24,","14.4",",0,07,","1471.1","0","541.5",",0","44.3",",,,0","","","280",",,,0","0.86",",0","5.64",",,,0","-3.91",",,,0","","","","","",""
"USW00014773","1928-02","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","0.0","0","0.0",",0","9",",0","6",",0","0",",0","4",",0","1",",0","0",",0","23",",0","6",",0","0",",0","0",",0","16","","","","19280226",",,0","19280202","+,,0","19280218",",,0","2","","19280223",",,0","19280223",",,0","-13.9",",0,26,","102",",,0,02,+","51",",,0,18,","24.1",",,0,23,","13.3",",0,23,","1994.6","0","523.5",",0","104.0",",,,0","","","69",",,,0","0.28",",0","4.79",",,,0","-4.22",",,,0","","","","","",""
"USW00014773","1928-03","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","0.0","0","0.0",",0","10",",0","6",",0","0",",0","1",",0","2",",0","0",",0","21",",0","0",",0","3",",0","0",",0","15","","","","19280306",",,0","19280309",",,0","19280309",",,0","2","","19280330",",,0","19280326",",,0","-7.8",",0,06,","51",",,0,09,","86",",,0,09,","15.5",",,0,30,","25.0",",0,26,","2440.6","0","446.0",",0","55.6",",,,0","","","131",",,,0","3.95",",0","8.54",",,,0","-0.65",",,,0","","","","","",""
"USW00014773","1928-04","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","0.0","0","0.0",",0","12",",0","9",",0","1",",0","0",",0","1",",0","0",",0","7",",0","0",",0","6",",0","0",",0","10","","","","19280416",",,0","19280430","+,,0","19280412",",,0","","","19280423",",,0","19280419","+,,0","-2.2",",0,16,","0",",,0,30,+","30",",,0,12,","31.0",",,0,23,","26.1",",0,19,+","2719.9","0","279.3",",0","118.8",",,,0","","","30",",,,0","9.03",",0","14.34",",,,0","3.71",",,,0","","","","","",""
"USW00014773","1928-05","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","8.0","0","8.0",",0","12",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","1",",0","13","","","","19280513",",,0","19280531","+,,0","19280531","+,,0","5","","19280518",",,0","19280505",",,0","4.4",",0,13,","0",",,0,31,+","0",",,0,31,+","14.7",",,0,18,","32.8",",0,05,","2817.8","0","97.9",",0","62.3",",,,0","","","0",",,,0","15.44",",0","21.04",",,,0","9.83",",,,0","","","","","",""
"USW00014773","1928-06","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","71.9","0","63.9",",0","15",",0","11",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","1",",0","14","","","","19280611",",,0","19280630","+,,0","19280630","+,,0","7","","19280605",",,0","19280614",",,0","11.1",",0,11,","0",",,0,30,+","0",",,0,30,+","18.0",",,0,05,","32.2",",0,14,","2835.6","0","17.8",",0","149.9",",,,0","","","0",",,,0","19.87",",0","24.54",",,,0","15.20",",,,0","","","","","",""
"USW00014773","1928-07","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","251.5","0","179.6",",0","14",",0","11",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","10","","","","19280731","+,,0","19280731","+,,0","19280731","+,,0","12","","19280713",",,0","19280709",",,0","15.0",",0,31,+","0",",,0,31,+","0",",,0,31,+","47.5",",,0,13,","33.9",",0,09,","0.0","0","0.0",",0","182.1",",,,0","","","0",",,,0","24.13",",0","29.34",",,,0","18.92",",,,0","","","","","",""
"USW00014773","1928-08","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","433.7","0","182.2",",0","12",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","23","","","","19280812",",,0","19280831","+,,0","19280831","+,,0","9","","19280817",",,0","19280804",",,0","13.9",",0,12,","0",",,0,31,+","0",",,0,31,+","49.3",",,0,17,","35.6",",0,04,","1.1","0","1.1",",0","86.5",",,,0","","","0",",,,0","24.18",",0","28.96",",,,0","19.39",",,,0","","","","","",""
"USW00014773","1928-09","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","479.3","0","45.6",",0","9",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","16","","","","19280927","+,,0","19280930","+,,0","19280930","+,,0","1","","19280906",",,0","19280913","+,,0","5.0",",0,27,+","0",",,0,30,+","0",",,0,30,+","26.9",",,0,06,","30.0",",0,13,+","75.2","0","74.1",",0","86.8",",,,0","","","0",",,,0","17.39",",0","21.61",",,,0","13.16",",,,0","","","","","",""
"USW00014773","1928-10","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","499.5","0","20.2",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","14",",0","0",",0","16","","","","19281027",",,0","19281031","+,,0","19281031","+,,0","1","","19281018",",,0","19281013","+,,0","-1.1",",0,27,","0",",,0,31,+","0",",,0,31,+","24.9",",,0,18,","28.9",",0,13,+","226.6","0","151.4",",0","40.2",",,,0","","","0",",,,0","14.10",",0","19.55",",,,0","8.66",",,,0","","","","","",""
"USW00014773","1928-11","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","499.5","0","0.0",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","3",",0","0",",0","8","","","","19281126",",,0","19281130","+,,0","19281125","+,,0","","","19281130",",,0","19281118",",,0","-6.1",",0,26,","0",",,0,30,+","0",",T,0,25,+","19.1",",,0,30,","22.8",",0,18,","533.8","0","307.2",",0","48.7",",,,0","","","0",",T,,0","8.09",",0","12.33",",,,0","3.85",",,,0","","","","","",""
"USW00014773","1928-12","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","499.5","0","0.0",",0","8",",0","5",",0","0",",0","1",",0","1",",0","0",",0","19",",0","0",",0","0",",0","0",",0","11","","","","19281222",",,0","19281208",",,0","19281208",",,0","","","19281227",",,0","19281217",",,0","-8.3",",0,22,","25",",,0,08,","30",",,0,08,","7.1",",,0,27,","15.6",",0,17,","994.9","0","461.1",",0","30.3",",,,0","","","43",",,,0","3.46",",0","7.64",",,,0","-0.72",",,,0","","","","","",""
"USW00014773","1929-01","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","0.0","0","0.0",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","28",",0","4",",0","0",",0","0",",0","4","","","","19290114",",,0","19290131","+,,0","19290123","+,,0","","","19290125",",,0","19290119",",,0","-13.9",",0,14,","0",",T,0,31,+","8",",,0,23,+","16.8",",,0,25,","17.2",",0,19,","1568.4","0","573.5",",0","77.7",",,,0","","","24",",,,0","-0.17",",0","4.35",",,,0","-4.69",",,,0","","","","","",""
"USW00014773","1929-02","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","0.0","0","0.0",",0","7",",0","6",",0","1",",0","4",",0","2",",0","0",",0","22",",0","5",",0","0",",0","0",",0","6","","","","19290223","+,,0","19290221",",,0","19290221",",,0","","","19290226",",,0","19290218",",,0","-10.0",",0,23,+","178",",,0,21,","173",",,0,21,","37.1",",,0,26,","14.4",",0,18,","2067.3","0","498.9",",0","89.1",",,,0","","","201",",,,0","0.51",",0","5.15",",,,0","-4.13",",,,0","","","","","",""
"USW00014773","1929-03","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","1.7","0","1.7",",0","12",",0","4",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","3",",0","0",",0","12","","","","19290310",",,0","19290331","+,,0","19290309","+,,0","","","19290305",",,0","19290322",",,0","-11.7",",0,10,","0",",,0,31,+","0",",T,0,09,+","19.1",",,0,05,","25.0",",0,22,","2396.6","0","329.3",",0","59.6",",,,0","","","0",",T,,0","7.76",",0","13.31",",,,0","2.22",",,,0","","","","","",""
"USW00014773","1929-04","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","9.8","0","8.1",",0","16",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","9","","","","19290402",",,0","19290430","+,,0","19290430","+,,0","6","","19290416",",,0","19290407",",,0","1.1",",0,02,","0",",,0,30,+","0",",,0,30,+","32.8",",,0,16,","31.1",",0,07,","2618.8","0","222.2",",0","135.8",",,,0","","","0",",,,0","11.19",",0","16.40",",,,0","5.98",",,,0","","","","","",""
"USW00014773","1929-05","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","41.8","0","32.0",",0","15",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","1",",0","6","","","","19290517","+,,0","19290531","+,,0","19290531","+,,0","6","","19290518",",,0","19290531",",,0","5.0",",0,17,+","0",",,0,31,+","0",",,0,31,+","39.6",",,0,18,","32.8",",0,31,","2710.2","0","91.4",",0","89.8",",,,0","","","0",",,,0","16.41",",0","22.38",",,,0","10.45",",,,0","","","","","",""
"USW00014773","1929-06","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","161.5","0","119.7",",0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","5",",0","4","","","","19290603",",,0","19290630","+,,0","19290630","+,,0","9","","19290620",",,0","19290619","+,,0","7.2",",0,03,","0",",,0,30,+","0",",,0,30,+","30.0",",,0,20,","34.4",",0,19,+","2732.1","0","21.9",",0","89.8",",,,0","","","0",",,,0","21.59",",0","27.40",",,,0","15.78",",,,0","","","","","",""
"USW00014773","1929-07","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","327.3","0","165.8",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","2","","","","19290703",",,0","19290731","+,,0","19290731","+,,0","7","","19290708",",,0","19290728",",,0","11.7",",0,03,","0",",,0,31,+","0",",,0,31,+","5.1",",,0,08,","34.4",",0,28,","1.1","0","1.1",",0","16.3",",,,0","","","0",",,,0","23.64",",0","29.19",",,,0","18.09",",,,0","","","","","",""
"USW00014773","1929-08","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","428.5","0","101.2",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","2",",0","3","","","","19290831","+,,0","19290831","+,,0","19290831","+,,0","9","","19290814",",,0","19290812",",,0","12.8",",0,31,+","0",",,0,31,+","0",",,0,31,+","36.3",",,0,14,","33.9",",0,12,","1.1","0","0.0",",0","67.1",",,,0","","","0",",,,0","21.60",",0","27.16",",,,0","16.03",",,,0","","","","","",""
"USW00014773","1929-09","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","512.9","0","84.4",",0","10",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","4",",0","8","","","","19290919",",,0","19290930","+,,0","19290930","+,,0","5","","19290907",",,0","19290904","+,,0","5.0",",0,19,","0",",,0,30,+","0",",,0,30,+","54.4",",,0,07,","35.0",",0,04,+","40.0","0","38.9",",0","181.5",",,,0","","","0",",,,0","19.85",",0","25.32",",,,0","14.38",",,,0","","","","","",""
"USW00014773","1929-10","40.2269","-74.7465","57.9","TRENTON WEATHER SERVICE OFFICE CITY, NJ US","512.9","0","0.0",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","8","","","","19291018","+,,0","19291031","+,,0","19291031","+,,0","","","19291022",",,0","19291020",",,0","1.1",",0,18,+","0",",,0,31,+","0",",,0,31,+","27.9",",,0,22,","23.9",",0,20,","243.3","0","203.3",",0","89.2",",,,0","","","0",",,,0","11.77",",0","16.81",",,,0","6.74",",,,0","","","","","",""
