"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013782","1953-11","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1342.0","0","10.6",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","","","19531129",",,0","19531130","+,,0","19531130","+,,0","","","19531105",",,0","19531104",",,0","2.2",",0,29,","0",",,0,30,+","0",",,0,30,+","16.0",",,0,05,","26.7",",0,04,","157.0","0","139.5",",0","38.7",",,,0","0",",,,0","14.04",",0","18.65",",,,0","9.43",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1953-12","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1342.0","0","0.0",",0","15",",0","8",",0","2",",0","0",",0","0",",0","0",",0","4",",0","0",",0","5",",0","0",",0","","","19531218",",,0","19531231","+,,0","19531231","+,,0","","","19531225",",,0","19531212","+,,0","-3.9",",0,18,","0",",,0,31,+","0",",,0,31,+","45.7",",,0,25,","22.2",",0,12,+","370.6","0","213.6",",0","131.8",",,,0","0",",,,0","11.45",",0","15.54",",,,0","7.35",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1954-01","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","3.7","0","3.7",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","6",",0","0",",0","","","19540113",",,0","19540131","+,,0","19540131","+,,0","","","19540111",",,0","19540121",",,0","-3.9",",0,13,","0",",,0,31,+","0",",,0,31,+","14.7",",,0,11,","25.6",",0,21,","582.6","0","212.0",",0","33.5",",,,0","0",",,,0","11.61",",0","16.45",",,,0","6.78",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1954-02","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","3.7","0","0.0",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","","","19540213","+,,0","19540228","+,,0","19540208",",,0","","","19540224",",,0","19540221","+,,0","2.8",",0,13,+","0",",,0,28,+","0",",T,0,08,","4.3",",,0,24,","23.3",",0,21,+","727.9","0","145.3",",0","10.7",",,,0","0",",T,,0","13.14",",0","17.92",",,,0","8.37",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1954-03","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","21.5","0","17.8",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","","","19540307","+,,0","19540331","+,,0","19540305",",,0","","","19540327",",,0","19540330",",,0","0.6",",0,07,+","0",",,0,31,+","0",",T,0,05,","19.8",",,0,27,","28.9",",0,30,","886.5","0","158.6",",0","49.9",",,,0","0",",T,,0","13.79",",0","18.39",",,,0","9.19",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1954-04","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","95.0","0","73.5",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","19540402",",,0","19540430","+,,0","19540430","+,,0","","","19540414",",,0","19540428",",,0","9.4",",0,02,","0",",,0,30,+","0",",,0,30,+","14.2",",,0,14,","29.4",",0,28,","904.3","0","17.8",",0","32.3",",,,0","0",",,,0","20.19",",0","24.06",",,,0","16.32",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1954-05","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","182.5","0","87.5",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","19540521",",,0","19540531","+,,0","19540531","+,,0","","","19540513",",,0","19540530",",,0","11.7",",0,21,","0",",,0,31,+","0",",,0,31,+","32.5",",,0,13,","29.4",",0,30,","907.7","0","3.4",",0","105.0",",,,0","0",",,,0","21.05",",0","25.05",",,,0","17.04",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1954-06","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","435.2","0","252.7",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","","","19540605",",,0","19540630","+,,0","19540630","+,,0","","","19540623",",,0","19540627",",,0","15.6",",0,05,","0",",,0,30,+","0",",,0,30,+","5.8",",,0,23,","38.9",",0,27,","907.7","0","0.0",",0","12.0",",,,0","0",",,,0","26.76",",0","30.68",",,,0","22.84",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1954-07","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","740.1","0","304.9",",0","5",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","13",",0","","","19540712",",,0","19540731","+,,0","19540731","+,,0","","","19540710",",,0","19540721",",,0","19.4",",0,12,","0",",,0,31,+","0",",,0,31,+","69.3",",,0,10,","36.1",",0,21,","0.0","0","0.0",",0","132.8",",,,0","0",",,,0","28.17",",0","31.71",",,,0","24.63",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1954-08","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1069.3","0","329.2",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","19540808",",,0","19540831","+,,0","19540831","+,,0","","","19540810",",,0","19540805",",,0","22.8",",0,08,","0",",,0,31,+","0",",,0,31,+","1.8",",,0,10,","38.9",",0,05,","0.0","0","0.0",",0","4.7",",,,0","0",",,,0","28.95",",0","33.14",",,,0","24.77",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1954-09","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1291.6","0","222.3",",0","6",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","19540903",",,0","19540930","+,,0","19540930","+,,0","","","19540926",",,0","19540921","+,,0","18.9",",0,03,","0",",,0,30,+","0",",,0,30,+","51.3",",,0,26,","31.7",",0,21,+","0.0","0","0.0",",0","132.0",",,,0","0",",,,0","25.74",",0","28.72",",,,0","22.76",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1954-10","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1382.7","0","91.1",",0","5",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","2",",0","","","19541031",",,0","19541031","+,,0","19541031","+,,0","","","19541015",",,0","19541005",",,0","5.6",",0,31,","0",",,0,31,+","0",",,0,31,+","88.6",",,0,15,","32.8",",0,05,","40.2","0","40.2",",0","141.2",",,,0","0",",,,0","19.97",",0","24.25",",,,0","15.70",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1954-11","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1385.5","0","2.8",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","5",",0","0",",0","","","19541103",",,0","19541130","+,,0","19541130","+,,0","","","19541128",",,0","19541118","+,,0","-2.2",",0,03,","0",",,0,30,+","0",",,0,30,+","18.8",",,0,28,","21.7",",0,18,+","184.6","0","144.4",",0","37.8",",,,0","0",",,,0","13.61",",0","18.15",",,,0","9.08",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1954-12","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1386.9","0","1.4",",0","7",",0","5",",0","2",",0","0",",0","0",",0","0",",0","4",",0","0",",0","2",",0","0",",0","","","19541207",",,0","19541231","+,,0","19541206",",,0","","","19541213",",,0","19541229",",,0","-2.8",",0,07,","0",",,0,31,+","0",",T,0,06,","34.8",",,0,13,","22.8",",0,29,","448.2","0","263.6",",0","96.7",",,,0","0",",T,,0","9.88",",0","14.41",",,,0","5.34",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1955-01","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","0.0","0","0.0",",0","8",",0","6",",0","3",",0","0",",0","0",",0","0",",0","2",",0","0",",0","3",",0","0",",0","","","19550125","+,,0","19550131","+,,0","19550131","+,,0","","","19550118",",,0","19550106",",,0","0.0",",0,25,+","0",",,0,31,+","0",",,0,31,+","31.8",",,0,18,","24.4",",0,06,","714.9","0","266.7",",0","114.2",",,,0","0",",,,0","9.73",",0","14.20",",,,0","5.26",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1955-02","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1.9","0","1.9",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","5",",0","0",",0","","","19550212",",,0","19550228","+,,0","19550228","+,,0","","","19550206",",,0","19550228",",,0","-5.6",",0,12,","0",",,0,28,+","0",",,0,28,+","21.3",",,0,06,","24.4",",0,28,","917.6","0","202.7",",0","39.6",",,,0","0",",,,0","11.16",",0","15.72",",,,0","6.60",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1955-03","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","27.4","0","25.5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","19",",0","0",",0","","","19550327",",,0","19550331","+,,0","19550328",",,0","","","19550319",",,0","19550313",",,0","-2.2",",0,27,","0",",,0,31,+","0",",T,0,28,","10.2",",,0,19,","29.4",",0,13,","1014.7","0","97.1",",0","12.0",",,,0","0",",T,,0","16.02",",0","21.05",",,,0","10.99",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1955-04","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","89.7","0","62.3",",0","7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","","","19550401",",,0","19550430","+,,0","19550430","+,,0","","","19550411",",,0","19550421",",,0","8.9",",0,01,","0",",,0,30,+","0",",,0,30,+","42.9",",,0,11,","29.4",",0,21,","1033.9","0","19.2",",0","75.5",",,,0","0",",,,0","19.77",",0","23.61",",,,0","15.93",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1955-05","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","261.2","0","171.5",",0","8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","2",",0","","","19550502",",,0","19550531","+,,0","19550531","+,,0","","","19550518",",,0","19550511",",,0","12.8",",0,02,","0",",,0,31,+","0",",,0,31,+","45.5",",,0,18,","34.4",",0,11,","1033.9","0","0.0",",0","101.7",",,,0","0",",,,0","23.86",",0","27.51",",,,0","20.22",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1955-06","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","456.5","0","195.3",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","2",",0","","","19550616",",,0","19550630","+,,0","19550630","+,,0","","","19550623",",,0","19550606","+,,0","16.1",",0,16,","0",",,0,30,+","0",",,0,30,+","37.1",",,0,23,","33.3",",0,06,+","1033.9","0","0.0",",0","72.7",",,,0","0",",,,0","24.84",",0","28.65",",,,0","21.03",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1955-07","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","746.9","0","290.4",",0","16",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","","","19550701",",,0","19550731","+,,0","19550731","+,,0","","","19550710",",,0","19550719",",,0","21.1",",0,01,","0",",,0,31,+","0",",,0,31,+","21.3",",,0,10,","33.9",",0,19,","0.0","0","0.0",",0","104.2",",,,0","0",",,,0","27.70",",0","31.05",",,,0","24.36",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1955-08","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1039.3","0","292.4",",0","13",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","","","19550810",",,0","19550831","+,,0","19550831","+,,0","","","19550810",",,0","19550819",",,0","20.6",",0,10,","0",",,0,31,+","0",",,0,31,+","25.4",",,0,10,","35.0",",0,19,","0.0","0","0.0",",0","85.3",",,,0","0",",,,0","27.76",",0","31.02",",,,0","24.51",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1955-09","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1237.2","0","197.9",",0","13",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","19550913",",,0","19550930","+,,0","19550930","+,,0","","","19550904",",,0","19550901",",,0","18.9",",0,13,","0",",,0,30,+","0",",,0,30,+","89.4",",,0,04,","31.7",",0,01,","0.0","0","0.0",",0","346.3",",,,0","0",",,,0","24.93",",0","27.69",",,,0","22.17",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1955-10","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1306.5","0","69.3",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","","","19551031","+,,0","19551031","+,,0","19551031","+,,0","","","19551029",",,0","19551008",",,0","9.4",",0,31,+","0",",,0,31,+","0",",,0,31,+","18.0",",,0,29,","30.0",",0,08,","24.9","0","24.9",",0","31.5",",,,0","0",",,,0","19.76",",0","24.03",",,,0","15.50",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1955-11","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1323.7","0","17.2",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","13",",0","0",",0","","","19551129",",,0","19551130","+,,0","19551130","+,,0","","","19551110",",,0","19551115",",,0","-1.7",",0,29,","0",",,0,30,+","0",",,0,30,+","18.5",",,0,10,","28.9",",0,15,","153.0","0","128.1",",0","23.4",",,,0","0",",,,0","14.64",",0","19.63",",,,0","9.64",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1955-12","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1324.8","0","1.1",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","4",",0","0",",0","","","19551217",",,0","19551231","+,,0","19551212",",,0","","","19551206",",,0","19551204",",,0","-1.7",",0,17,","0",",,0,31,+","0",",T,0,12,","7.6",",,0,06,","23.9",",0,04,","440.0","0","287.0",",0","22.6",",,,0","0",",T,,0","9.11",",0","13.30",",,,0","4.93",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1956-01","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","0.0","0","0.0",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","0",",0","0",",0","","","19560109",",,0","19560131","+,,0","19560131","+,,0","","","19560104",",,0","19560129",",,0","-1.1",",0,09,","0",",,0,31,+","0",",,0,31,+","14.5",",,0,04,","20.6",",0,29,","755.0","0","315.0",",0","50.6",",,,0","0",",,,0","8.17",",0","12.60",",,,0","3.75",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1956-02","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1.9","0","1.9",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","","","19560229","+,,0","19560229","+,,0","19560229","+,,0","","","19560205",",,0","19560219",",,0","3.9",",0,29,+","0",",,0,29,+","0",",,0,29,+","17.8",",,0,05,","24.4",",0,19,","884.5","0","129.5",",0","53.0",",,,0","0",",,,0","13.93",",0","18.25",",,,0","9.62",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1956-03","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","11.6","0","9.7",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","","","19560325",",,0","19560331","+,,0","19560331","+,,0","","","19560311",",,0","19560327",",,0","1.7",",0,25,","0",",,0,31,+","0",",,0,31,+","34.8",",,0,11,","25.0",",0,27,","1017.6","0","133.1",",0","65.6",",,,0","0",",,,0","14.35",",0","19.11",",,,0","9.59",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1956-04","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","50.0","0","38.4",",0","4",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","","","19560409",",,0","19560430","+,,0","19560430","+,,0","","","19560416",",,0","19560407",",,0","6.1",",0,09,","0",",,0,30,+","0",",,0,30,+","33.5",",,0,16,","28.9",",0,07,","1068.2","0","50.6",",0","67.8",",,,0","0",",,,0","17.93",",0","22.32",",,,0","13.54",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1956-05","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","214.5","0","164.5",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","","","19560509",",,0","19560531","+,,0","19560531","+,,0","","","19560503",",,0","19560523",",,0","10.6",",0,09,","0",",,0,31,+","0",",,0,31,+","17.5",",,0,03,","36.1",",0,23,","1071.0","0","2.8",",0","40.9",",,,0","0",",,,0","23.55",",0","27.65",",,,0","19.45",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1956-06","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","439.5","0","225.0",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","6",",0","","","19560603",",,0","19560630","+,,0","19560630","+,,0","","","19560601",",,0","19560624",",,0","15.6",",0,03,","0",",,0,30,+","0",",,0,30,+","44.7",",,0,01,","33.9",",0,24,","1071.0","0","0.0",",0","126.4",",,,0","0",",,,0","25.83",",0","29.69",",,,0","21.97",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1956-07","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","733.9","0","294.4",",0","13",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","","","19560728","+,,0","19560731","+,,0","19560731","+,,0","","","19560717",",,0","19560714",",,0","22.2",",0,28,+","0",",,0,31,+","0",",,0,31,+","63.8",",,0,17,","35.0",",0,14,","0.0","0","0.0",",0","142.4",",,,0","0",",,,0","27.83",",0","31.51",",,,0","24.15",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1956-08","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1024.2","0","290.3",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","14",",0","","","19560822",",,0","19560831","+,,0","19560831","+,,0","","","19560815",",,0","19560806",",,0","19.4",",0,22,","0",",,0,31,+","0",",,0,31,+","60.5",",,0,15,","37.2",",0,06,","0.0","0","0.0",",0","107.9",",,,0","0",",,,0","27.70",",0","31.47",",,,0","23.93",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1956-09","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1187.5","0","163.3",",0","9",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","","","19560927",",,0","19560930","+,,0","19560930","+,,0","","","19560925",",,0","19560915",",,0","13.3",",0,27,","0",",,0,30,+","0",",,0,30,+","61.0",",,0,25,","33.9",",0,15,","1.9","0","1.9",",0","141.4",",,,0","0",",,,0","23.71",",0","27.42",",,,0","20.00",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1956-10","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1254.0","0","66.5",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","","","19561012",",,0","19561031","+,,0","19561031","+,,0","","","19561016",",,0","19561001",",,0","10.6",",0,12,","0",",,0,31,+","0",",,0,31,+","19.6",",,0,16,","29.4",",0,01,","10.8","0","8.9",",0","49.6",",,,0","0",",,,0","20.19",",0","23.35",",,,0","17.03",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1956-11","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1269.8","0","15.8",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","10",",0","0",",0","","","19561125",",,0","19561130","+,,0","19561130","+,,0","","","19561108",",,0","19561102",",,0","-1.1",",0,25,","0",",,0,30,+","0",",,0,30,+","8.4",",,0,08,","26.7",",0,02,","152.7","0","141.9",",0","15.1",",,,0","0",",,,0","14.13",",0","18.78",",,,0","9.48",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1956-12","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1279.6","0","9.8",",0","4",",0","3",",0","0",",0","0",",0","0","1,0","0",",0","0",",0","0",",0","15",",0","0",",0","","","19561230",",,0","19561231","+,,0","19561231","+,1,0","","","19561214",",,0","19561213",",,0","0.6",",0,30,","0",",,0,31,+","0","1,,0,31,+","25.1",",,0,14,","25.6",",0,13,","263.3","0","110.6",",0","32.8",",,,0","0","1,,,0","15.08",",0","19.91",",,,0","10.25",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1957-01","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1.1","0","1.1",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","8",",0","0",",0","","","19570118",",,0","19570131","+,,0","19570131","+,,0","","","19570116",",,0","19570110",",,0","-3.9",",0,18,","0",",,0,31,+","0",",,0,31,+","9.7",",,0,16,","25.6",",0,10,","496.4","0","233.1",",0","27.2",",,,0","0",",,,0","10.85",",0","15.23",",,,0","6.47",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1957-02","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","3.9","0","2.8",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","","","19570222",",,0","19570228","+,,0","19570228","+,,0","","","19570225",",,0","19570204",",,0","1.7",",0,22,","0",",,0,28,+","0",",,0,28,+","45.0",",,0,25,","26.1",",0,04,","631.1","0","134.7",",0","83.1",",,,0","0",",,,0","13.62",",0","17.56",",,,0","9.68",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1957-03","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","8.7","0","4.8",",0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","","","19570310",",,0","19570331","+,,0","19570331","+,,0","","","19570324",",,0","19570325","+,,0","1.1",",0,10,","0",",,0,31,+","0",",,0,31,+","28.7",",,0,24,","25.6",",0,25,+","787.9","0","156.8",",0","98.8",",,,0","0",",,,0","13.43",",0","17.42",",,,0","9.44",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1957-04","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","66.8","0","58.1",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","19570415",",,0","19570430","+,,0","19570430","+,,0","","","19570411",",,0","19570402",",,0","7.8",",0,15,","0",",,0,30,+","0",",,0,30,+","14.0",",,0,11,","28.9",",0,02,","815.9","0","28.0",",0","37.9",",,,0","0",",,,0","19.34",",0","23.00",",,,0","15.67",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1957-05","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","217.4","0","150.6",",0","11",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","19570505","+,,0","19570531","+,,0","19570531","+,,0","","","19570525",",,0","19570520",",,0","8.9",",0,05,+","0",",,0,31,+","0",",,0,31,+","40.6",",,0,25,","31.7",",0,20,","824.2","0","8.3",",0","148.9",",,,0","0",",,,0","22.92",",0","26.27",",,,0","19.57",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1957-06","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","451.2","0","233.8",",0","9",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","","","19570610",",,0","19570630","+,,0","19570630","+,,0","","","19570609",",,0","19570629","+,,0","19.4",",0,10,","0",",,0,30,+","0",",,0,30,+","50.0",",,0,09,","33.3",",0,29,+","824.2","0","0.0",",0","150.6",",,,0","0",",,,0","26.13",",0","29.34",",,,0","22.92",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1957-07","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","715.9","0","264.7",",0","9",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","","","19570729","+,,0","19570731","+,,0","19570731","+,,0","","","19570718",",,0","19570709",",,0","21.7",",0,29,+","0",",,0,31,+","0",",,0,31,+","59.4",",,0,18,","34.4",",0,09,","0.0","0","0.0",",0","190.2",",,,0","0",",,,0","26.87",",0","30.27",",,,0","23.47",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1957-08","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","967.8","0","251.9",",0","9",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","","","19570825","+,,0","19570831","+,,0","19570831","+,,0","","","19570819",",,0","19570812",",,0","17.8",",0,25,+","0",",,0,31,+","0",",,0,31,+","61.2",",,0,19,","35.6",",0,12,","0.0","0","0.0",",0","120.8",",,,0","0",",,,0","26.46",",0","30.07",",,,0","22.85",",,,0","","","","","","","","","","","","","","","",""
