"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00292940","1949-05","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","8",",0","7",",0","1",",0","0",",0","0",",0","","","","","","","19490531","+,,0","19490531","+,,0","","","19490513",",,0","","","0",",,0,31,+","0",",,0,31,+","29.2",",,0,13,","93.9",",,,0","0",",,,0","",""
"USC00292940","1949-06","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","14","1,0","12","1,0","3","1,0","0",",0","0",",0","","","","","","","19490630","+,,0","19490614",",,0","","","19490604",",1,0","","","0",",,0,30,+","0",",T,0,14,","56.1","1,,0,04,","261.0","1,,,0","0",",T,,0","",""
"USC00292940","1949-07","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","8",",0","6",",0","3",",0","0",",0","0",",0","","","","","","","19490731","+,,0","19490731","+,,0","","","19490710",",,0","","","0",",,0,31,+","0",",,0,31,+","61.7",",,0,10,","157.1",",,,0","0",",,,0","",""
"USC00292940","1949-08","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","6",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","19490831","+,,0","19490831","+,,0","","","19490803",",,0","","","0",",,0,31,+","0",",,0,31,+","23.6",",,0,03,","35.6",",,,0","0",",,,0","",""
"USC00292940","1949-09","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","6",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","19490930","+,,0","19490930","+,,0","","","19490930","+,,0","","","0",",,0,30,+","0",",,0,30,+","22.6",",,0,30,+","50.0",",,,0","0",",,,0","",""
"USC00292940","1949-10","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","2",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","19491031","+,,0","19491031","+,,0","","","19491024",",,0","","","0",",,0,31,+","0",",,0,31,+","5.6",",,0,24,","8.1",",,,0","0",",,,0","",""
"USC00292940","1949-11","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","1",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","19491130","+,,0","19491130","+,,0","","","19491112",",,0","","","0",",,0,30,+","0",",,0,30,+","5.8",",,0,12,","5.8",",,,0","0",",,,0","",""
"USC00292940","1949-12","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","3",",0","1",",0","0",",0","1","2,0","1",",0","","","","","","","19491221",",2,0","19491221",",,0","","","19491211",",,0","","","51","2,,0,21,","51",",,0,21,","6.4",",,0,11,","10.2",",,,0","51",",,,0","",""
"USC00292940","1950-01","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19500131","+,,0","19500131","+,,0","","","19500131","+,,0","","","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","0.0",",,,0","0",",,,0","",""
"USC00292940","1950-02","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19500228","+,,0","19500212",",,0","","","19500212",",,0","","","0",",,0,28,+","0",",T,0,12,","0.0",",T,0,12,","0.0",",T,,0","0",",T,,0","",""
"USC00292940","1950-03","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19500331","+,,0","19500331","+,,0","","","19500331","+,,0","","","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","0.0",",,,0","0",",,,0","",""
"USC00292940","1950-04","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","2",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","19500430","+,,0","19500430","+,,0","","","19500417",",,0","","","0",",,0,30,+","0",",,0,30,+","3.8",",,0,17,","6.8",",,,0","0",",,,0","",""
"USC00292940","1950-05","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","6",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","19500531","+,,0","19500531","+,,0","","","19500526",",,0","","","0",",,0,31,+","0",",,0,31,+","12.2",",,0,26,","43.3",",,,0","0",",,,0","",""
"USC00292940","1950-06","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","8",",0","7",",0","1",",0","0",",0","0",",0","","","","","","","19500630","+,,0","19500630","+,,0","","","19500604",",,0","","","0",",,0,30,+","0",",,0,30,+","32.5",",,0,04,","83.8",",,,0","0",",,,0","",""
"USC00292940","1950-07","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","9","2,0","5","2,0","2","2,0","0",",0","0",",0","","","","","","","19500731","+,,0","19500731","+,,0","","","19500712",",2,0","","","0",",,0,31,+","0",",,0,31,+","44.7","2,,0,12,","132.1",",a,,0","0",",,,0","",""
"USC00292940","1950-08","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","5",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","19500831","+,,0","19500831","+,,0","","","19500827",",,0","","","0",",,0,31,+","0",",,0,31,+","11.9",",,0,27,","27.5",",,,0","0",",,,0","",""
"USC00292940","1950-09","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","5",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","19500930","+,,0","19500930","+,,0","","","19500906",",,0","","","0",",,0,30,+","0",",,0,30,+","17.3",",,0,06,","49.5",",,,0","0",",,,0","",""
"USC00292940","1950-10","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","2",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","19501031","+,,0","19501031","+,,0","","","19501001",",,0","","","0",",,0,31,+","0",",,0,31,+","19.3",",,0,01,","21.1",",,,0","0",",,,0","",""
"USC00292940","1950-11","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19501130","+,,0","19501130","+,,0","","","19501130","+,,0","","","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","0.0",",,,0","0",",,,0","",""
"USC00292940","1950-12","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19501231","+,,0","19501204",",,0","","","19501204",",,0","","","0",",,0,31,+","0",",T,0,04,","0.0",",T,0,04,","0.0",",T,,0","0",",T,,0","",""
"USC00292940","1951-01","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","3",",0","3",",0","0",",0","","","0","3,0","","","","","","","","","19510131","+,3,0","","","19510102",",,0","","","","","0","3,,0,31,+","10.2",",,0,02,","19.1",",,,0","0","3,,,0","",""
"USC00292940","1951-02","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","3",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","19510228","+,,0","19510228","+,,0","","","19510224",",,0","","","0",",,0,28,+","0",",,0,28,+","16.0",",,0,24,","25.4",",,,0","0",",,,0","",""
"USC00292940","1951-03","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","3",",0","2",",0","0",",0","","","","","","","","","","","","","","","","","19510328",",,0","","","","","","","16.5",",,0,28,","20.3",",,,0","","","",""
"USC00292940","1951-04","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","1",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19510430","+,,0","19510430","+,,0","","","19510405",",,0","","","0",",,0,30,+","0",",,0,30,+","1.8",",,0,05,","1.8",",,,0","0",",,,0","",""
"USC00292940","1951-05","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","8",",0","6",",0","3",",0","0",",0","0",",0","","","","","","","19510531","+,,0","19510531","+,,0","","","19510517",",,0","","","0",",,0,31,+","0",",,0,31,+","35.6",",,0,17,","120.0",",,,0","0",",,,0","",""
"USC00292940","1951-06","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","3",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","19510630","+,,0","19510630","+,,0","","","19510616",",,0","","","0",",,0,30,+","0",",,0,30,+","16.8",",,0,16,","30.2",",,,0","0",",,,0","",""
"USC00292940","1951-07","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","7",",0","7",",0","0",",0","0",",0","0",",0","","","","","","","19510731","+,,0","19510731","+,,0","","","19510726",",,0","","","0",",,0,31,+","0",",,0,31,+","17.3",",,0,26,","59.0",",,,0","0",",,,0","",""
"USC00292940","1951-08","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","3",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","19510831","+,,0","19510831","+,,0","","","19510810",",,0","","","0",",,0,31,+","0",",,0,31,+","14.7",",,0,10,","25.1",",,,0","0",",,,0","",""
"USC00292940","1951-09","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","2",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","19510930","+,,0","19510930","+,,0","","","19510909",",,0","","","0",",,0,30,+","0",",,0,30,+","20.6",",,0,09,","34.1",",,,0","0",",,,0","",""
"USC00292940","1951-10","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","4",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","19511031","+,,0","19511031","+,,0","","","19511027",",,0","","","0",",,0,31,+","0",",,0,31,+","12.4",",,0,27,","23.6",",,,0","0",",,,0","",""
"USC00292940","1951-11","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","1",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19511130","+,,0","19511103",",,0","","","19511113",",,0","","","0",",,0,30,+","0",",T,0,03,","1.3",",,0,13,","1.3",",,,0","0",",T,,0","",""
"USC00292940","1951-12","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","3",",0","2",",0","0",",0","","","2",",0","","","","","","","","","19511231",",,0","","","19511231",",,0","","","","","89",",,0,31,","7.6",",,0,31,","15.3",",,,0","178",",,,0","",""
"USC00292940","1952-01","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","1",",0","1",",0","0",",0","","","0","1,0","","","","","","","","","19520131","+,1,0","","","19520103",",,0","","","","","0","1,,0,31,+","7.4",",,0,03,","7.4",",,,0","0","1,,,0","",""
"USC00292940","1952-02","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19520229","+,,0","19520225",",,0","","","19520225",",,0","","","0",",,0,29,+","0",",T,0,25,","0.0",",T,0,25,","0.0",",T,,0","0",",T,,0","",""
"USC00292940","1952-03","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19520331","+,,0","19520309",",,0","","","19520309",",,0","","","0",",,0,31,+","0",",T,0,09,","0.0",",T,0,09,","0.0",",T,,0","0",",T,,0","",""
"USC00292940","1952-04","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","8",",0","7",",0","1",",0","0",",0","0",",0","","","","","","","19520430","+,,0","19520430","+,,0","","","19520418",",,0","","","0",",,0,30,+","0",",,0,30,+","29.2",",,0,18,","63.6",",,,0","0",",,,0","",""
"USC00292940","1952-05","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","5",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","19520531","+,,0","19520531","+,,0","","","19520510",",,0","","","0",",,0,31,+","0",",,0,31,+","8.9",",,0,10,","19.6",",,,0","0",",,,0","",""
"USC00292940","1952-06","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","4",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","19520630","+,,0","19520630","+,,0","","","19520601",",,0","","","0",",,0,30,+","0",",,0,30,+","20.6",",,0,01,","30.0",",,,0","0",",,,0","",""
"USC00292940","1952-07","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","8",",0","7",",0","0",",0","0",",0","0",",0","","","","","","","19520731","+,,0","19520731","+,,0","","","19520704",",,0","","","0",",,0,31,+","0",",,0,31,+","19.8",",,0,04,","57.1",",,,0","0",",,,0","",""
"USC00292940","1952-08","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","6",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","19520831","+,,0","19520831","+,,0","","","19520811",",,0","","","0",",,0,31,+","0",",,0,31,+","7.9",",,0,11,","32.8",",,,0","0",",,,0","",""
"USC00292940","1952-09","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","2",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","19520930","+,,0","19520930","+,,0","","","19520921",",,0","","","0",",,0,30,+","0",",,0,30,+","3.8",",,0,21,","6.8",",,,0","0",",,,0","",""
"USC00292940","1952-10","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","0",",0","0",",0","0",",0","0","1,0","0",",0","","","","","","","19521031","+,1,0","19521005",",,0","","","19521031","+,,0","","","0","1,,0,31,+","0",",T,0,05,","0.0",",,0,31,+","0.0",",,,0","0",",T,,0","",""
"USC00292940","1952-11","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","3",",0","2",",0","0",",0","","","1",",0","","","","","","","","","19521124",",,0","","","19521124",",,0","","","","","178",",,0,24,","22.1",",,0,24,","32.5",",,,0","178",",,,0","",""
"USC00292940","1952-12","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","3",",0","1",",0","0",",0","","","1","1,0","","","","","","","","","19521224",",1,0","","","19521224",",,0","","","","","127","1,,0,24,","9.4",",,0,24,","11.0",",,,0","127","1,,,0","",""
"USC00292940","1953-01","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","1",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","19530122",",,0","19530122",",,0","","","19530122",",,0","","","0",",T,0,22,","0",",T,0,22,","4.3",",,0,22,","4.3",",,,0","0",",T,,0","",""
"USC00292940","1953-02","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","2",",0","2",",0","0",",0","","","2",",0","","","","","","","","","19530224","+,,0","","","19530224","+,,0","","","","","38",",,0,24,+","2.5",",,0,24,+","5.0",",,,0","76",",,,0","",""
"USC00292940","1953-03","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","2",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19530331","+,,0","19530304",",,0","","","19530301",",,0","","","0",",,0,31,+","0",",T,0,04,","2.0",",,0,01,","3.0",",,,0","0",",T,,0","",""
"USC00292940","1953-04","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","3",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","19530430","+,,0","19530430","+,,0","","","19530429",",,0","","","0",",,0,30,+","0",",,0,30,+","4.1",",,0,29,","9.7",",,,0","0",",,,0","",""
"USC00292940","1953-05","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","2",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","19530531","+,,0","19530531","+,,0","","","19530516",",,0","","","0",",,0,31,+","0",",,0,31,+","8.4",",,0,16,","8.9",",,,0","0",",,,0","",""
"USC00292940","1953-06","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","1",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","19530630","+,,0","19530630","+,,0","","","19530610",",,0","","","0",",,0,30,+","0",",,0,30,+","2.8",",,0,10,","2.8",",,,0","0",",,,0","",""
"USC00292940","1953-07","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","9",",0","7",",0","1",",0","0",",0","0",",0","","","","","","","19530731","+,,0","19530731","+,,0","","","19530724",",,0","","","0",",,0,31,+","0",",,0,31,+","41.7",",,0,24,","89.7",",,,0","0",",,,0","",""
"USC00292940","1953-08","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","5",",0","5",",0","2",",0","0",",0","0",",0","","","","","","","19530831","+,,0","19530831","+,,0","","","19530805",",,0","","","0",",,0,31,+","0",",,0,31,+","39.1",",,0,05,","102.4",",,,0","0",",,,0","",""
"USC00292940","1953-09","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19530930","+,,0","19530930","+,,0","","","19530930","+,,0","","","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","0.0",",,,0","0",",,,0","",""
"USC00292940","1953-10","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","4",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","19531031","+,,0","19531031","+,,0","","","19531014",",,0","","","0",",,0,31,+","0",",,0,31,+","15.2",",,0,14,","38.6",",,,0","0",",,,0","",""
"USC00292940","1953-11","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","2",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19531130","+,,0","19531130","+,,0","","","19531106",",,0","","","0",",,0,30,+","0",",,0,30,+","2.3",",,0,06,","3.1",",,,0","0",",,,0","",""
"USC00292940","1953-12","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","2",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","19531231","+,,0","19531231","+,,0","","","19531203",",,0","","","0",",,0,31,+","0",",,0,31,+","9.1",",,0,03,","15.5",",,,0","0",",,,0","",""
"USC00292940","1954-01","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","2",",0","0",",0","0",",0","","","0",",0","","","","","","","","","19540103",",,0","","","19540103",",,0","","","","","13",",,0,03,","1.3",",,0,03,","2.1",",,,0","21",",,,0","",""
"USC00292940","1954-02","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","2",",0","0",",0","0",",0","0","1,0","0","2,0","","","","","","","19540228","+,1,0","19540228","+,2,0","","","19540228",",,0","","","0","1,,0,28,+","0","2,,0,28,+","1.8",",,0,28,","2.3",",,,0","0","2,,,0","",""
"USC00292940","1954-03","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","1",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","19540331","+,,0","19540331","+,,0","","","19540323",",,0","","","0",",,0,31,+","0",",,0,31,+","5.8",",,0,23,","5.8",",,,0","0",",,,0","",""
"USC00292940","1954-04","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","3",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","19540430","+,,0","19540430","+,,0","","","19540412",",,0","","","0",",,0,30,+","0",",,0,30,+","14.2",",,0,12,","25.7",",,,0","0",",,,0","",""
"USC00292940","1954-05","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","8",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","19540531","+,,0","19540531","+,,0","","","19540510",",,0","","","0",",,0,31,+","0",",,0,31,+","27.7",",,0,10,","73.4",",,,0","0",",,,0","",""
"USC00292940","1954-06","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","3",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","19540630","+,,0","19540630","+,,0","","","19540630",",,0","","","0",",,0,30,+","0",",,0,30,+","15.7",",,0,30,","31.2",",,,0","0",",,,0","",""
"USC00292940","1954-07","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","3",",0","2",",0","1",",0","0",",0","0",",0","","","","","","","19540731","+,,0","19540731","+,,0","","","19540723",",,0","","","0",",,0,31,+","0",",,0,31,+","43.7",",,0,23,","49.8",",,,0","0",",,,0","",""
"USC00292940","1954-08","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","6",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","19540831","+,,0","19540831","+,,0","","","19540824",",,0","","","0",",,0,31,+","0",",,0,31,+","18.8",",,0,24,","46.1",",,,0","0",",,,0","",""
"USC00292940","1954-09","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","1",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","19540930","+,,0","19540930","+,,0","","","19540927",",,0","","","0",",,0,30,+","0",",,0,30,+","2.8",",,0,27,","2.8",",,,0","0",",,,0","",""
"USC00292940","1954-10","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","3",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","19541031","+,,0","19541031","+,,0","","","19541007",",,0","","","0",",,0,31,+","0",",,0,31,+","19.8",",,0,07,","37.3",",,,0","0",",,,0","",""
"USC00292940","1954-11","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","1",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","19541130","+,,0","19541130","+,,0","","","19541118",",,0","","","0",",,0,30,+","0",",,0,30,+","7.6",",,0,18,","7.6",",,,0","0",",,,0","",""
"USC00292940","1954-12","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","2",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19541231","+,,0","19541231","+,,0","","","19541216",",,0","","","0",",,0,31,+","0",",,0,31,+","1.0",",,0,16,","1.8",",,,0","0",",,,0","",""
"USC00292940","1955-01","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19550131","+,,0","19550118","+,,0","","","19550118","+,,0","","","0",",,0,31,+","0",",T,0,18,+","0.0",",T,0,18,+","0.0",",T,,0","0",",T,,0","",""
"USC00292940","1955-02","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","1",",0","0",",0","0",",0","0","4,0","0",",0","","","","","","","19550228","+,4,0","19550219",",,0","","","19550219",",,0","","","0","4,,0,28,+","18",",,0,19,","1.3",",,0,19,","1.3",",,,0","18",",,,0","",""
"USC00292940","1955-03","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19550331","+,,0","19550321",",,0","","","19550321",",,0","","","0",",,0,31,+","0",",T,0,21,","0.0",",T,0,21,","0.0",",T,,0","0",",T,,0","",""
"USC00292940","1955-04","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","3",",0","3",",0","1",",0","0",",0","0",",0","","","","","","","19550430","+,,0","19550430","+,,0","","","19550429",",,0","","","0",",,0,30,+","0",",,0,30,+","62.7",",,0,29,","78.0",",,,0","0",",,,0","",""
"USC00292940","1955-05","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","9",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","19550531","+,,0","19550531","+,,0","","","19550520","+,,0","","","0",",,0,31,+","0",",,0,31,+","17.8",",,0,20,+","52.4",",,,0","0",",,,0","",""
"USC00292940","1955-06","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","4",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","19550630","+,,0","19550630","+,,0","","","19550620",",,0","","","0",",,0,30,+","0",",,0,30,+","6.4",",,0,20,","12.9",",,,0","0",",,,0","",""
"USC00292940","1955-07","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","10",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","19550731","+,,0","19550731","+,,0","","","19550715",",,0","","","0",",,0,31,+","0",",,0,31,+","9.4",",,0,15,","38.5",",,,0","0",",,,0","",""
"USC00292940","1955-08","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","4",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","19550831","+,,0","19550831","+,,0","","","19550810",",,0","","","0",",,0,31,+","0",",,0,31,+","22.4",",,0,10,","52.4",",,,0","0",",,,0","",""
"USC00292940","1955-09","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","7",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","19550930","+,,0","19550930","+,,0","","","19550921",",,0","","","0",",,0,30,+","0",",,0,30,+","22.9",",,0,21,","51.1",",,,0","0",",,,0","",""
"USC00292940","1955-10","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","1",",0","1",",0","0",",0","0",",0","0",",0","","","","","","","19551031","+,,0","19551031","+,,0","","","19551002",",,0","","","0",",,0,31,+","0",",,0,31,+","3.8",",,0,02,","3.8",",,,0","0",",,,0","",""
"USC00292940","1955-11","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19551130","+,,0","19551130","+,,0","","","19551130","+,,0","","","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","0.0",",,,0","0",",,,0","",""
"USC00292940","1955-12","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","1",",0","1",",0","0",",0","","","1",",0","","","","","","","","","19551205",",,0","","","19551205",",,0","","","","","51",",,0,05,","2.5",",,0,05,","2.5",",,,0","51",",,,0","",""
"USC00292940","1956-01","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","1",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19560131","+,,0","19560131","+,,0","","","19560122",",,0","","","0",",,0,31,+","0",",,0,31,+","1.0",",,0,22,","1.0",",,,0","0",",,,0","",""
"USC00292940","1956-02","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","3",",0","2",",0","0",",0","","","2",",0","","","","","","","","","19560204",",,0","","","19560204",",,0","","","","","279",",,0,04,","19.8",",,0,04,","23.6",",,,0","317",",,,0","",""
"USC00292940","1956-03","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19560331","+,,0","19560331","+,,0","","","19560331","+,,0","","","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","0.0",",,,0","0",",,,0","",""
"USC00292940","1956-04","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","1",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","19560430","+,,0","19560430","+,,0","","","19560415",",,0","","","0",",,0,30,+","0",",,0,30,+","0.8",",,0,15,","0.8",",,,0","0",",,,0","",""
"USC00292940","1956-05","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","2",",0","2",",0","0",",0","0",",0","0",",0","","","","","","","19560531","+,,0","19560531","+,,0","","","19560524",",,0","","","0",",,0,31,+","0",",,0,31,+","25.1",",,0,24,","33.5",",,,0","0",",,,0","",""
"USC00292940","1956-06","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","6",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","19560630","+,,0","19560630","+,,0","","","19560604",",,0","","","0",",,0,30,+","0",",,0,30,+","10.4",",,0,04,","35.1",",,,0","0",",,,0","",""
"USC00292940","1956-07","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","6",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","19560731","+,,0","19560731","+,,0","","","19560715",",,0","","","0",",,0,31,+","0",",,0,31,+","17.8",",,0,15,","39.4",",,,0","0",",,,0","",""
"USC00292940","1956-08","35.06667","-103.06667","1250.9","ENDEE 5 SSE, NM US","5",",0","3",",0","1",",0","0",",0","0",",0","","","","","","","19560831","+,,0","19560831","+,,0","","","19560819",",,0","","","0",",,0,31,+","0",",,0,31,+","48.8",",,0,19,","56.9",",,,0","0",",,,0","",""
