,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
72,NZ000093994,2021-01,-29.25,-177.917,49.0,"RAOUL ISL KERMADEC, NZ",,,,,12.0,"1,S",6.0,"1,S",1.0,"1,S",0.0,"2,S",0.0,"2,S",0.0,"5,S",26.0,"5,S",0.0,"5,S",20210123.0,"+,2,S",20210112.0,",1,S",20210121.0,",5,S",15.1,"2,S,23,+",73.9,"1,,S,12,",27.1,"5,S,21,",,,,,112.1,"1,,,S",21.95,"6,S",25.26,"5,,,S",18.63,"2,,,S"
73,NZ000093994,2021-04,-29.25,-177.917,49.0,"RAOUL ISL KERMADEC, NZ",,,,,10.0,",S",5.0,",S",1.0,",S",,,,,0.0,"5,S",25.0,"5,S",0.0,"5,S",,,20210421.0,",,S",20210413.0,",5,S",,,67.8,",,S,21,",25.3,"5,S,13,",,,,,91.1,",,,S",,,23.98,"5,,,S",,
74,NZ000093994,2021-05,-29.25,-177.917,49.0,"RAOUL ISL KERMADEC, NZ",,,,,16.0,",S",3.0,",S",1.0,",S",,,,,0.0,"5,S",22.0,"5,S",0.0,"5,S",,,20210522.0,",,S",20210513.0,",5,S",,,55.4,",,S,22,",23.7,"5,S,13,",,,,,84.2,",,,S",,,22.22,"5,,,S",,
75,NZ000093994,2021-06,-29.25,-177.917,49.0,"RAOUL ISL KERMADEC, NZ",,,,,16.0,",S",7.0,",S",2.0,",S",,,,,,,,,,,,,20210621.0,",,S",,,,,36.8,",,S,21,",,,,,,,109.9,",,,S",,,,,,
76,NZ000093994,2021-07,-29.25,-177.917,49.0,"RAOUL ISL KERMADEC, NZ",,,,,19.0,",S",9.0,",S",0.0,",S",,,,,0.0,"5,S",4.0,"5,S",0.0,"5,S",,,20210708.0,",,S",20210717.0,",5,S",,,20.3,",,S,08,",21.2,"5,S,17,",,,,,111.9,",,,S",,,19.71,"5,,,S",,
77,NZ000093994,2021-08,-29.25,-177.917,49.0,"RAOUL ISL KERMADEC, NZ",,,,,14.0,"1,S",4.0,"1,S",1.0,"1,S",,,,,,,,,,,,,20210801.0,",1,S",,,,,98.3,"1,,S,01,",,,,,,,123.9,"1,,,S",,,,,,
78,NZ000093994,2021-09,-29.25,-177.917,49.0,"RAOUL ISL KERMADEC, NZ",,,,,16.0,",S",12.0,",S",1.0,",S",,,,,,,,,,,,,20210902.0,",,S",,,,,26.2,",,S,02,",,,,,,,123.6,",,,S",,,,,,
79,NZ000093994,2021-10,-29.25,-177.917,49.0,"RAOUL ISL KERMADEC, NZ",,,,,11.0,",S",5.0,",S",1.0,",S",0.0,",S",0.0,",S",,,,,,,20211001.0,",,S",20211007.0,",,S",,,10.4,",S,01,",73.4,",,S,07,",,,,,,,117.9,",,,S",,,,,15.9,",,,S"
80,NZ000093994,2021-11,-29.25,-177.917,49.0,"RAOUL ISL KERMADEC, NZ",,,,,18.0,",S",9.0,",S",2.0,",S",0.0,",S",0.0,",S",,,,,,,20211113.0,"+,,S",20211105.0,",,S",,,15.2,",S,13,+",49.0,",,S,05,",,,,,,,179.1,",,,S",,,,,18.61,",,,S"
81,NZ000093994,2021-12,-29.25,-177.917,49.0,"RAOUL ISL KERMADEC, NZ",,,,,19.0,",S",6.0,",S",3.0,",S",0.0,",S",0.0,",S",,,,,,,20211201.0,",,S",20211216.0,",,S",,,17.2,",S,01,",133.9,",,S,16,",,,,,,,259.4,",,,S",,,,,20.27,",,,S"
82,NZ000093994,2022-01,-29.25,-177.917,49.0,"RAOUL ISL KERMADEC, NZ",,,,,17.0,",S",5.0,",S",2.0,",S",0.0,",S",0.0,",S",,,,,,,20220118.0,"+,,S",20220113.0,",,S",,,18.3,",S,18,+",80.3,",,S,13,",,,,,,,159.9,",,,S",,,,,20.9,",,,S"
83,NZ000093994,2022-02,-29.25,-177.917,49.0,"RAOUL ISL KERMADEC, NZ",,,148.0,"4,S",13.0,"1,S",4.0,"1,S",0.0,"1,S",0.0,",S",0.0,",S",0.0,"4,S",24.0,"4,S",0.0,"4,S",20220228.0,"+,,S",20220225.0,"+,1,S",20220212.0,",4,S",19.2,",S,28,+",15.7,"1,,S,25,+",30.7,"4,S,12,",,,0.0,"4,S",51.1,"1,,,S",24.56,"4,S",27.2,"4,,,S",21.93,",,,S"
84,NZ000093994,2022-03,-29.25,-177.917,49.0,"RAOUL ISL KERMADEC, NZ",,,120.0,"4,S",20.0,",S",6.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,"4,S",27.0,"4,S",0.0,"4,S",20220329.0,"+,,S",20220320.0,",,S",20220323.0,",4,S",16.7,",S,29,+",13.7,",,S,20,",27.4,"4,S,23,",,,0.0,"4,S",54.4,",,,S",22.74,"4,S",25.84,"4,,,S",19.64,",,,S"
85,NZ000093994,2022-04,-29.25,-177.917,49.0,"RAOUL ISL KERMADEC, NZ",,,,,20.0,",S",9.0,",S",3.0,",S",,,,,,,,,,,,,20220421.0,",,S",,,,,94.5,",,S,21,",,,,,,,274.7,",,,S",,,,,,
86,NZ000093994,2022-05,-29.25,-177.917,49.0,"RAOUL ISL KERMADEC, NZ",,,,,22.0,",S",11.0,",S",1.0,",S",,,,,0.0,"5,S",21.0,"5,S",0.0,"5,S",,,20220528.0,",,S",20220520.0,",5,S",,,25.9,",,S,28,",24.5,"5,S,20,",,,,,106.8,",,,S",,,22.1,"5,,,S",,
87,NZ000093994,2022-06,-29.25,-177.917,49.0,"RAOUL ISL KERMADEC, NZ",,,,,18.0,",S",11.0,",S",1.0,",S",,,,,,,,,,,,,20220612.0,",,S",,,,,27.9,",,S,12,",,,,,,,118.8,",,,S",,,,,,
88,NZ000093994,2022-07,-29.25,-177.917,49.0,"RAOUL ISL KERMADEC, NZ",,,,,15.0,",S",5.0,",S",0.0,",S",,,,,,,,,,,,,20220716.0,",,S",,,,,18.0,",,S,16,",,,,,,,47.6,",,,S",,,,,,
89,NZ000933090,2021-01,-39.017,174.183,32.0,"NEW PLYMOUTH AWS, NZ",,,,,12.0,",S",7.0,",S",2.0,",S",0.0,",S",0.0,",S",,,,,,,20210129.0,"+,,S",20210101.0,",,S",,,7.7,",S,29,+",34.5,",,S,01,",,,,,,,118.4,",,,S",,,,,12.5,",,,S"
90,NZ000933090,2021-02,-39.017,174.183,32.0,"NEW PLYMOUTH AWS, NZ",,,,,4.0,"3,S",2.0,"3,S",1.0,"3,S",0.0,"3,S",0.0,"3,S",,,,,,,20210219.0,"+,3,S",20210215.0,",3,S",,,7.2,"3,S,19,+",25.9,"3,,S,15,",,,,,,,43.4,"3,,,S",,,,,11.78,"3,,,S"
91,NZ000933090,2021-03,-39.017,174.183,32.0,"NEW PLYMOUTH AWS, NZ",,,5.8,"3,S",14.0,",S",9.0,",S",4.0,",S",0.0,",S",0.0,",S",0.0,"3,S",19.0,"3,S",0.0,"3,S",20210314.0,"+,,S",20210310.0,",,S",20210301.0,",3,S",7.9,",S,14,+",35.8,",,S,10,",24.3,"3,S,01,",,,51.7,"3,S",185.7,",,,S",16.67,"3,S",21.48,"3,,,S",11.85,",,,S"
92,NZ000933090,2021-04,-39.017,174.183,32.0,"NEW PLYMOUTH AWS, NZ",,,,,15.0,",S",9.0,",S",0.0,",S",,,,,0.0,"4,S",6.0,"4,S",0.0,"4,S",,,20210411.0,",,S",20210412.0,",4,S",,,23.9,",,S,11,",22.4,"4,S,12,",,,,,91.5,",,,S",,,19.62,"4,,,S",,
93,NZ000933090,2021-05,-39.017,174.183,32.0,"NEW PLYMOUTH AWS, NZ",,,,,9.0,"1,S",5.0,"1,S",2.0,"1,S",,,,,0.0,"5,S",0.0,"5,S",0.0,"5,S",,,20210510.0,",1,S",20210506.0,",5,S",,,43.4,"1,,S,10,",20.2,"5,S,06,",,,,,116.1,"1,,,S",,,16.98,"5,,,S",,
94,NZ000933090,2021-06,-39.017,174.183,32.0,"NEW PLYMOUTH AWS, NZ",,,,,22.0,",S",12.0,",S",0.0,",S",,,,,0.0,"5,S",0.0,"5,S",0.0,"5,S",,,20210615.0,",,S",20210609.0,",5,S",,,20.8,",,S,15,",19.1,"5,S,09,",,,,,135.9,",,,S",,,15.93,"5,,,S",,
95,NZ000933090,2021-07,-39.017,174.183,32.0,"NEW PLYMOUTH AWS, NZ",,,,,20.0,",S",9.0,",S",0.0,",S",,,,,0.0,"3,S",0.0,"3,S",0.0,"3,S",,,20210707.0,",,S",20210731.0,",3,S",,,22.9,",,S,07,",17.7,"3,S,31,",,,,,116.5,",,,S",,,14.39,"3,,,S",,
96,NZ000933090,2021-08,-39.017,174.183,32.0,"NEW PLYMOUTH AWS, NZ",,,,,22.0,",S",15.0,",S",1.0,",S",,,,,0.0,"4,S",0.0,"4,S",0.0,"4,S",,,20210828.0,",,S",20210828.0,",4,S",,,27.7,",,S,28,",16.2,"4,S,28,",,,,,133.6,",,,S",,,14.73,"4,,,S",,
97,NZ000933090,2021-09,-39.017,174.183,32.0,"NEW PLYMOUTH AWS, NZ",,,,,23.0,",S",12.0,",S",1.0,",S",,,,,,,,,,,,,20210923.0,",,S",,,,,27.9,",,S,23,",,,,,,,114.7,",,,S",,,,,,
98,NZ000933090,2021-10,-39.017,174.183,32.0,"NEW PLYMOUTH AWS, NZ",,,,,20.0,",S",12.0,",S",0.0,",S",0.0,",S",0.0,",S",,,,,,,20211015.0,"+,,S",20211003.0,",,S",,,2.3,",S,15,+",22.9,",,S,03,",,,,,,,152.2,",,,S",,,,,9.17,",,,S"
99,NZ000933090,2021-11,-39.017,174.183,32.0,"NEW PLYMOUTH AWS, NZ",,,0.0,"4,S",11.0,",S",8.0,",S",2.0,",S",0.0,",S",0.0,",S",0.0,"4,S",7.0,"4,S",0.0,"4,S",20211120.0,"+,,S",20211116.0,",,S",20211124.0,",4,S",6.0,",S,20,+",27.2,",,S,16,",22.6,"4,S,24,",,,76.0,"4,S",118.1,",,,S",15.36,"4,S",19.96,"4,,,S",10.76,",,,S"
100,NZ000933090,2021-12,-39.017,174.183,32.0,"NEW PLYMOUTH AWS, NZ",,,,,20.0,",S",12.0,",S",3.0,",S",0.0,",S",0.0,",S",,,,,,,20211230.0,"+,,S",20211213.0,",,S",,,9.5,",S,30,+",42.9,",,S,13,",,,,,,,268.8,",,,S",,,,,14.6,",,,S"
101,NZ000933090,2022-01,-39.017,174.183,32.0,"NEW PLYMOUTH AWS, NZ",,,16.9,"3,S",4.0,",S",2.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,"3,S",28.0,"3,S",0.0,"3,S",20220130.0,"+,,S",20220126.0,",,S",20220117.0,",3,S",9.4,",S,30,+",5.3,",,S,26,",28.8,"3,S,17,",12.1,S,12.1,"3,S",9.1,",,,S",18.49,"3,S",24.53,"3,,,S",12.45,",,,S"
102,NZ000933090,2022-02,-39.017,174.183,32.0,"NEW PLYMOUTH AWS, NZ",,,40.7,"3,S",10.0,",S",7.0,",S",2.0,",S",0.0,",S",0.0,",S",0.0,"3,S",25.0,"3,S",0.0,"3,S",20220216.0,"+,,S",20220205.0,",,S",20220208.0,",3,S",9.5,",S,16,+",136.7,",,S,05,",28.3,"3,S,08,",25.6,S,13.5,"3,S",266.8,",,,S",19.48,"3,S",24.2,"3,,,S",14.76,",,,S"
103,NZ000933090,2022-03,-39.017,174.183,32.0,"NEW PLYMOUTH AWS, NZ",,,11.5,"2,S",9.0,",S",6.0,",S",1.0,",S",0.0,",S",0.0,",S",0.0,"2,S",26.0,"2,S",0.0,"2,S",20220319.0,"+,,S",20220320.0,",,S",20220322.0,"+,2,S",9.1,",S,19,+",32.8,",,S,20,",25.0,"2,S,22,+",44.2,S,18.6,"2,S",94.5,",,,S",18.08,"2,S",22.9,"2,,,S",13.25,",,,S"
104,NZ000933090,2022-04,-39.017,174.183,32.0,"NEW PLYMOUTH AWS, NZ",,,,,10.0,",S",2.0,",S",1.0,",S",,,,,0.0,"4,S",10.0,"4,S",0.0,"4,S",,,20220422.0,",,S",20220419.0,",4,S",,,27.9,",,S,22,",24.0,"4,S,19,",,,,,53.2,",,,S",,,20.71,"4,,,S",,
105,NZ000933090,2022-05,-39.017,174.183,32.0,"NEW PLYMOUTH AWS, NZ",,,,,17.0,"1,S",9.0,"1,S",2.0,"1,S",,,,,0.0,"5,S",0.0,"5,S",0.0,"5,S",,,20220518.0,",1,S",20220502.0,",5,S",,,46.5,"1,,S,18,",20.4,"5,S,02,",,,,,153.4,"1,,,S",,,18.3,"5,,,S",,
106,NZ000933090,2022-06,-39.017,174.183,32.0,"NEW PLYMOUTH AWS, NZ",,,,,21.0,",S",18.0,",S",2.0,",S",,,,,0.0,"3,S",0.0,"3,S",0.0,"3,S",,,20220613.0,",,S",20220601.0,",3,S",,,28.2,",,S,13,",18.7,"3,S,01,",,,,,256.8,",,,S",,,15.5,"3,,,S",,
107,NZ000933090,2022-07,-39.017,174.183,32.0,"NEW PLYMOUTH AWS, NZ",,,,,25.0,",S",17.0,",S",3.0,",S",,,,,0.0,"5,S",0.0,"5,S",0.0,"5,S",,,20220712.0,",,S",20220708.0,",5,S",,,37.8,",,S,12,",17.3,"5,S,08,",,,,,235.0,",,,S",,,15.01,"5,,,S",,
108,NZ000933090,2022-08,-39.017,174.183,32.0,"NEW PLYMOUTH AWS, NZ",,,,,16.0,"1,S",11.0,"1,S",2.0,"1,S",,,,,0.0,"4,S",0.0,"4,S",0.0,"4,S",,,20220819.0,",1,S",20220821.0,",4,S",,,94.5,"1,,S,19,",17.4,"4,S,21,",,,,,244.9,"1,,,S",,,15.05,"4,,,S",,
109,NZ000933090,2022-09,-39.017,174.183,32.0,"NEW PLYMOUTH AWS, NZ",,,,,19.0,",S",12.0,",S",1.0,",S",,,,,,,,,,,,,20220930.0,",,S",,,,,32.8,",,S,30,",,,,,,,140.9,",,,S",,,,,,
110,NZ000933090,2022-10,-39.017,174.183,32.0,"NEW PLYMOUTH AWS, NZ",,,0.0,"5,S",15.0,",S",8.0,",S",2.0,",S",0.0,"2,S",2.0,"2,S",0.0,"3,S",0.0,"3,S",0.0,"3,S",20221007.0,"+,2,S",20221029.0,",,S",20221031.0,",3,S",-1.3,"2,S,07,+",43.7,",,S,29,",19.2,"3,S,31,",,,147.6,"3,S",147.8,",,,S",12.45,"5,S",17.14,"3,,,S",7.76,"2,,,S"
111,NZ000933090,2022-11,-39.017,174.183,32.0,"NEW PLYMOUTH AWS, NZ",,,,,21.0,",S",19.0,",S",2.0,",S",0.0,",S",0.0,",S",,,,,,,20221106.0,"+,,S",20221118.0,",,S",,,7.8,",S,06,+",30.7,",,S,18,",,,,,,,170.8,",,,S",,,,,11.58,",,,S"
112,NZ000933090,2022-12,-39.017,174.183,32.0,"NEW PLYMOUTH AWS, NZ",,,,,16.0,",S",8.0,",S",2.0,",S",0.0,",S",0.0,",S",,,,,,,20221204.0,"+,,S",20221217.0,",,S",,,5.7,",S,04,+",44.2,",,S,17,",,,,,,,127.9,",,,S",,,,,12.66,",,,S"
113,NZ000936150,2021-01,-42.717,170.983,40.0,"HOKITIKA AERODROME, NZ",,,,,13.0,",S",4.0,",S",0.0,",S",0.0,",S",0.0,",S",,,,,,,20210124.0,"+,,S",20210128.0,",,S",,,6.1,",S,24,+",14.7,",,S,28,",,,,,,,41.5,",,,S",,,,,10.94,",,,S"
114,NZ000936150,2021-02,-42.717,170.983,40.0,"HOKITIKA AERODROME, NZ",,,,,5.0,"3,S",2.0,"3,S",0.0,"3,S",0.0,"3,S",0.0,"3,S",,,,,,,20210217.0,"+,3,S",20210209.0,",3,S",,,3.2,"3,S,17,+",19.8,"3,,S,09,",,,,,,,24.9,"3,,,S",,,,,10.29,"3,,,S"
115,NZ000936150,2021-03,-42.717,170.983,40.0,"HOKITIKA AERODROME, NZ",,,,,10.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",,,,,,,20210319.0,"+,,S",20210324.0,",,S",,,2.7,",S,19,+",2.3,",,S,24,",,,,,,,11.2,",,,S",,,,,7.96,",,,S"
116,NZ000936150,2021-04,-42.717,170.983,40.0,"HOKITIKA AERODROME, NZ",,,,,14.0,",S",4.0,",S",0.0,",S",,,,,,,,,,,,,20210417.0,",,S",,,,,8.6,",,S,17,",,,,,,,25.1,",,,S",,,,,,
117,NZ000936150,2021-05,-42.717,170.983,40.0,"HOKITIKA AERODROME, NZ",,,,,20.0,",S",5.0,",S",2.0,",S",,,,,,,,,,,,,20210530.0,",,S",,,,,63.2,",,S,30,",,,,,,,141.0,",,,S",,,,,,
118,NZ000936150,2021-06,-42.717,170.983,40.0,"HOKITIKA AERODROME, NZ",,,,,24.0,",S",6.0,",S",1.0,",S",,,,,0.0,"2,S",0.0,"2,S",0.0,"2,S",,,20210601.0,",,S",20210625.0,",2,S",,,25.4,",,S,01,",20.2,"2,S,25,",,,,,80.5,",,,S",,,12.86,"2,,,S",,
119,NZ000936150,2021-07,-42.717,170.983,40.0,"HOKITIKA AERODROME, NZ",,,,,22.0,"1,S",4.0,"1,S",0.0,"1,S",,,,,0.0,"3,S",0.0,"3,S",0.0,"3,S",,,20210717.0,",1,S",20210706.0,",3,S",,,4.3,"1,,S,17,",20.1,"3,S,06,",,,,,21.8,"1,,,S",,,12.45,"3,,,S",,
120,NZ000936150,2021-08,-42.717,170.983,40.0,"HOKITIKA AERODROME, NZ",,,,,21.0,",S",5.0,",S",1.0,",S",,,,,0.0,"2,S",1.0,"2,S",0.0,"2,S",,,20210803.0,",,S",20210823.0,",2,S",,,29.2,",,S,03,",21.3,"2,S,23,",,,,,80.0,",,,S",,,13.4,"2,,,S",,
121,NZ000936150,2021-09,-42.717,170.983,40.0,"HOKITIKA AERODROME, NZ",,,,,17.0,",S",4.0,",S",0.0,",S",,,,,,,,,,,,,20210913.0,",,S",,,,,15.5,",,S,13,",,,,,,,40.2,",,,S",,,,,,
122,NZ000936150,2021-10,-42.717,170.983,40.0,"HOKITIKA AERODROME, NZ",,,,,15.0,",S",4.0,",S",0.0,",S",0.0,",S",1.0,",S",,,,,,,20211001.0,",,S",20211003.0,",,S",,,-0.5,",S,01,",18.0,",,S,03,",,,,,,,67.1,",,,S",,,,,6.45,",,,S"
123,NZ000936150,2021-11,-42.717,170.983,40.0,"HOKITIKA AERODROME, NZ",,,,,9.0,",S",2.0,",S",0.0,",S",0.0,",S",0.0,",S",,,,,,,20211104.0,"+,,S",20211127.0,",,S",,,0.4,",S,04,+",15.5,",,S,27,",,,,,,,25.6,",,,S",,,,,8.25,",,,S"
124,NZ000936150,2021-12,-42.717,170.983,40.0,"HOKITIKA AERODROME, NZ",,,,,18.0,",S",10.0,",S",1.0,",S",0.0,",S",0.0,",S",,,,,,,20211201.0,",,S",20211215.0,",,S",,,7.1,",S,01,",49.0,",,S,15,",,,,,,,130.6,",,,S",,,,,10.96,",,,S"
125,NZ000936150,2022-01,-42.717,170.983,40.0,"HOKITIKA AERODROME, NZ",,,,,8.0,",S",4.0,",S",0.0,",S",0.0,",S",0.0,",S",,,,,,,20220115.0,"+,,S",20220126.0,",,S",,,5.3,",S,15,+",14.5,",,S,26,",,,,,,,36.2,",,,S",,,,,11.2,",,,S"
126,NZ000936150,2022-02,-42.717,170.983,40.0,"HOKITIKA AERODROME, NZ",,,,,18.0,",S",8.0,",S",2.0,",S",0.0,"1,S",0.0,"1,S",,,,,,,20220228.0,"+,1,S",20220212.0,",,S",,,2.6,"1,S,28,+",59.9,",,S,12,",,,,,,,148.5,",,,S",,,,,10.78,"1,,,S"
127,NZ000936150,2022-03,-42.717,170.983,40.0,"HOKITIKA AERODROME, NZ",,,,,10.0,",S",2.0,",S",1.0,",S",0.0,",S",0.0,",S",,,,,,,20220303.0,"+,,S",20220321.0,",,S",,,3.9,",S,03,+",30.0,",,S,21,",,,,,,,40.4,",,,S",,,,,9.61,",,,S"
128,NZ000936150,2022-04,-42.717,170.983,40.0,"HOKITIKA AERODROME, NZ",,,,,16.0,"1,S",1.0,"1,S",0.0,"1,S",,,,,0.0,"5,S",3.0,"5,S",0.0,"5,S",,,20220407.0,",1,S",20220421.0,",5,S",,,10.4,"1,,S,07,",26.6,"5,S,21,",,,,,19.2,"1,,,S",,,18.6,"5,,,S",,
129,NZ000936150,2022-05,-42.717,170.983,40.0,"HOKITIKA AERODROME, NZ",,,,,21.0,",S",7.0,",S",0.0,",S",,,,,0.0,"5,S",5.0,"5,S",0.0,"5,S",,,20220516.0,",,S",20220501.0,",5,S",,,13.2,",,S,16,",24.3,"5,S,01,",,,,,49.7,",,,S",,,17.2,"5,,,S",,
130,NZ000936150,2022-06,-42.717,170.983,40.0,"HOKITIKA AERODROME, NZ",,,,,21.0,"1,S",4.0,"1,S",0.0,"1,S",,,,,0.0,"4,S",0.0,"4,S",0.0,"4,S",,,20220628.0,",1,S",20220625.0,",4,S",,,14.2,"1,,S,28,",18.3,"4,S,25,",,,,,36.0,"1,,,S",,,13.23,"4,,,S",,
131,NZ000936150,2022-07,-42.717,170.983,40.0,"HOKITIKA AERODROME, NZ",,,,,25.0,",S",9.0,",S",6.0,",S",,,,,,,,,,,,,20220726.0,",,S",,,,,65.8,",,S,26,",,,,,,,313.2,",,,S",,,,,,
132,NZ000936150,2022-08,-42.717,170.983,40.0,"HOKITIKA AERODROME, NZ",,,,,15.0,"2,S",4.0,"2,S",0.0,"2,S",,,,,0.0,"5,S",0.0,"5,S",0.0,"5,S",,,20220807.0,",2,S",20220802.0,",5,S",,,9.4,"2,,S,07,",20.0,"5,S,02,",,,,,32.6,"2,,,S",,,14.16,"5,,,S",,
133,NZ000936150,2022-09,-42.717,170.983,40.0,"HOKITIKA AERODROME, NZ",,,,,11.0,",S",3.0,",S",0.0,",S",,,,,,,,,,,,,20220914.0,",,S",,,,,14.0,",,S,14,",,,,,,,27.4,",,,S",,,,,,
134,NZ000936150,2022-10,-42.717,170.983,40.0,"HOKITIKA AERODROME, NZ",,,,,9.0,",S",4.0,",S",0.0,",S",0.0,"3,S",5.0,"3,S",,,,,,,20221022.0,"+,3,S",20221027.0,",,S",,,-2.8,"3,S,22,+",9.9,",,S,27,",,,,,,,26.2,",,,S",,,,,3.06,"3,,,S"
135,NZ000936150,2022-11,-42.717,170.983,40.0,"HOKITIKA AERODROME, NZ",,,,,12.0,",S",8.0,",S",1.0,",S",0.0,",S",0.0,",S",,,,,,,20221111.0,"+,,S",20221118.0,",,S",,,3.2,",S,11,+",48.5,",,S,18,",,,,,,,120.1,",,,S",,,,,8.87,",,,S"
136,NZ000936150,2022-12,-42.717,170.983,40.0,"HOKITIKA AERODROME, NZ",,,,,12.0,",S",4.0,",S",1.0,",S",0.0,",S",0.0,",S",,,,,,,20221231.0,"+,,S",20221219.0,",,S",,,5.6,",S,31,+",33.8,",,S,19,",,,,,,,62.6,",,,S",,,,,10.93,",,,S"
137,NZ000939450,2021-01,-52.55,169.167,19.0,"CAMPBELL ISLAND AWS, NZ",,,0.0,"4,S",28.0,",S",13.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,"4,S",0.0,"4,S",0.0,"4,S",20210102.0,"+,,S",20210119.0,",,S",20210116.0,",4,S",4.3,",S,02,+",24.9,",,S,19,",15.4,"4,S,16,",225.5,S,225.5,"4,S",111.9,",,,S",9.91,"4,S",13.0,"4,,,S",6.83,",,,S"
138,NZ000939450,2021-02,-52.55,169.167,19.0,"CAMPBELL ISLAND AWS, NZ",,,,,19.0,"4,S",11.0,"4,S",2.0,"4,S",0.0,"3,S",0.0,"3,S",,,,,,,20210225.0,"+,3,S",20210209.0,",4,S",,,0.2,"3,S,25,+",29.0,"4,,S,09,",,,,,,,159.4,"4,,,S",,,,,7.21,"3,,,S"
139,NZ000939450,2021-03,-52.55,169.167,19.0,"CAMPBELL ISLAND AWS, NZ",,,,,28.0,",S",13.0,",S",1.0,",S",0.0,",S",0.0,",S",,,,,,,20210329.0,"+,,S",20210305.0,",,S",,,2.5,",S,29,+",29.7,",,S,05,",,,,,,,121.7,",,,S",,,,,6.6,",,,S"
140,NZ000939450,2021-04,-52.55,169.167,19.0,"CAMPBELL ISLAND AWS, NZ",,,,,27.0,",S",20.0,",S",0.0,",S",,,,,,,,,,,,,20210404.0,",,S",,,,,15.7,",,S,04,",,,,,,,166.9,",,,S",,,,,,
141,NZ000939450,2021-05,-52.55,169.167,19.0,"CAMPBELL ISLAND AWS, NZ",,,,,28.0,",S",13.0,",S",0.0,",S",,,,,,,,,,,,,20210511.0,",,S",,,,,16.0,",,S,11,",,,,,,,101.9,",,,S",,,,,,
142,NZ000939450,2021-06,-52.55,169.167,19.0,"CAMPBELL ISLAND AWS, NZ",,,,,28.0,",S",13.0,",S",0.0,",S",,,,,,,,,,,,,20210610.0,",,S",,,,,16.3,",,S,10,",,,,,,,91.4,",,,S",,,,,,
143,NZ000939450,2021-07,-52.55,169.167,19.0,"CAMPBELL ISLAND AWS, NZ",,,,,28.0,",S",16.0,",S",0.0,",S",,,,,,,,,,,,,20210717.0,",,S",,,,,24.4,",,S,17,",,,,,,,158.2,",,,S",,,,,,
144,NZ000939450,2021-08,-52.55,169.167,19.0,"CAMPBELL ISLAND AWS, NZ",,,,,22.0,"2,S",15.0,"2,S",0.0,"2,S",,,,,,,,,,,,,20210807.0,",2,S",,,,,13.5,"2,,S,07,",,,,,,,87.5,"2,,,S",,,,,,
145,NZ000939450,2021-09,-52.55,169.167,19.0,"CAMPBELL ISLAND AWS, NZ",,,,,19.0,"3,S",15.0,"3,S",1.0,"3,S",,,,,,,,,,,,,20210904.0,",3,S",,,,,26.2,"3,,S,04,",,,,,,,159.7,"3,,,S",,,,,,
146,NZ000939450,2021-10,-52.55,169.167,19.0,"CAMPBELL ISLAND AWS, NZ",,,,,26.0,",S",15.0,",S",0.0,",S",0.0,"2,S",0.0,"2,S",,,,,,,20211018.0,",2,S",20211010.0,",,S",,,0.8,"2,S,18,",11.2,",,S,10,",,,,,,,94.7,",,,S",,,,,4.6,"2,,,S"
147,NZ000939450,2021-11,-52.55,169.167,19.0,"CAMPBELL ISLAND AWS, NZ",,,,,20.0,",S",8.0,",S",0.0,",S",0.0,"2,S",3.0,"2,S",,,,,,,20211111.0,"+,2,S",20211107.0,",,S",,,-0.7,"2,S,11,+",23.4,",,S,07,",,,,,,,83.6,",,,S",,,,,4.74,"2,,,S"
148,NZ000939450,2022-01,-52.55,169.167,19.0,"CAMPBELL ISLAND AWS, NZ",,,,,27.0,",S",10.0,",S",0.0,",S",0.0,"2,S",0.0,"2,S",,,,,,,20220127.0,"+,2,S",20220102.0,",,S",,,4.7,"2,S,27,+",21.3,",,S,02,",,,,,,,116.0,",,,S",,,,,6.86,"2,,,S"
149,NZ000939450,2022-02,-52.55,169.167,19.0,"CAMPBELL ISLAND AWS, NZ",,,,,27.0,",S",13.0,",S",0.0,",S",0.0,"1,S",0.0,"1,S",,,,,,,20220221.0,"+,1,S",20220225.0,",,S",,,1.9,"1,S,21,+",22.1,",,S,25,",,,,,,,120.1,",,,S",,,,,6.68,"1,,,S"
