,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES
97,PEM00084686,2022-10,-13.536,-71.939,3310.1,"TENIENTE ALEJANDRO VELASCO AS, PE",,,,,,,0.0,"5,S",0.0,"5,S",,,,,,,20221015.0,",5,S",,,,,2.4,"5,S,15,",,,,,,,,,,,6.0,"5,,,S",,,,,,,,
98,PEM00084686,2022-11,-13.536,-71.939,3310.1,"TENIENTE ALEJANDRO VELASCO AS, PE",,,,,,,0.0,"3,S",0.0,"3,S",,,,,,,20221117.0,",3,S",,,,,4.2,"3,S,17,",,,,,,,,,,,6.55,"3,,,S",,,,,,,,
99,PEM00084691,2021-11,-13.745,-76.22,11.9,"PISCO INTERNATIONAL, PE",,,,,,,0.0,"5,",0.0,"5,S",,,,,,,20211115.0,",5,S",,,,,12.6,"5,S,15,",,,,,,,,,,,15.46,"5,,,S",,,,,,,,
100,PEM00084691,2022-03,-13.745,-76.22,11.9,"PISCO INTERNATIONAL, PE",,,,,,,0.0,"4,S",0.0,"4,S",,,,,,,20220331.0,",4,S",,,,,16.8,"4,S,31,",,,,,,,,,,,19.2,"4,,,S",,,,,,,,
101,PEM00084735,2021-01,-15.467,-70.158,3825.8,"JULIACA, PE",21.0,"5,S",11.0,"5,S",1.0,"5,S",0.0,"4,",0.0,"4,S",,,,,,,20210123.0,",4,S",20210109.0,",5,S",,,2.4,"4,S,23,",30.0,"5,,S,09,",,,129.9,"5,,,S",,,,,5.03,"4,,,S",,,,,,,,
102,PEM00084782,2021-09,-18.053,-70.276,468.8,"CORONEL CARLOS CIRIANI SANTA, PE",,,,,,,0.0,"4,",0.0,"4,S",,,,,,,20210926.0,",4,S",,,,,9.8,"4,S,26,",,,,,,,,,,,11.38,"4,,,S",,,,,,,,
103,PEM00084782,2021-10,-18.053,-70.276,468.8,"CORONEL CARLOS CIRIANI SANTA, PE",,,,,,,0.0,"5,",0.0,"5,S",,,,,,,20211005.0,",5,S",,,,,10.3,"5,S,05,",,,,,,,,,,,11.81,"5,,,S",,,,,,,,
104,PEM00084782,2021-11,-18.053,-70.276,468.8,"CORONEL CARLOS CIRIANI SANTA, PE",,,,,,,0.0,"2,",0.0,"2,S",,,,,,,20211102.0,",2,S",,,,,12.4,"2,S,02,",,,,,,,,,,,14.14,"2,,,S",,,,,,,,
105,PEM00084782,2021-12,-18.053,-70.276,468.8,"CORONEL CARLOS CIRIANI SANTA, PE",,,,,,,0.0,"2,",0.0,"2,S",,,,,,,20211202.0,",2,S",,,,,14.6,"2,S,02,",,,,,,,,,,,16.3,"2,,,S",,,,,,,,
106,PEM00084782,2022-01,-18.053,-70.276,468.8,"CORONEL CARLOS CIRIANI SANTA, PE",,,,,,,0.0,"3,",0.0,"3,S",,,,,,,20220101.0,",3,S",,,,,15.6,"3,S,01,",,,,,,,,,,,17.41,"3,,,S",,,,,,,,
107,PEM00084782,2022-02,-18.053,-70.276,468.8,"CORONEL CARLOS CIRIANI SANTA, PE",,,,,,,0.0,"3,",0.0,"3,S",,,,,,,20220207.0,",3,S",,,,,15.7,"3,S,07,",,,,,,,,,,,17.22,"3,,,S",,,,,,,,
108,PEM00084782,2022-03,-18.053,-70.276,468.8,"CORONEL CARLOS CIRIANI SANTA, PE",,,,,,,0.0,"2,",0.0,"2,S",,,,,,,20220331.0,",2,S",,,,,13.3,"2,S,31,",,,,,,,,,,,16.61,"2,,,S",,,,,,,,
109,PEM00084782,2022-04,-18.053,-70.276,468.8,"CORONEL CARLOS CIRIANI SANTA, PE",,,,,,,0.0,"4,S",0.0,"4,S",,,,,,,20220430.0,",4,S",,,,,12.2,"4,S,30,",,,,,,,,,,,14.22,"4,,,S",,,,,,,,
110,PEM00084782,2022-07,-18.053,-70.276,468.8,"CORONEL CARLOS CIRIANI SANTA, PE",,,,,,,0.0,"3,S",0.0,"3,S",,,,,,,20220726.0,",3,S",,,,,9.7,"3,S,26,",,,,,,,,,,,11.19,"3,,,S",,,,,,,,
111,PEM00084782,2022-12,-18.053,-70.276,468.8,"CORONEL CARLOS CIRIANI SANTA, PE",,,,,,,0.0,"4,S",0.0,"4,S",,,,,,,20221203.0,",4,S",,,,,13.6,"4,S,03,",,,,,,,,,,,16.81,"4,,,S",,,,,,,,
